,종목명,회계년,총자산(천원),EBIT(천원),총차입금(천원)
933,한솔로지스틱스,2022,"274,496,249","36,349,587","32,520,3531,670,627"
934,한솔로지스틱스,2023,"245,120,387","26,257,483","15,213,9153,333,757"
935,한솔케미칼,2019,"939,194,151","111,153,549","22,120,00315,000,000"
936,한솔케미칼,2020,"999,200,502","151,933,829","8,572,61243,245,047"
937,한솔케미칼,2021,"1,197,174,769","197,684,583","7,976,27153,500,000"
938,한솔케미칼,2022,"1,253,310,603","185,990,108","5,986,95184,600,000"
939,한솔케미칼,2023,"1,350,979,663","124,144,351","19,135,16580,507,777"
940,한솔테크닉스,2019,"495,324,316","25,466,383","39,623,0730"
941,한솔테크닉스,2020,"591,392,385","32,460,188","68,478,4579,560,558"
942,한솔테크닉스,2021,"788,670,353","-4,255,870","114,217,39247,325,875"
943,한솔테크닉스,2022,"1,071,921,901","55,882,866","155,552,84434,140,804"
944,한솔테크닉스,2023,"954,035,007","48,937,418","97,512,86737,851,857"
945,한솔PNS,2019,"103,412,316","3,983,303",00
946,한솔PNS,2020,"107,126,396","3,891,210",00
947,한솔PNS,2021,"109,710,673","4,551,325","910,0003,521,720"
948,한솔PNS,2022,"134,944,512","2,686,828","890,0002,789,110"
949,한솔PNS,2023,"124,852,549","-1,816,644",00
950,한솔홀딩스,2019,"666,384,880","14,799,625","17,505,2086,153,333"
951,한솔홀딩스,2020,"627,140,216","12,456,630","14,917,7202,480,000"
952,한솔홀딩스,2021,"653,696,785","18,378,267","11,911,1745,206,720"
953,한솔홀딩스,2022,"723,295,784","19,097,970","10,754,6053,854,110"
954,한솔홀딩스,2023,"720,105,338","3,998,570","9,535,882525,000"
955,한솔홈데코,2019,"295,749,540","-1,665,604","10,100,00031,541,457"
956,한솔홈데코,2020,"294,990,296","2,739,140","17,415,64135,824,728"
957,한솔홈데코,2021,"314,661,262","8,619,101","34,893,69322,139,092"
958,한솔홈데코,2022,"319,496,521","2,714,713","55,320,71633,781,188"
959,한솔홈데코,2023,"312,095,401","-2,112,327","59,575,51516,028,447"
960,한신공영,2019,"1,650,955,869","124,540,496","113,684,466119,503,721"
961,한신공영,2020,"1,734,262,275","119,942,233","163,747,37584,832,123"
962,한신공영,2021,"2,119,949,126","44,647,807","253,159,444307,326,940"
963,한신공영,2022,"2,349,398,105","39,442,103","243,196,000374,627,025"
964,한신공영,2023,"2,468,946,950","14,755,274","178,499,000414,295,715"
965,한신기계,2019,"93,965,864","2,169,591","560,1821,537,500"
966,한신기계,2020,"95,212,694","3,875,105","133,3751,507,500"
967,한신기계,2021,"101,149,022","5,160,638","230,2832,750,000"
968,한신기계,2022,"115,721,730","-4,095,859","6,641,5440"
969,한신기계,2023,"116,461,865","-7,245,154","7,027,7207,580,309"
970,한온시스템,2019,"7,082,369,013","483,810,437","335,160,243565,158,261"
971,한온시스템,2020,"7,807,411,034","315,800,268","622,898,914718,517,954"
972,한온시스템,2021,"8,233,732,862","325,771,299","831,881,975661,307,438"
973,한온시스템,2022,"9,098,783,328","256,590,023","1,515,069,976758,803,422"
974,한온시스템,2023,"9,244,404,434","277,278,602","967,479,7091,265,958,554"
975,한올바이오파마,2019,"191,383,403","17,089,605",00
976,한올바이오파마,2020,"220,132,431","5,935,188",00
977,한올바이오파마,2021,"198,477,805","10,099,119",00
978,한올바이오파마,2022,"213,451,233","1,505,788",00
979,한올바이오파마,2023,"239,746,993","2,211,360",00
980,한익스프레스,2019,"275,847,244","11,090,583","40,035,11760,100,000"
981,한익스프레스,2020,"301,687,969","10,659,806","34,628,49716,200,000"
982,한익스프레스,2021,"374,774,840","5,713,462","66,989,27114,727,760"
983,한익스프레스,2022,"407,946,966","19,863,296","57,437,38990,331,104"
984,한익스프레스,2023,"427,530,518","8,724,985","65,340,00075,352,144"
985,한일시멘트,2019,"1,383,564,300","58,950,272","20,000,000875,670"
986,한일시멘트,2020,"2,399,662,742","132,795,563","66,000,000151,856,229"
987,한일시멘트,2021,"2,370,327,907","120,397,431","33,000,000163,120,351"
988,한일시멘트,2022,"2,460,836,872","117,984,447","62,000,000216,438,922"
989,한일시멘트,2023,"2,867,925,364","246,515,704","66,717,000273,246,835"
990,한일철강,2019,"319,370,012","-7,314,730","71,132,43818,185,641"
991,한일철강,2020,"295,057,912","-4,237,474","55,340,49213,511,200"
992,한일철강,2021,"338,779,024","29,642,527","71,751,23616,421,500"
993,한일철강,2022,"339,154,971","4,031,741","93,382,90816,494,000"
994,한일철강,2023,"331,028,996","4,859,778","79,006,0640"
995,한전KPS,2019,"1,359,433,325","193,939,464",00
996,한전KPS,2020,"1,349,869,091","135,401,954",00
997,한전KPS,2021,"1,426,920,122","123,989,282",00
998,한전KPS,2022,"1,562,022,195","130,553,251",00
999,한전KPS,2023,"1,597,333,551","199,376,381",00
1000,한전기술,2019,"735,206,871","44,068,929",00
1001,한전기술,2020,"700,291,402","29,571,387",00
1002,한전기술,2021,"705,509,291","10,127,723",00
1003,한전기술,2022,"816,503,302","13,940,026",00
1004,한전기술,2023,"855,008,773","28,562,398",00
1005,한진,2019,"3,548,368,717","90,655,086","57,594,387398,053,943"
1006,한진,2020,"3,788,654,067","105,917,310","27,112,903265,347,980"
1007,한진,2021,"3,877,620,716","99,432,892","62,333,882322,726,002"
1008,한진,2022,"4,093,197,692","114,501,783","66,190,404279,197,042"
1009,한진,2023,"4,201,363,600","122,526,979","174,895,935285,565,836"
1010,HJ중공업,2019,"2,470,222,000","83,839,000","03,927,000"
1011,HJ중공업,2020,"2,193,855,000","51,629,000","0507,066,000"
1012,HJ중공업,2021,"2,385,236,000","-108,991,000","0501,064,000"
1013,HJ중공업,2022,"2,567,697,000","6,625,000","0551,007,000"
1014,HJ중공업,2023,"2,890,585,000","-108,787,000","025,785,000"
1015,한진중공업홀딩스,2019,"1,860,663,000","38,422,000","75,000,000546,023,000"
1016,한진중공업홀딩스,2020,"1,837,185,000","50,389,000","40,000,000597,891,000"
1017,한진중공업홀딩스,2021,"1,837,801,000","44,589,000","50,000,000531,952,000"
1018,한진중공업홀딩스,2022,"1,995,988,000","37,130,000","90,000,000479,528,000"
1019,한진중공업홀딩스,2023,"1,865,721,000","39,375,000","119,500,000466,618,000"
1020,한창,2019,"91,847,934","7,592,821","19,406,70413,141,006"
1021,한창,2020,"117,760,361","-1,165,114","13,186,61111,028,000"
1022,한창,2021,"134,278,398","-4,720,154","28,864,5982,460,000"
1023,한창,2022,"113,480,993","9,846,445","19,097,0003,346,414"
1024,한창,2023,"90,310,468","238,217","22,005,487102,440"
1025,한창제지,2019,"171,963,792","10,850,047","41,330,9549,638,889"
1026,한창제지,2020,"181,081,554","17,247,281","39,331,6545,305,556"
1027,한창제지,2021,"248,597,574","17,762,578","37,073,59259,000,000"
1028,한창제지,2022,"283,062,451","1,285,738","61,561,58559,666,667"
1029,한창제지,2023,"288,895,489","-11,474,502","96,948,35347,833,333"
1030,한화,2019,"182,286,178,000","1,125,717,000","3,977,005,0003,564,474,000"
1031,한화,2020,"191,178,338,000","1,549,002,000","4,084,778,0003,470,058,000"
1032,한화,2021,"203,463,699,000","2,927,888,000","3,665,249,0004,348,282,000"
1033,한화,2022,"196,976,926,000","2,369,638,000","4,876,601,0004,229,070,000"
1034,한화,2023,"209,738,149,000","2,411,920,000","5,929,440,0005,738,578,000"
1035,한화솔루션,2019,"15,681,128,868","459,151,321","2,675,257,4731,654,012,465"
1036,한화솔루션,2020,"15,137,319,822","594,183,118","2,576,101,7161,164,824,115"
1037,한화솔루션,2021,"20,007,572,194","738,347,655","2,003,958,1811,615,033,333"
1038,한화솔루션,2022,"23,831,884,434","923,726,654","2,443,017,6672,158,055,158"
1039,한화솔루션,2023,"24,492,909,474","604,528,963","2,947,051,7013,174,280,391"
1040,한화에어로스페이스,2019,"8,708,410,720","165,225,935","228,738,501755,778,608"
1041,한화에어로스페이스,2020,"9,464,815,678","243,947,059","312,251,770850,536,901"
1042,한화에어로스페이스,2021,"11,045,830,631","277,093,290","407,338,143866,694,232"
1043,한화에어로스페이스,2022,"15,151,828,043","400,345,423","992,065,6281,016,198,922"
1044,한화에어로스페이스,2023,"19,542,899,926","691,114,682","1,373,542,505758,861,690"
1045,HDC현대EP,2019,"547,277,769","34,065,370","76,443,47037,672,122"
1046,HDC현대EP,2020,"524,916,605","34,582,863","22,868,96363,043,176"
1047,HDC현대EP,2021,"582,888,462","28,370,561","26,217,20128,831,654"
1048,HDC현대EP,2022,"603,330,217","22,557,559","47,967,55626,805,131"
1049,HDC현대EP,2023,"605,440,391","33,040,069","36,582,56030,414,601"
1050,현대건설,2019,"18,226,972,000","859,667,000","415,114,000503,417,000"
1051,현대건설,2020,"17,939,274,000","548,972,000","276,697,000266,197,000"
1052,현대건설,2021,"19,637,264,000","753,504,000","108,786,000163,871,000"
1053,현대건설,2022,"20,911,708,000","574,902,000","83,142,000193,531,000"
1054,현대건설,2023,"23,714,495,000","785,430,000","248,744,000563,609,000"
1055,현대글로비스,2019,"10,129,735,810","876,537,579","1,002,054,836634,088,743"
1056,현대글로비스,2020,"10,898,704,437","662,150,586","1,176,497,207642,177,210"
1057,현대글로비스,2021,"12,170,928,243","1,126,245,705","952,658,275710,408,138"
1058,현대글로비스,2022,"13,877,784,500","1,798,516,596","1,021,062,607659,224,583"
1059,현대글로비스,2023,"14,725,019,904","1,554,032,510","1,047,167,941559,425,528"
1060,현대리바트,2019,"752,808,372","23,882,506","1,179,217219,792"
1061,현대리바트,2020,"803,314,893","37,196,472","42,712108,026"
1062,현대리바트,2021,"863,648,499","20,240,762","33,383,54437,224"
1063,현대리바트,2022,"854,159,330","-27,895,324","108,512,12937,415"
1064,현대리바트,2023,"899,461,324","-19,852,125","137,717,0560"
1065,현대모비스,2019,"46,606,064,000","2,359,257,000","1,270,381,0001,152,506,000"
1066,현대모비스,2020,"48,497,676,000","1,830,292,000","1,404,622,0001,135,522,000"
1067,현대모비스,2021,"51,482,537,000","2,040,112,000","1,205,825,0001,238,490,000"
1068,현대모비스,2022,"55,406,698,000","2,026,531,000","1,490,500,0001,112,701,000"
1069,현대모비스,2023,"58,585,845,000","2,295,284,000","557,834,000492,376,000"
1070,HD현대미포,2019,"3,380,628,394","92,620,495","229,755,8680"
1071,HD현대미포,2020,"3,599,025,550","36,689,901","224,884,6190"
1072,HD현대미포,2021,"3,878,320,283","-217,325,424","169,155,8020"
1073,HD현대미포,2022,"4,748,245,499","-109,066,121","107,721,1670"
1074,HD현대미포,2023,"4,909,071,433","-152,916,345","474,232,23595,671,499"
1075,현대백화점,2019,"7,623,094,297","292,244,731","22,000,000100,000,000"
1076,현대백화점,2020,"8,707,032,548","135,863,991","505,000,000200,000,000"
1077,현대백화점,2021,"8,969,196,456","264,365,188","116,000,000100,000,000"
1078,현대백화점,2022,"12,069,249,655","320,928,734","1,037,037,073168,123,849"
1079,현대백화점,2023,"11,712,592,639","303,469,763","923,977,40958,863,142"
1080,현대비앤지스틸,2019,"608,637,134","36,519,475","1,873,29634,734,000"
1081,현대비앤지스틸,2020,"648,496,423","33,401,583","2,328,17453,520,000"
1082,현대비앤지스틸,2021,"768,751,883","89,655,270","2,068,16221,855,000"
1083,현대비앤지스틸,2022,"857,843,841","33,466,461","30,000,00073,150,200"
1084,현대비앤지스틸,2023,"792,550,276","-35,227,805","15,987,48337,091,340"
1085,HDC현대산업개발,2019,"4,409,550,765","551,487,294","231,685,0004,806,408"
1086,HDC현대산업개발,2020,"6,116,097,910","585,721,101","832,285,000138,723,068"
1087,HDC현대산업개발,2021,"6,566,377,904","273,435,125","877,485,000104,459,415"
1088,HDC현대산업개발,2022,"7,336,326,609","116,379,701","1,512,000,000325,506,147"
1089,HDC현대산업개발,2023,"7,016,268,810","195,313,165","1,136,700,000245,826,484"
1090,HMM,2019,"7,160,187,000","-299,694,000","01,007,038,000"
1091,HMM,2020,"9,373,360,000","980,781,000","0677,245,000"
1092,HMM,2021,"17,876,100,000","7,377,522,000","0247,908,000"
1093,HMM,2022,"26,066,659,000","9,949,357,000","0200,529,000"
1094,HMM,2023,"25,713,363,000","584,770,000","0170,683,000"
1095,한일현대시멘트,2019,"560,204,794","35,223,407","66,000,00022,000,000"
1096,한일현대시멘트,2020,"562,929,272","57,126,991","66,000,00018,333,200"
1097,한일현대시멘트,2021,"596,793,705","35,949,198","33,000,00069,197,560"
1098,한일현대시멘트,2022,"649,126,014","35,168,294","62,000,000106,838,920"
1099,한일현대시멘트,2023,"838,319,619","48,003,343","37,000,000160,983,480"
1100,현대약품,2019,"146,414,918","2,042,902","21,000,0000"
1101,현대약품,2020,"157,501,806","3,052,874","24,000,0000"
1102,현대약품,2021,"163,857,417","-1,571,885","14,000,00015,000,000"
1103,현대약품,2022,"181,159,428","7,970,051","29,000,00010,000,000"
1104,현대약품,2023,"154,629,100","6,926,929","38,000,0000"
1105,현대엘리베이,2019,"2,547,731,188","136,203,384","114,967,162115,509,576"
1106,현대엘리베이,2020,"2,626,221,535","150,017,407","143,459,032147,182,423"
1107,현대엘리베이,2021,"2,987,393,730","129,001,780","176,410,238224,969,291"
1108,현대엘리베이,2022,"3,014,471,063","43,016,097","298,911,045281,177,461"
1109,현대엘리베이,2023,"3,535,433,379","82,620,343","460,960,907293,152,680"
1110,현대차,2019,"194,512,220,000","3,605,505,000","12,570,693,00011,217,088,000"
1111,현대차,2020,"209,344,212,000","2,394,671,000","13,780,670,00012,726,724,000"
1112,현대차,2021,"233,946,415,000","6,678,949,000","13,087,836,00010,667,731,000"
1113,현대차,2022,"255,742,462,000","9,824,928,000","11,366,480,00012,285,149,000"
1114,현대차,2023,"282,463,355,000","15,126,901,000","9,035,548,00017,569,760,000"
1115,현대제철,2019,"34,366,332,508","331,297,506","727,200,9734,896,620,378"
1116,현대제철,2020,"34,845,040,108","73,032,438","553,386,7855,207,872,618"
1117,현대제철,2021,"37,042,298,366","2,447,503,013","506,624,6174,670,585,056"
1118,현대제철,2022,"36,800,955,830","1,616,457,125","1,346,957,5223,590,923,192"
1119,현대제철,2023,"35,218,841,930","798,325,068","1,288,639,8302,635,379,905"
1120,현대코퍼레이션,2019,"1,444,593,616","43,519,777","256,517,609309,626,127"
1121,현대코퍼레이션,2020,"1,219,059,292","33,238,151","171,178,009317,528,340"
1122,현대코퍼레이션,2021,"1,707,383,176","35,069,902","466,626,083322,737,813"
1123,현대코퍼레이션,2022,"1,831,301,802","66,827,508","290,967,448322,931,932"
1124,현대코퍼레이션,2023,"2,059,712,573","99,330,569","370,806,21547,202,869"
1125,형지엘리트,2019,"120,785,276","-3,952,490","6,179,2701,942,420"
1126,형지엘리트,2020,"114,344,168","1,992,176","16,415,0312,070,000"
1127,형지엘리트,2021,"130,445,154","-259,928","11,718,6071,530,000"
1128,형지엘리트,2022,"109,225,633","3,940,036","5,494,3470"
1129,형지엘리트,2023,"125,126,388","2,485,738","6,230,7330"
1130,혜인,2019,"218,339,707","11,803,677","67,761,1812,500,000"
1131,혜인,2020,"207,882,894","8,819,184","40,024,0132,100,000"
1132,혜인,2021,"194,738,254","9,063,862","22,542,0008,000,000"
1133,혜인,2022,"240,522,146","2,682,219","26,213,4885,000,000"
1134,혜인,2023,"253,960,587","9,142,103","38,317,2200"
1135,호텔신라,2019,"3,527,280,624","295,859,975","19,696,5290"
1136,호텔신라,2020,"2,893,842,459","-185,280,168","89,640,6500"
1137,호텔신라,2021,"2,656,449,912","118,811,528","4,385,7000"
1138,호텔신라,2022,"2,938,544,987","78,346,331","200,000,0000"
1139,호텔신라,2023,"3,006,538,770","91,230,448","150,000,0000"
1140,화성산업,2019,"612,625,098","29,623,444","07,591,100"
1141,화성산업,2020,"580,483,864","40,514,528","52,410,0000"
1142,화성산업,2021,"807,965,790","28,631,156","0124,246,130"
1143,화성산업,2022,"746,127,742","14,545,077","20,000,000120,258,810"
1144,화성산업,2023,"991,687,670","25,253,673","138,000,000228,500,000"
1145,화승인더,2019,"1,270,683,674","113,566,672","356,498,13581,576,132"
1146,화승인더,2020,"1,433,482,294","82,391,917","423,786,12244,260,123"
1147,화승인더,2021,"1,637,051,105","17,136,189","533,817,69752,657,797"
1148,화승인더,2022,"1,779,489,489","73,297,899","635,218,55483,715,196"
1149,화승인더,2023,"1,653,277,050","24,745,436","602,369,50644,278,079"
1150,화신,2019,"808,403,061","1,942,106","194,079,94165,183,097"
1151,화신,2020,"822,660,475","-11,278,094","182,933,48438,803,532"
1152,화신,2021,"870,753,098","24,157,220","204,438,26140,384,755"
1153,화신,2022,"1,004,620,994","87,362,959","219,998,31535,311,497"
1154,화신,2023,"1,196,813,984","83,728,815","285,492,17955,953,713"
1155,화천기계,2019,"158,315,535","-9,289,331",00
1156,화천기계,2020,"146,537,093","-4,768,920",00
1157,화천기계,2021,"155,922,672","1,260,420",00
1158,화천기계,2022,"161,427,031","1,282,311",00
1159,화천기계,2023,"167,517,651","-3,037,690",00
1160,화천기공,2019,"374,944,126","6,871,972","10,728,5562,959,532"
1161,화천기공,2020,"378,376,165","1,428,682","9,056,3299,525,841"
1162,화천기공,2021,"425,436,857","3,322,539","11,693,12824,040,680"
1163,화천기공,2022,"474,032,616","8,182,885","17,809,11315,698,118"
1164,화천기공,2023,"463,885,406","4,560,058","34,207,52012,946,875"
1165,환인제약,2019,"304,884,815","26,164,674",00
1166,환인제약,2020,"329,559,588","28,418,312",00
1167,환인제약,2021,"353,188,872","31,275,795",00
1168,환인제약,2022,"369,374,561","29,810,420",00
1169,환인제약,2023,"401,226,633","30,170,288",00
1170,황금에스티,2019,"390,222,792","18,780,395","26,947,01533,000,009"
1171,황금에스티,2020,"452,295,228","23,749,718","86,367,43310,000,007"
1172,황금에스티,2021,"431,568,370","41,155,778","17,993,91210,000,005"
1173,황금에스티,2022,"481,912,632","46,505,928","39,034,1515,000,003"
1174,황금에스티,2023,"513,527,276","29,280,143","39,048,6191"
1175,효성,2019,"6,527,055,213","202,085,120","765,628,927236,127,552"
1176,효성,2020,"4,429,749,880","137,141,094","391,872,462437,481,675"
1177,효성,2021,"5,255,421,960","638,142,530","631,697,264270,436,382"
1178,효성,2022,"5,267,284,721","64,887,143","913,257,295159,693,399"
1179,효성,2023,"5,088,858,302","94,366,525","798,299,537158,671,895"
1180,효성ITX,2019,"159,341,637","13,026,207","26,128,3690"
1181,효성ITX,2020,"161,698,570","16,812,255","19,688,6470"
1182,효성ITX,2021,"241,404,764","20,287,985","22,784,7520"
1183,효성ITX,2022,"176,818,736","22,323,154","18,245,1160"
1184,효성ITX,2023,"176,284,814","19,190,293",00
1185,후성,2019,"528,907,906","13,436,225","28,951,808181,901,910"
1186,후성,2020,"540,108,379","2,806,756","39,290,149139,374,086"
1187,후성,2021,"616,334,424","58,138,944","22,112,18972,381,250"
1188,후성,2022,"933,755,417","105,370,138","66,312,739121,771,250"
1189,후성,2023,"853,376,952","-46,105,757","73,944,862168,592,692"
1190,휴니드,2019,"260,965,122","8,760,264","8,000,0002,280,000"
1191,휴니드,2020,"247,895,608","11,034,500","8,000,0003,321,822"
1192,휴니드,2021,"267,340,262","13,294,092","8,000,000606,864"
1193,휴니드,2022,"304,125,357","12,661,325",00
1194,휴니드,2023,"299,334,914","17,360,970",00
1195,휴스틸,2019,"579,096,387","-12,915,905","106,152,9590"
1196,휴스틸,2020,"604,130,122","17,657,216","89,315,29825,000,000"
1197,휴스틸,2021,"951,920,862","63,214,154","100,478,59625,000,000"
1198,휴스틸,2022,"1,206,373,632","289,220,358","84,239,44925,000,000"
1199,휴스틸,2023,"1,325,993,300","123,214,733","80,374,34565,000,000"
1200,TKG휴켐스,2019,"913,867,791","106,356,572","36,117,1040"
1201,TKG휴켐스,2020,"866,585,515","95,247,595","4,958,0050"
1202,TKG휴켐스,2021,"949,304,335","93,395,047","6,691,63512,000,000"
1203,TKG휴켐스,2022,"941,352,875","117,135,007","16,905,66915,000,000"
1204,TKG휴켐스,2023,"1,099,714,172","121,230,241","4,871,29715,000,000"
1205,흥아해운,2019,"430,962,722","-12,364,293","44,292,6280"
1206,흥아해운,2020,"286,775,958","-5,797,543","12,525,4520"
1207,흥아해운,2021,"247,298,683","-1,874,689",00
1208,흥아해운,2022,"317,059,937","29,679,322","14,673,0000"
1209,흥아해운,2023,"325,653,339","24,563,228","11,604,6000"
1210,동남합성,2019,"95,135,741","9,828,616","05,791,300"
1211,동남합성,2020,"81,304,054","13,494,365","12,100,000924,780"
1212,동남합성,2021,"90,602,982","14,906,407","13,200,0006,308,260"
1213,동남합성,2022,"92,085,226","13,461,075","13,300,00013,000,000"
1214,동남합성,2023,"97,568,840","8,062,686","4,300,00019,000,000"
1215,동방,2019,"628,416,351","20,944,995","126,434,00075,838,259"
1216,동방,2020,"526,822,001","24,590,388","78,909,10634,707,333"
1217,동방,2021,"531,255,658","27,775,164","32,013,55478,817,188"
1218,동방,2022,"567,964,926","27,567,777","51,034,84226,560,996"
1219,동방,2023,"599,319,321","35,189,703","46,142,91078,065,851"
1220,동방아그로,2019,"194,004,604","7,799,137",00
1221,동방아그로,2020,"196,027,049","9,342,249",00
1222,동방아그로,2021,"204,466,926","8,197,671",00
1223,동방아그로,2022,"216,528,029","9,337,231",00
1224,동방아그로,2023,"224,384,204","13,588,672",00
1225,동부건설,2019,"891,902,885","55,472,119","64,000,00015,850,295"
1226,동부건설,2020,"954,233,550","48,172,315","6,856,000122,539,090"
1227,동부건설,2021,"1,262,000,761","61,251,229","37,198,607117,732,000"
1228,동부건설,2022,"1,581,700,494","41,253,381","65,423,993279,278,453"
1229,동부건설,2023,"1,807,512,336","30,156,163","254,843,716108,996,485"
1230,KG스틸,2019,"2,355,272,182","34,639,840","351,962,870566,076,758"
1231,KG스틸,2020,"2,257,720,824","110,778,751","191,356,974576,350,705"
1232,KG스틸,2021,"2,771,098,268","296,911,905","429,561,901578,549,815"
1233,KG스틸,2022,"3,051,507,327","340,351,531","312,903,877579,433,778"
1234,KG스틸,2023,"3,195,514,054","280,410,835","213,145,444536,629,419"
1235,동성제약,2019,"131,730,493","-7,531,758","12,061,76411,853,940"
1236,동성제약,2020,"125,718,175","-3,670,772","11,413,82912,327,970"
1237,동성제약,2021,"104,581,874","-5,299,049","10,030,2752,621,950"
1238,동성제약,2022,"107,702,061","-3,096,985","19,467,1557,732,310"
1239,동성제약,2023,"114,973,284","596,403","23,136,4187,148,050"
1240,동성케미컬,2019,"850,518,403","51,825,732","128,097,90050,487,116"
1241,동성케미컬,2020,"797,944,147","65,016,127","79,469,78720,532,000"
1242,동성케미컬,2021,"818,795,753","45,320,055","104,462,3490"
1243,동성케미컬,2022,"899,511,754","55,370,343","112,428,56720,900,000"
1244,동성케미컬,2023,"970,612,856","81,599,866","135,111,05618,900,000"
1245,동아쏘시오홀딩스,2019,"1,358,576,945","52,823,156","162,790,000119,617,000"
1246,동아쏘시오홀딩스,2020,"1,511,106,333","50,609,922","136,400,00074,719,000"
1247,동아쏘시오홀딩스,2021,"1,691,388,336","61,564,188","168,810,000133,891,001"
1248,동아쏘시오홀딩스,2022,"1,731,452,067","37,854,827","209,336,50066,191,022"
1249,동아쏘시오홀딩스,2023,"1,957,106,350","76,881,723","344,100,000102,200,026"
1250,다스코,2019,"214,713,942","3,062,711","32,095,2951,156,237"
1251,다스코,2020,"249,543,946","-7,198,732","47,936,21515,076,131"
1252,다스코,2021,"298,527,300","4,312,963","47,135,54524,479,132"
1253,다스코,2022,"346,117,669","11,548,783","49,010,00016,252,112"
1254,다스코,2023,"320,034,641","22,478,733","45,544,00014,050,000"
1255,동아지질,2019,"322,274,034","22,916,297","22,000,0000"
1256,동아지질,2020,"334,840,487","3,237,265","35,000,0005,000,000"
1257,동아지질,2021,"350,828,019","4,025,454","36,000,0000"
1258,동아지질,2022,"372,281,355","-30,570,127","50,000,0003,000,000"
1259,동아지질,2023,"390,934,867","7,693,103","50,880,0003,000,000"
1260,동양,2019,"1,017,398,588","-20,118,141","16,155,174284,028"
1261,동양,2020,"996,760,196","-7,551,090","32,091,7280"
1262,동양,2021,"1,007,233,610","7,617,953","29,000,0004,375,000"
1263,동양,2022,"983,550,241","7,924,865","44,675,1705,025,000"
1264,동양,2023,"1,099,649,988","26,548,626","88,139,26013,750,000"
1265,동양고속,2019,"186,827,240","9,971,146","5,000,0008,493,480"
1266,동양고속,2020,"167,885,900","-22,122,997","21,000,00012,472,788"
1267,동양고속,2021,"168,829,554","-22,023,394","42,000,00014,456,802"
1268,동양고속,2022,"165,498,374","-11,216,972","56,500,0009,889,658"
1269,동양고속,2023,"168,393,916","-287,881","55,000,00018,230,825"
1270,TYM,2019,"628,615,584","13,702,070","111,910,96014,086,613"
1271,TYM,2020,"656,859,440","29,086,928","91,941,7418,180,000"
1272,TYM,2021,"707,428,248","35,264,240","140,878,4241,180,000"
1273,TYM,2022,"782,128,427","122,015,644","168,775,944958,620"
1274,TYM,2023,"849,110,905","76,461,605","239,625,107663,660"
1275,동양철관,2019,"164,192,039","3,709,292","43,182,6552,000,000"
1276,동양철관,2020,"153,374,077","7,418,420","30,016,4520"
1277,동양철관,2021,"185,998,128","-3,231,449","63,089,4472,523,810"
1278,동양철관,2022,"183,082,959","7,738,462","49,930,0002,000,000"
1279,동양철관,2023,"208,762,934","2,197,941","33,670,000500,000"
1280,HLB글로벌,2019,"129,401,749","5,702,285","55,357258,130"
1281,HLB글로벌,2020,"130,769,263","-14,183,096","2,250,0003,341,930"
1282,HLB글로벌,2021,"163,865,354","-13,342,320","850,0003,391,710"
1283,HLB글로벌,2022,"120,246,185","-14,740,243","2,310,0501,400,000"
1284,HLB글로벌,2023,"110,104,673","-12,904,275","3,080,050240,000"
1285,동원F&B,2019,"1,573,514,559","101,405,342","66,100,000135,400,000"
1286,동원F&B,2020,"1,683,934,673","116,306,649","75,000,000196,366,667"
1287,동원F&B,2021,"1,935,684,196","130,385,773","133,478,710219,500,000"
1288,동원F&B,2022,"2,071,710,811","128,699,824","157,000,000187,666,667"
1289,동원F&B,2023,"2,206,146,539","166,714,272","235,961,48039,333,333"
1290,동원산업,2019,"2,986,045,255","193,575,195","225,799,036362,254,048"
1291,동원산업,2020,"3,106,026,197","306,496,418","248,541,466148,372,022"
1292,동원산업,2021,"6,685,167,196","508,664,037","637,753,390529,755,000"
1293,동원산업,2022,"7,061,179,537","494,432,750","789,162,454517,850,117"
1294,동원산업,2023,"7,725,142,829","464,733,627","924,220,734459,654,338"
1295,동원수산,2019,"98,682,777","15,149,218","11,899,47512,437,240"
1296,동원수산,2020,"98,150,228","-2,093,028","23,062,0267,232,386"
1297,동원수산,2021,"100,942,001","6,227,066","17,954,9444,000,000"
1298,동원수산,2022,"121,789,602","5,800,643","17,726,21418,584,748"
1299,동원수산,2023,"114,611,866","-19,400,163","22,005,23718,702,394"
1300,동원시스템즈,2019,"1,154,599,034","75,188,120","59,000,000100,000,000"
1301,동원시스템즈,2020,"1,255,817,451","97,672,316","99,000,00020,000,000"
1302,동원시스템즈,2021,"1,492,014,739","89,997,436","185,502,805142,575,000"
1303,동원시스템즈,2022,"1,451,669,982","91,839,428","209,000,000145,336,500"
1304,동원시스템즈,2023,"1,535,857,780","80,851,256","90,000,00050,000,000"
1305,DI동일,2019,"888,434,940","17,436,088","214,928,84616,806,508"
1306,DI동일,2020,"882,559,328","26,370,790","184,305,56317,056,253"
1307,DI동일,2021,"993,144,117","48,592,980","230,615,81216,309,032"
1308,DI동일,2022,"997,884,899","44,754,403","204,235,5096,649,435"
1309,DI동일,2023,"975,653,235","6,304,538","206,180,1265,863,883"
1310,동일산업,2019,"404,853,415","-979,068","1,000,0002,000,000"
1311,동일산업,2020,"417,500,512","1,983,169","3,000,0005,000,000"
1312,동일산업,2021,"473,764,602","42,048,807","3,000,0004,750,000"
1313,동일산업,2022,"499,402,713","22,590,867","2,000,00017,250,000"
