,종목명,업종명,종목코드,결산월,회계연도,주기,총자산(천원),유동자산(천원),매출채권(천원),재고자산(천원),유형자산(천원),부채및자본총계(천원),총부채(천원),유동부채(천원),매입채무(천원),단기차입금(천원),장기차입금(천원),총자본(천원),매출액(천원),매출원가(천원),영업이익(천원),연구개발비(천원),광고선전비(천원),당기순이익(천원),영업활동으로인한현금흐름(천원),투자활동으로인한현금흐름(천원),재무활동으로인한현금흐름(천원),자기자본비율(%),차입금의존도(%),부채비율(%),차입금비율(%),*매출원가율(%),ROE(당기순이익)(%),영업이익률(%),EBIT(천원),매출총이익률(%),총자산(천원)_증가율(%),유동자산(천원)_증가율(%),매출채권(천원)_증가율(%),재고자산(천원)_증가율(%),유형자산(천원)_증가율(%),부채및자본총계(천원)_증가율(%),총부채(천원)_증가율(%),유동부채(천원)_증가율(%),매입채무(천원)_증가율(%),총자본(천원)_증가율(%),매출액(천원)_증가율(%),영업이익(천원)_증가율(%),당기순이익(천원)_증가율(%),영업활동으로인한현금흐름(천원)_증가율(%),투자활동으로인한현금흐름(천원)_증가율(%),재무활동으로인한현금흐름(천원)_증가율(%),총자산(천원)_회전율,총자본(천원)_회전율,총부채(천원)_회전율
2457,제일연마,비금속광물,A001560,12,2021,Annual,106469253.0,53855548.0,10579293,24862530,29718041.0,106469253.0,13575873.0,8628601,4279535,0,0,92893380.0,79747901.0,62358583.0,6604429,794235,0,6095205,3661476,-4950979,-3143088,87.25,0.0,14.61,0.0,78.19,6.82,8.28,6604428.63,21.81,7.855463183456113,4.001182459494124,-9.385769188931302,32.23644278255031,-2.1954584765036755,7.855463183456113,6.331140324425788,-3.114481781671097,-8.225300487573895,8.081904090684322,8.997696677955247,84.463635038217,86.38032232467614,-64.73970431619087,-1441.7323624183264,-56.582762637577886,0.7490228282150153,0.8584885273848363,5.874237406316338
2458,제일연마,비금속광물,A001560,12,2022,Annual,104117876.0,53268102.0,11321701,22334868,27037536.0,104117876.0,11951005.0,9637923,3157432,0,19614,92166871.0,83435242.0,66214800.0,5129135,780434,0,2207066,4490995,-4816788,-3532807,88.52,0.05,12.97,0.05,79.36,2.39,6.15,5129135.21,20.64,-2.208503331943168,-1.0907808421149134,7.0175577895422725,-10.166551835231575,-9.019790369089264,-2.208503331943168,-11.968791988552042,11.69740030857842,-26.220208503961295,-0.7820891004288955,4.623746774225435,-22.337949276159986,-63.79012682920426,22.655317145326094,-2.710393237377895,12.399239219519153,0.8013536695658294,0.9052628248603557,6.981441477097532
2459,제일연마,비금속광물,A001560,12,2023,Annual,106615085.0,56303414.0,11476016,21537567,28137930.0,106615085.0,10794722.0,8135004,4052834,0,0,95820363.0,85239049.0,65371589.0,7891765,804452,0,10917006,12204622,-5964349,-4575296,89.88,0.02,11.27,0.02,76.69,11.61,9.26,7891764.65,23.31,2.398444048167092,5.698179371962597,1.3630019022759843,-3.569759176548526,4.069875302246473,2.398444048167092,-9.67519468028003,-15.59380584385246,28.35855213984022,3.9639969984442747,2.1619245737910076,53.86151856014707,394.63885538538494,171.75763945406305,23.824195708841668,29.508801358240056,0.7995027063946908,0.8895713429931381,7.896363519134629
2461,제일파마홀딩스,서비스업,A002620,12,2020,Annual,887395067.0,335074174.0,162013344,124150479,170478767.0,887395067.0,388110851.0,327317450,149264533,130509680,12368250,499284217.0,761996752.0,570757448.0,22481192,24730544,10674692,14941062,-23671463,-1606439,24893999,56.26,16.88,77.73,30.0,74.9,3.05,2.95,22481192.4,25.1,4.981728097199234,6.840702700726298,-1.4961508383157573,28.27540158544064,4.390306692280843,4.981728097199234,6.788892717118866,4.2980682296754,-5.256032686196555,3.6186604258354738,4.125658746545602,135.8915330027599,-115.64364385765987,-193.875674885522,-96.06721058161027,-740.2932323981083,0.8586894161763466,1.5261783290057414,1.9633482290862307
2462,제일파마홀딩스,서비스업,A002620,12,2021,Annual,892421378.0,335143722.0,149680754,114242904,212965050.0,892421378.0,392107688.0,298023551,159388338,88032517,18531250,500313690.0,762568056.0,582061262.0,-8974888,39673224,8742353,-12870005,13403078,7325148,-12237646,56.06,12.89,78.37,23.0,76.33,-2.58,-1.18,-8974887.67,23.67,0.5664118707569887,0.020756001326449613,-7.6120828664582145,-7.98029542842118,24.921744653397226,0.5664118707569887,1.0298184113383568,-8.949690583254878,6.782458496017929,0.2061897742703822,0.0749745977919769,-139.92176215567218,-186.13848868306684,-156.62124896969823,-555.9866885701854,-149.15902021205994,0.8544932638312481,1.5241798720318847,1.9447924112112793
2463,제일파마홀딩스,서비스업,A002620,12,2022,Annual,865677012.0,352916444.0,162403360,113265718,233120075.0,865677012.0,445884553.0,358504740,162967415,115195170,16300000,419792460.0,792964733.0,612481608.0,-7547961,41565861,6227869,-83145006,-17255700,-21110188,44913983,48.49,15.78,106.22,32.53,77.24,-18.07,-0.95,-7547961.15,22.76,-2.99683161556894,5.303015044990156,8.499827573022522,-0.8553581586126402,9.464005948393872,-2.99683161556894,13.714820353127077,20.29409716012678,2.2455074473516357,-16.094148852892676,3.9860936687334814,-15.899106484671455,546.0370916716815,-228.744307837349,-388.18787006078236,-467.01488995514336,0.9160053022177282,1.8889446775675771,1.7784081723952434
2464,제일파마홀딩스,서비스업,A002620,12,2023,Annual,879996991.0,384527207.0,178437277,125280103,228862356.0,879996991.0,477810922.0,412635829,154050034,141029588,10500000,402186068.0,804043002.0,589458611.0,20820186,46037531,5928673,-13240832,-4415630,-13425021,20616065,45.7,18.09,118.8,39.59,73.31,-3.22,2.59,20820186.24,26.69,1.6541942088673656,8.957010515497554,9.872897334143826,10.607256292676315,-1.8264059841264224,1.6541942088673656,7.1602321240314515,15.09912783858869,-5.471879761975728,-4.194070565250263,1.397069571819154,-375.83854765545294,-84.07501227433912,-74.41060055517887,-36.40501448873881,-54.0987825550898,0.913688353736655,1.9991816374902376,1.6827639657847755
2466,제주항공,운수창고업,A089590,12,2020,Annual,1168566447.0,300415535.0,2375340,14659561,262193928.0,1168566447.0,951754574.0,458850625,418153,165600000,73409400,216811873.0,377045661.0,607590799.0,-335816214,0,1731837,-306475796,-285529205,95311915,261560490,18.55,53.95,438.98,290.8,161.15,-113.11,-89.07,-335816214.1,-61.15,-20.370673763326597,-34.081830042685155,-92.94001206713608,-12.430561359013248,-7.958039197548928,-20.370673763326597,-16.687321065107273,-17.580485909299938,-31.563752534733414,-33.31307377758731,-72.7563491258783,921.041139859859,825.4167406706248,-440.33142291649415,-171.95880572133416,-278.95698582320006,0.32265658659631186,1.7390452643707386,0.3961584964234698
2467,제주항공,운수창고업,A089590,12,2021,Annual,1266756061.0,390602612.0,4555031,12687584,249433710.0,1266756061.0,1082667274.0,488274740,530229,165600000,183987945,184088788.0,273079199.0,500150258.0,-317159495,0,658840,-272277860,-83736411,62693924,214041312,14.53,53.77,588.12,369.97,183.15,-135.83,-116.14,-317159495.2,-83.15,8.40257002518574,30.020776721816333,91.76332651325706,-13.451814825832775,-4.866709956761472,8.40257002518574,13.754880047469054,6.412569450025263,26.802629659478704,-15.092847336824589,-27.573971206633242,-5.555633772942247,-11.158445934830041,-70.67325880026878,-34.22236453857841,-18.167567280517027,0.21557362732050114,1.483410271569608,0.2522281827094369
2468,제주항공,운수창고업,A089590,12,2022,Annual,1644674849.0,563875752.0,45730696,17115629,429302633.0,1644674849.0,1357023834.0,854616061,1075620,165600000,150015208,287651014.0,702503276.0,766393671.0,-177502074,0,1389128,-179674354,124467120,-382446647,164777144,17.49,40.29,471.76,230.34,109.09,-76.18,-25.27,-177502073.6,-9.09,29.833588299681324,44.36046628382506,903.960148679559,34.900616224491586,72.11091195332018,29.833588299681324,25.34080105574521,75.02770284614763,102.85951918887876,56.25667218798789,157.2525767515526,-44.0338136495015,-34.01066322469259,-248.64157481026982,-710.0218691048913,-23.016196050975434,0.4271380914149311,2.442206847217997,0.517679393978868
2469,제주항공,운수창고업,A089590,12,2023,Annual,1980894334.0,507538375.0,79550650,24079215,578906937.0,1980894334.0,1669691472.0,1121502726,4456393,195600000,0,311202862.0,1724008542.0,1385996391.0,169792118,0,5443285,134328660,388249757,-77236364,-298288375,15.71,39.62,536.53,252.2,80.39,44.86,9.85,169792117.7,19.61,20.442915218435374,-9.99109764876004,73.95460152191866,40.68553951479083,34.848214872234436,20.442915218435374,23.040688760666228,31.228837975232015,314.30923560365187,8.187646437429219,145.4093241837067,-195.65641356956763,-174.7622891133367,211.92957385050767,-79.8046695909456,-281.0253338290655,0.8703182761488983,5.539822259089635,1.032531201668616
2471,조광페인트,화학,A004910,12,2020,Annual,349970175.0,93527933.0,43792373,43664087,181557191.0,349970175.0,147550487.0,96629226,30519042,44219120,30499980,202419688.0,201303245.0,172049355.0,-4780599,0,831091,4464384,14326796,-10472998,-7070804,57.84,25.12,72.89,43.44,85.47,2.38,-2.37,-4780599.31,14.53,11.974250011585518,-4.929471620621884,-6.312414714473514,4.852627768894258,22.38491787336696,11.974250011585518,5.536026905210822,2.6393370433560603,17.780532937364256,17.185313500142918,-1.0123305275313577,1212.6842126940978,-293.018468774036,16.395063485649164,-10.284278021305793,-273.46694248127164,0.5752011439260503,0.9944845137791142,1.3643007833650864
2472,조광페인트,화학,A004910,12,2021,Annual,347025302.0,108882592.0,48603018,53177398,178945314.0,347025302.0,172513434.0,91473585,36715516,36154309,67233300,174511868.0,238547800.0,212556376.0,-8796483,0,583833,-24392791,-4335914,-18061158,22016887,50.29,32.28,98.85,64.19,89.1,-12.94,-3.69,-8796482.63,10.9,-0.8414639904671839,16.417190573430073,10.985120628197054,21.787495522349975,-1.4385973838954125,-0.8414639904671839,16.91824100858441,-5.3354882507286145,20.303632073378974,-13.787107507052376,18.501716154650172,84.00378278956255,-646.3864891550547,-130.2643661569551,72.45451588933751,-411.37741903183854,0.6874075135881591,1.3669431353516885,1.3827781087471716
2473,조광페인트,화학,A004910,12,2022,Annual,386108212.0,129950151.0,49028977,57856704,200540831.0,386108212.0,216375249.0,125528752,31986546,24779464,40267900,169732963.0,260470738.0,224302135.0,-1615835,0,589528,-7251074,-6285974,-25289468,47106353,43.96,37.9,127.48,86.22,86.11,-4.21,-0.62,-1615834.53,13.89,11.262265251194847,19.34887718323237,0.8764044241038604,8.799426402924038,12.068221579694448,11.262265251194847,25.425159063264612,37.229509480797105,-12.880031428674465,-2.738441261771374,9.19016566071873,-81.63089725746073,-70.27370094713639,44.974600510988004,40.021298745074915,113.95555602388292,0.6746055377863862,1.5345913568951248,1.20379174237253
2474,조광페인트,화학,A004910,12,2023,Annual,382807997.0,109471178.0,45828410,47070120,207065282.0,382807997.0,207511535.0,106679640,28666285,28743894,58031500,175296463.0,252818413.0,206695624.0,3706462,0,912750,4760404,14776554,-12378044,-8385512,45.79,37.31,118.38,81.48,81.76,2.76,1.47,3706462.38,18.24,-0.8547383602397929,-15.759099040985337,-6.527908995531362,-18.643619933828237,3.253427727144498,-0.8547383602397929,-4.096454673519522,-15.0157726414742,-10.380179841862258,3.2777958398098495,-2.937882795878588,-329.3836932607599,-165.65101942139881,-335.0718281685543,-51.05454966470627,-117.80123373167946,0.6604313780832536,1.4422333952054698,1.2183342627194194
2476,조광피혁,기타제조업,A004700,12,2020,Annual,343161525.0,105024438.0,21774040,21532837,20562002.0,343161525.0,28284868.0,12364274,0,13139,0,314876658.0,97316423.0,71352116.0,15116991,713925,0,19653626,21279984,11982538,-17758,91.76,0.02,8.98,0.02,73.32,6.66,15.53,15116990.52,26.68,16.002757389109725,22.64102391936069,48.35900551272543,-35.44082813137814,-10.17672842725853,16.002757389109725,35.92066098355311,15.768068627108578,,14.495593414618302,-10.092287210822947,-4.607822882550494,35.5451741820358,-26.98964350059122,-146.82277465040798,-98.7529870937886,0.283587803148969,0.30906204231880535,3.440582540459443
2477,조광피혁,기타제조업,A004700,12,2021,Annual,440910560.0,84580230.0,19568997,53941646,19258954.0,440910560.0,63928944.0,12488603,0,725933,20746250,376981615.0,104248549.0,81747996.0,10948432,691693,0,11204042,-18509093,-48326354,20571647,85.5,4.88,16.96,5.71,78.42,3.24,10.5,10948431.76,21.58,28.484846895350515,-19.466143679816696,-10.126935561797445,150.5087741109079,-6.33716502896946,28.484846895350515,126.01818046313666,1.0055503461020132,,19.723582368560333,7.12328483343454,-27.575322364086873,-42.992494107703074,-186.97888588638037,-503.3064948343998,-115944.39126027706,0.23643922023550537,0.2765348357903342,1.6306940562008971
2478,조광피혁,기타제조업,A004700,12,2022,Annual,442034876.0,91336630.0,32313637,34736188,19237304.0,442034876.0,63994596.0,14246772,0,1328205,22177750,378040280.0,122005783.0,112224479.0,507524,743445,0,6061277,15666521,1575513,-469255,85.52,5.33,16.93,6.23,91.98,1.61,0.42,507523.56,8.02,0.25499865550964174,7.988155151623499,65.12668993714905,-35.60413784926028,-0.11241524332006314,0.25499865550964174,0.10269526742066049,14.078187928625807,,0.28082669230433677,17.033555066555415,-95.36441382656439,-45.90097930728928,-184.6422944657526,-103.26015283503489,-102.28107647384772,0.2760094047420819,0.32273223107336607,1.9065013395818609
2479,조광피혁,기타제조업,A004700,12,2023,Annual,504500386.0,99554475.0,21456606,39728129,21913004.0,504500386.0,69790235.0,29596518,0,22564500,0,434710151.0,126567009.0,107696010.0,6344169,619069,0,9045802,8181916,5837890,-1333493,86.17,4.48,16.05,5.2,85.09,2.23,5.01,6344169.36,14.91,14.131353291680092,8.997315753821876,-33.59891367226784,14.371009852894634,13.908913639873855,14.131353291680092,9.05645064155105,107.74192217015899,,14.99043197195813,3.738532623490487,1150.0234471670306,49.23921147309387,-47.77451866946082,270.5389926963472,184.1723583126445,0.250875940856069,0.2911526420739137,1.813534644209179
2481,조비,화학,A001550,12,2020,Annual,87855328.0,37564615.0,7089510,28292338,48388497.0,87855328.0,36652318.0,24452464,4910846,15614426,0,51203010.0,73654579.0,55664851.0,3815673,5397,0,3004723,8187804,-493241,-7124680,58.28,18.1,71.58,31.06,75.58,6.06,5.18,3815673.14,24.42,-4.177521617101765,-8.120353322381524,-18.638210183160453,-4.275085459314909,-1.4503019148196183,-4.177521617101765,-16.172077754183178,-22.532251373702184,-1.0299974566471137,6.756944094487349,3.8890188968512707,294.33182104730116,-2450.7455797214834,-431.1328995771362,-109.26046014578192,43.599025296734254,0.8383621195973453,1.4384814291191084,2.009547636250455
2482,조비,화학,A001550,12,2021,Annual,103778713.0,52932877.0,12503220,37447359,48691333.0,103778713.0,50521010.0,38106396,9609918,25198690,0,53257703.0,84597515.0,66992413.0,3077406,78347,0,1851220,-7973100,-1702155,9140827,51.32,24.47,94.86,47.69,79.19,3.54,3.64,3077405.83,20.81,18.124552446039477,40.91153869139881,76.3622591688283,32.35865837598857,0.6258429560232148,18.124552446039477,37.838512696523054,55.83867539892913,95.68762693841346,4.012836354737748,14.85710209544473,-19.34827748604243,-38.38966187565376,-197.3777584319312,245.09600783389862,-228.298070930905,0.8151721345783118,1.588455945987757,1.6745016578251306
2483,조비,화학,A001550,12,2022,Annual,130041760.0,78134327.0,18747686,55660569,50265301.0,130041760.0,68561446.0,57328641,10259406,39773248,0,61480314.0,148554918.0,120263548.0,11907297,111672,0,8638058,-13746988,-2107883,15685701,47.28,30.92,111.52,65.4,80.96,15.06,8.02,11907297.4,19.04,25.306776544819943,47.61020263455546,49.942862718563696,48.636834442717316,3.232542432140839,25.306776544819943,35.70877937713439,50.443618441376614,6.758517606497794,15.439289599102679,75.60198783616754,286.92642439769077,366.61434081308545,72.41710250718039,23.83613713204731,71.60045803295478,1.1423631762596878,2.4163005738714998,2.1667413198957326
2484,조비,화학,A001550,12,2023,Annual,118588765.0,67424583.0,16733333,46099390,49651091.0,118588765.0,66303820.0,54062421,11843238,36963870,0,52284944.0,114718158.0,103833247.0,-5582069,101645,0,-9037064,4797142,-1282857,-2671229,44.09,31.51,126.81,71.47,90.51,-15.89,-4.87,-5582069.28,9.49,-8.807167020809315,-13.706835921169446,-10.744542019745795,-17.177652280198576,-1.2219363811230344,-8.807167020809315,-3.2928506204492836,-5.697361638138254,15.43785283475476,-14.95660871218062,-22.777273519817097,-146.87939672622593,-204.6191632424788,-134.8959495709169,-39.140028170444,-117.02970750239344,0.9673610986673147,2.1940954550893275,1.7301892711460667
2486,조선선재,기계,A120030,12,2020,Annual,125961386.0,106731081.0,6986194,11123935,10152929.0,125961386.0,9019080.0,7832546,2950279,0,0,116942306.0,59517342.0,40959234.0,12709818,7891,7664,9195279,12725814,6644592,-3333805,92.84,0.19,7.71,0.2,68.82,8.09,21.35,12709817.88,31.18,4.056398608349365,-1.1265832231529216,-1.0754944636524821,-1.5407319184702173,-0.03283687781254763,4.056398608349365,-14.701447310381454,-14.198218970336473,-10.993684166067064,5.851667861359089,-7.0673763505265335,-9.98022015427954,-28.226103627746202,-16.951293956385673,-56.21056938124865,-52.78701093850439,0.4725046610712905,0.5089461977943209,6.599048018201413
2487,조선선재,기계,A120030,12,2021,Annual,139548941.0,104086174.0,7103430,17585950,9850446.0,139548941.0,13139110.0,11267168,3876714,0,0,126409831.0,68155875.0,47914704.0,14137036,7499,6404,14543458,10043888,-18058975,-5397750,90.58,0.54,10.39,0.6,70.3,11.95,20.74,14137036.32,29.7,10.787079621369045,-2.4781038243208653,1.678109711811615,58.09108916943511,-2.97926834709471,10.787079621369045,45.68126682544118,43.85064575426687,31.401606424341555,8.09589388463059,14.514312483914349,11.229255997214116,58.16222650775469,-21.07469117496138,-371.7845580285441,61.90958979304428,0.4884012340874733,0.539165937180946,5.187252028485948
2488,조선선재,기계,A120030,12,2022,Annual,145133297.0,112016258.0,10156090,18567397,9428609.0,145133297.0,9248179.0,8405271,2984477,0,0,135885117.0,66976160.0,51132005.0,9435413,6166,8638,10522135,6076167,-1428984,-2673960,93.63,0.42,6.81,0.45,76.34,8.02,14.09,9435412.97,23.66,4.001718651523123,7.618767887462163,42.974450371158724,5.580858583130288,-4.2824152327721965,4.001718651523123,-29.61335280700139,-25.400322423522926,-23.015290784927643,7.495687578286536,-1.7309072768855183,-33.25748763743687,-27.65039098679283,-39.503835566465895,-92.08712565358776,-50.46158121439488,0.4614803176420639,0.49288812107362723,7.242091659341801
2489,조선선재,기계,A120030,12,2023,Annual,155538184.0,123081991.0,8408367,12469932,8912470.0,155538184.0,9294844.0,8131196,2815336,0,0,146243341.0,66614293.0,49676405.0,10580671,10641,5795,13005386,21177038,-47174426,-3076435,94.02,0.57,6.36,0.6,74.57,9.22,15.88,10580671.01,25.43,7.169193572443966,9.878684753065038,-17.208620640423632,-32.839632825215084,-5.474179701374826,7.169193572443966,0.5045858217060939,-3.26075149748295,-5.6673581334351075,7.622780352023395,-0.5402922472712679,12.13786826289427,23.600257932444315,248.5262666414534,3201.2564171467284,15.051646247513052,0.4282825688642475,0.45550308509431553,7.166800540170443
2491,조일알미늄,철강금속,A018470,12,2020,Annual,274904170.0,141191521.0,62409836,54254473,77134207.0,274904170.0,163031549.0,135002980,6985369,107523172,18250000,111872620.0,332913378.0,325944200.0,-4028209,162238,12000,-8840441,1785102,-1675882,-9305321,40.7,50.81,145.73,124.84,97.91,-7.85,-1.21,-4028209.01,2.09,-4.974866700149761,-6.785193066324391,1.3809367437985332,-3.7756919447154313,-4.609256154537789,-4.974866700149761,-7.287223256085573,-0.6939405743737193,13.472586162728796,-1.3907631408450971,6.782770787746872,-66.9097404028029,-88.47572468628225,-46.40007758783504,-75.49915578707267,-268.2642813563821,1.2110161079040744,2.9758253449324776,2.042018124970401
2492,조일알미늄,철강금속,A018470,12,2021,Annual,347937580.0,211525740.0,88475750,87692108,80048228.0,347937580.0,181069785.0,160232629,18344878,123960265,10450000,166867795.0,466932503.0,437103251.0,18279238,231244,11000,15675524,-28053513,-4709161,43394256,47.96,41.45,108.51,86.43,93.61,11.25,3.91,18279237.89,6.39,26.56686146303273,49.81476118526975,41.76571462229126,61.63111196380066,3.7778582464716326,26.56686146303273,11.064260942524683,18.68821636381657,162.61859609707088,49.15874411451166,40.256455239236445,-553.780774532801,-277.31608638075863,-1671.5355761183396,180.9959770437298,-566.3380876382448,1.342000777840669,2.7982182122080537,2.578743344727559
2493,조일알미늄,철강금속,A018470,12,2022,Annual,367680590.0,215659160.0,83797700,105893710,88593436.0,367680590.0,180767714.0,164284251,20318936,130181315,6650000,186912876.0,562385283.0,534546743.0,15831171,339733,32200,17828880,5792648,-13851360,-1562168,50.84,38.27,96.71,75.29,95.05,10.08,2.82,15831171.03,4.95,5.674296521807154,1.9540978795299369,-5.287381005529768,20.756260073027335,10.675074531318796,5.674296521807154,-0.16682573517166066,2.5285873578221096,10.760812909194595,12.012552212366678,20.44252207475905,-13.39260969193573,13.737059124785866,-120.64856547556093,194.13647144363932,-103.59994189092676,1.5295484675979225,3.0088097462049643,3.111093627040059
2494,조일알미늄,철강금속,A018470,12,2023,Annual,390898369.0,240564259.0,85433766,103581381,86083360.0,390898369.0,199513686.0,159298608,9983179,137652053,2850000,191384682.0,465783855.0,444665573.0,8472865,196584,32200,-134306,-3749348,-31270698,33625827,48.96,43.19,104.25,88.22,95.47,-0.07,1.82,8472865.27,4.53,6.314659960701219,11.548361312359745,1.9523996482003758,-2.18363205897687,-2.833252793130181,6.314659960701219,10.370199182803175,-3.034766247922327,-50.86760940631932,2.3924547605805424,-17.177090318702383,-46.47985925993725,-100.75330587227016,-164.72597678988953,125.7590445992307,-2252.510293387139,1.191572776810435,2.4337572376873924,2.334596008616672
2496,조흥,음식료품,A002600,12,2020,Annual,248313869.0,141501778.0,27543384,65510600,103415541.0,248313869.0,115083266.0,107391989,9380609,81881414,5100000,133230603.0,222604296.0,197183088.0,11787348,0,198282,7516524,-5422107,-12188315,18005838,53.65,37.11,86.38,69.17,88.58,5.72,5.3,11787348.03,11.42,13.891962926131619,20.136522277484413,12.467458268429542,43.48566482699623,6.61134506814518,13.891962926131619,29.944075951308612,41.50395374936895,27.77358628318374,2.910880121872883,14.119406367226306,-4.555075164606659,-4.192045103587361,-274.4865026637468,-31.292990448292635,45.02098981461211,0.8964634029362251,1.6708195488689637,1.9342890042762604
2497,조흥,음식료품,A002600,12,2021,Annual,267558823.0,135992012.0,31114240,60896686,125946848.0,267558823.0,121819557.0,118931465,21229826,77247152,0,145739266.0,250861245.0,215811944.0,19072641,4167,201672,16074915,30386712,-21366683,-14002994,54.47,30.67,83.59,56.31,86.03,11.52,7.6,19072641.42,13.97,7.750253369859106,-3.8937786350642156,12.964478148364055,-7.043003727641029,21.787157696153226,7.750253369859106,5.853406176359299,10.74519254876638,126.3160739350718,9.388731056032217,12.693802189693582,61.806039831860396,113.8610213976567,-660.4225811109961,75.30465039671192,-177.7691879711458,0.9375928709329089,1.721301690925217,2.059285480737711
2498,조흥,음식료품,A002600,12,2022,Annual,433755477.0,268968495.0,44673567,185777357,152307567.0,433755477.0,279570332.0,275477139,53214089,207985793,3003453,154185145.0,324035752.0,289769341.0,14975759,0,242546,11131140,-87225533,-34606354,112478183,35.55,49.0,181.32,137.85,89.43,7.42,4.62,14975758.64,10.57,62.115931045189264,97.78256902324527,43.5791682522215,205.0697323660601,20.93003470797459,62.115931045189264,129.49544300181623,131.62679363278676,150.65720745897778,5.795197980481115,29.16931509289129,-21.480412702152783,-30.754594969864534,-387.05156714553385,61.964091478307616,-903.243813430185,0.7470470557308951,2.1016016296511575,1.1590491368733646
2499,조흥,음식료품,A002600,12,2023,Annual,394002200.0,228773496.0,52115199,136314795,152137039.0,394002200.0,244362081.0,190668214,16361638,163753841,51408330,149640119.0,405945609.0,365182445.0,15648302,0,236434,355244,9155624,-8835933,-858367,37.98,54.95,163.3,144.69,89.96,0.23,3.85,15648302.44,10.04,-9.164904907932724,-14.94412905124818,16.657796768276857,-26.62464511215972,-0.111962920397779,-9.164904907932724,-12.593700750764924,-30.78619347792776,-69.25318405807906,-2.9477716546558397,25.27803074026227,4.490877557524797,-96.80855689534046,-110.4964953323931,-74.46731025175319,-100.76314088395257,1.030313051551489,2.7128126582150074,1.6612463248747664
2501,종근당,의약품,A185750,12,2020,Annual,946333120.0,600114083.0,183288448,185565183,269610329.0,946333120.0,394740342.0,320620873,144120057,73049043,54986450,551592778.0,1303005524.0,813865705.0,123935879,146663978,31422793,90404889,104323717,-63921093,7068802,58.29,14.39,71.56,24.68,62.46,17.61,9.51,123935878.8,37.54,18.092043337806363,27.376238708566248,5.331433370890881,24.99870363609564,5.249829808059103,18.092043337806363,20.938007906104783,15.718776895487775,41.336456686037,16.136230263901496,20.722695952770344,66.18821356520395,70.6548421589426,34.97594927362251,60.90193001233099,-207.29588431573777,1.3768994199421025,2.3622599424244095,3.3009180602067776
2502,종근당,의약품,A185750,12,2021,Annual,1046700072.0,667147151.0,203597700,224722927,295546243.0,1046700072.0,480890429.0,320229872,129327403,74656298,34246449,565809643.0,1343559363.0,847741079.0,94758694,163276712,37547532,42356472,12903868,-90809305,85138949,54.06,22.65,84.99,41.9,63.1,7.58,7.05,94758694.02,36.9,10.605879671631913,11.170054144521725,11.08048664365362,21.101880949294237,9.619777586488532,10.605879671631913,21.824495201962414,-0.12195119935314302,-10.264118893597162,2.577420438960143,3.1123305506416177,-23.542161668938498,-53.14802941686041,-87.63093535097106,42.06469373106621,1104.432504970432,1.2836144746152267,2.3745784109939603,2.793899154520291
2503,종근당,의약품,A185750,12,2022,Annual,1124882798.0,713614783.0,248409413,270081458,309035338.0,1124882798.0,503593996.0,374213062,145436254,96269801,10509717,621288802.0,1488344729.0,945705337.0,109906062,176324876,41712468,79977780,67734468,-65380323,-16339806,55.23,20.96,81.06,37.94,63.54,13.47,7.38,109906061.5,36.46,7.469448803095147,6.965124849944826,22.009930858747428,20.184202655922157,4.5641233206270115,7.469448803095147,4.721151769897247,16.857637191323604,12.455868305033535,9.80526926084928,10.776253732229012,15.985201315670317,88.82068364900645,424.91600193058395,-28.002617132682605,-119.1919282442634,1.3231109335534528,2.395576299152419,2.955445737681114
2504,종근당,의약품,A185750,12,2023,Annual,1402428436.0,946571861.0,269632200,261431892,311884069.0,1402428436.0,586793267.0,511465847,183938771,90959120,10000000,815635169.0,1669404439.0,1007202930.0,246599279,140234542,51479459,213602187,318159906,-171312904,-43699980,58.16,15.67,71.94,26.94,60.33,29.73,14.77,246599279.0,39.67,24.673293830563136,32.644654167709405,8.543471337778975,-3.202576757416642,0.9218139965598393,24.673293830563136,16.52110066062027,36.67771089187688,26.473809618336297,31.28116366726339,12.165172924800283,124.37277299590627,167.07691436296432,369.71640199491935,162.0251723136944,167.44491336066045,1.1903669350583532,2.046753870418258,2.8449618168505673
2506,종근당바이오,의약품,A063160,12,2020,Annual,283462940.0,88382395.0,23985637,59111388,189873952.0,283462940.0,114714927.0,46114065,7821841,19247055,59200000,168748013.0,124599959.0,96735822.0,7607022,9117523,0,6207398,4824020,-62602496,54752962,59.53,28.17,67.98,47.32,77.64,3.79,6.11,7607021.5,22.36,21.476735001671088,10.42016946775397,-41.17294332361664,88.02782937385689,27.45413032265651,21.476735001671088,53.188326976622434,2.4220672534941867,11.260085194924606,6.4907430656261145,-9.173236428871556,-50.64405205775493,-49.3888403310917,-71.60717273767814,41.16324246706529,174.9309433427354,0.439563489322449,0.7383788216812959,1.0861704074483698
2507,종근당바이오,의약품,A063160,12,2021,Annual,298540308.0,104342019.0,29095177,70355877,190421773.0,298540308.0,137048970.0,44310728,9946189,12920226,65799190,161491338.0,142238418.0,128932489.0,-11432270,11516023,0,-6576601,-5882180,-20387538,28272279,54.09,36.64,84.86,67.73,90.65,-3.98,-8.04,-11432270.29,9.35,5.3189909058305895,18.057469476811526,21.302498657842616,19.022542661322728,0.28851824814812854,5.3189909058305895,19.469168994894616,-3.9106008112709256,27.15918157886359,-4.30030248711728,14.156071271259396,-250.28574914072817,-205.94779004020688,-221.9352324409932,-67.43334642759292,-48.363927781660465,0.476446276058642,0.8807804787647496,1.037865647585677
