,종목명,업종명,종목코드,결산월,회계연도,주기,총자산(천원),유동자산(천원),매출채권(천원),재고자산(천원),유형자산(천원),부채및자본총계(천원),총부채(천원),유동부채(천원),매입채무(천원),단기차입금(천원),장기차입금(천원),총자본(천원),매출액(천원),매출원가(천원),영업이익(천원),연구개발비(천원),광고선전비(천원),당기순이익(천원),영업활동으로인한현금흐름(천원),투자활동으로인한현금흐름(천원),재무활동으로인한현금흐름(천원),자기자본비율(%),차입금의존도(%),부채비율(%),차입금비율(%),*매출원가율(%),ROE(당기순이익)(%),영업이익률(%),EBIT(천원),매출총이익률(%),총자산(천원)_증가율(%),유동자산(천원)_증가율(%),매출채권(천원)_증가율(%),재고자산(천원)_증가율(%),유형자산(천원)_증가율(%),부채및자본총계(천원)_증가율(%),총부채(천원)_증가율(%),유동부채(천원)_증가율(%),매입채무(천원)_증가율(%),총자본(천원)_증가율(%),매출액(천원)_증가율(%),영업이익(천원)_증가율(%),당기순이익(천원)_증가율(%),영업활동으로인한현금흐름(천원)_증가율(%),투자활동으로인한현금흐름(천원)_증가율(%),재무활동으로인한현금흐름(천원)_증가율(%),총자산(천원)_회전율,총자본(천원)_회전율,총부채(천원)_회전율
2508,종근당바이오,의약품,A063160,12,2022,Annual,312590995.0,123464272.0,25896679,78506850,179260096.0,312590995.0,164791529.0,81590584,8231542,45700000,55199310,147799466.0,156042327.0,139252401.0,-14810344,15431867,0,-16702616,-3204563,-20546514,24959279,47.28,44.44,111.5,94.0,89.24,-10.8,-9.49,-14810343.54,10.76,4.706462284483215,18.326512351653832,-10.993224065968043,11.585347731505081,-5.861555022912213,4.706462284483215,20.242807370241444,84.13279962360356,-17.239236053125474,-8.478394054794446,9.704768369963169,29.548584839231395,153.97034121425338,-45.520827312322986,0.7797704656638871,-11.718192226385426,0.49919009023276567,1.0557705736230467,0.946907452991713
2509,종근당바이오,의약품,A063160,12,2023,Annual,293785061.0,111768693.0,34042801,69082221,170833043.0,293785061.0,170760623.0,98618040,6684262,27381418,32499430,123024438.0,160352778.0,152340004.0,-20152520,14979912,0,-24192520,-7223884,-1195570,7402421,41.88,50.01,138.8,119.43,95.0,-17.87,-12.57,-20152520.39,5.0,-6.016147074230338,-9.472844905285637,31.45624193743144,-12.004849258376815,-4.7010200195363065,-6.016147074230338,3.622209245961905,20.869388555914735,-18.796964165401818,-16.762596422371377,2.762360112714801,36.070573377633906,44.84270008961471,125.42493313440866,-94.18115403907447,-70.34200787610891,0.5458166506294886,1.3034221542227244,0.9390500876774149
2511,종근당홀딩스,의약품,A001630,12,2020,Annual,1258451806.0,394391528.0,116406377,164391012,410513928.0,1258451806.0,418150785.0,280387166,69914641,121965469,84671930,840301021.0,858118781.0,444223242.0,89262180,20659862,88840992,113621663,66553214,-120421540,52319730,66.77,17.5,49.76,26.2,51.77,14.38,10.4,89262180.33,48.23,17.093647628255027,17.463189383341682,-0.029530036912672752,40.321760707588126,26.762621305126586,17.093647628255027,24.94265093786412,17.096142831024718,34.90910381302572,13.544152422382227,19.076649468675335,3.600595683073493,43.22697526766519,-40.19269369918624,-33.68507804255656,-31.33095445662174,0.6818845003906332,1.0212040204102049,2.0521754634515394
2512,종근당홀딩스,의약품,A001630,12,2021,Annual,1367635165.0,436869440.0,107851669,175935425,478836749.0,1367635165.0,527666927.0,317712127,73166957,165253994,89493640,839968237.0,925975076.0,484566040.0,34410730,20926378,109532972,25824890,40460132,-108051868,108985845,61.42,25.25,62.82,41.11,52.33,3.07,3.72,34410730.01,47.67,8.676006381765244,10.770493021340965,-7.3490028815173964,7.0225329594053365,16.643240664906255,8.676006381765244,26.190586249885904,13.311936324503515,4.6518382322809915,-0.039602950809691784,7.907564372489828,-61.44982118966846,-77.27115646951937,-39.20634396409466,-10.271976259396787,108.30735365033419,0.6770629329350419,1.1023929658425882,1.7548476673809044
2513,종근당홀딩스,의약품,A001630,12,2022,Annual,1376372970.0,398595725.0,109655281,188494287,492210191.0,1376372970.0,577829023.0,399407472,51448517,257771385,66089710,798543946.0,908962764.0,509774956.0,-32878295,22707998,129269369,-22663809,-46501658,-64690796,67041297,58.02,31.19,72.36,53.77,56.08,-2.77,-3.62,-32878294.93,43.92,0.6388988250386252,-8.760904630912158,1.6723079176456768,7.13833612531416,2.7929021796946563,0.6388988250386252,9.506393793750135,25.713637616357033,-29.683399297308487,-4.931649695225316,-1.8372321718948759,-195.54663618005196,-187.75955676868324,-214.93204718165524,-40.12986800006087,-38.48623461147638,0.6604043989617145,1.138275192684261,1.5730652629402453
2514,종근당홀딩스,의약품,A001630,12,2023,Annual,1456003651.0,419678256.0,126213582,194764940,498472396.0,1456003651.0,632518934.0,519907649,62221483,258551184,35180630,823484717.0,879780770.0,495916858.0,17005267,23222449,93906357,40575422,37146789,-23994763,-4132063,56.56,32.15,76.81,56.84,56.37,5.0,1.93,17005266.71,43.63,5.785545250863211,5.2892014835332235,15.10032243681907,3.3267071908656742,1.2722623615893491,5.785545250863211,9.464722058448771,30.16973528226834,20.93931298350156,3.123280957163499,-3.2104718868329774,-151.72186392268821,-279.0317858750045,-179.88271945056238,-62.90853647866692,-106.16345921827855,0.6042435191668348,1.068363203150982,1.390916101809531
2516,주성코퍼레이션,전기전자,A109070,12,2020,Annual,32146507.0,18355343.0,6394165,6535388,6038412.0,32146507.0,24623437.0,22480026,8815374,7827000,134000,7523071.0,20447825.0,18012914.0,-4860722,472552,16634,-6306405,-3662909,810945,143420,23.4,36.18,327.31,154.58,88.09,-309.55,-23.77,-4860721.73,11.91,18.56209162861786,21.40199454028626,79.31887508213428,86.47118456526832,184.58362337234507,18.56209162861786,-19.431673395026138,-23.54410353966584,53.41792454455605,-318.15279134634926,-55.337170769902635,-19.056606664215415,-61.09609794122372,-30.556095877815125,-68.42544824498218,-97.8592633579235,0.636082327700487,2.7180156880082613,0.8304212364829492
2517,주성코퍼레이션,전기전자,A109070,12,2021,Annual,33044553.0,21889883.0,5904824,5994985,6636234.0,33044553.0,23434919.0,17138121,10608013,3641500,3763100,9609634.0,39946492.0,32402072.0,-1408564,1167778,42605,-1586432,1641721,-856987,366711,29.08,27.0,243.87,92.86,81.11,-18.52,-3.53,-1408564.34,18.89,2.7936036720879187,19.256191507835084,-7.652930445179318,-8.268874013295003,9.900318163119714,2.7936036720879187,-4.826775401013272,-23.76289511408928,20.335370909957984,27.735521836760558,95.35814689337374,-71.02150668151768,-74.84411483246001,-144.82014158691902,-205.6775736948868,155.6902802956352,1.20886767631567,4.156921272964194,1.704571370611522
2518,주성코퍼레이션,전기전자,A109070,12,2022,Annual,32951332.0,25964085.0,4939303,4215034,5526503.0,32951332.0,18158117.0,13303132,7080648,3789053,3171420,14793215.0,22967076.0,20182191.0,-4812464,996075,15617,-9902822,-3916535,1360475,13755722,44.89,25.52,122.75,56.84,87.87,-81.16,-20.95,-4812464.32,12.13,-0.2821070086800659,18.61226028480829,-16.351393369218115,-29.690666448706715,-16.72230063014656,-0.2821070086800659,-22.516834813894604,-22.37695135890335,-33.251891753903394,53.94150287097303,-42.50539947287486,241.6574610738312,524.2197585525254,-338.56276431866314,-258.75094954765945,3651.107002516969,0.6969999270439204,1.5525412156857046,1.2648379785194688
2519,주성코퍼레이션,전기전자,A109070,12,2023,Annual,34134612.0,27488558.0,2104806,1675632,5617622.0,34134612.0,11872345.0,7924286,1655725,3641481,2114280,22262267.0,23947360.0,19030343.0,-1335470,771178,16750,-1376873,1085483,-858466,6632177,65.22,22.33,53.33,34.24,79.47,-7.43,-5.58,-1335469.78,20.53,3.5909929225319326,5.87146822235407,-57.386578632653226,-60.24629931810752,1.6487641461517377,3.5909929225319326,-34.616871341890786,-40.43292962890243,-76.61619388507944,50.48971437243357,4.268214203671383,-72.2497664398113,-86.09615521716941,-127.71539128336656,-163.10046123596538,-51.78604947090382,0.7015565315346195,1.0756927854651999,2.017070764031874
2521,주연테크,전기전자,A044380,12,2020,Annual,57589967.0,41389584.0,5376256,12142691,7583264.0,57589967.0,19927980.0,12434372,5308968,4300000,0,37661988.0,62660644.0,57052724.0,503726,196513,165863,-2981611,4277804,1241412,5297705,65.4,15.91,52.91,24.33,91.05,-7.42,0.8,503726.18,8.95,-6.748301701655823,3.9254354749260534,-31.81773679145693,4.704312085597762,3.6376321477307627,-6.748301701655823,4.815478707625109,9.208761663794984,16.41230421224751,-11.891710287442681,49.58077708635109,-117.75661961305468,-37.67973235993458,428.2537314723,-79.04940151972222,-225.02510435268766,1.0880479233474818,1.6637635804036686,3.1443550224357915
2522,주연테크,전기전자,A044380,12,2021,Annual,59714399.0,47834155.0,10267810,15197038,6825298.0,59714399.0,14445525.0,8367842,2975015,0,4300000,45268874.0,88248283.0,82587110.0,-542223,204608,502749,3115175,-14668643,9689482,-232493,75.81,10.21,31.91,13.47,93.58,7.51,-0.61,-542222.58,6.42,3.6888925461617372,15.570514069433505,90.98439508832912,25.15379004538616,-9.995247429075393,3.6888925461617372,-27.511343347393968,-32.70394355259759,-43.96246125423999,20.19778138105721,40.835263359246674,-207.64244847397197,-204.4795917374869,-442.90124091706866,680.521051834524,-104.38856070694764,1.4778392561566265,1.9494251834052687,6.109039512236489
2523,주연테크,전기전자,A044380,12,2022,Annual,53242325.0,38474690.0,6356984,12025285,6987850.0,53242325.0,11699002.0,6348479,1794342,0,4300000,41543323.0,66667584.0,66134436.0,-6294304,119024,860537,-5645554,3615906,-1775493,-129740,78.03,11.58,28.16,14.84,99.2,-13.01,-9.44,-6294304.44,0.8,-10.838380873598009,-19.56648967667559,-38.088219396346446,-20.870863124774708,2.381610297455139,-10.838380873598009,-19.01296768376366,-24.13242267241662,-39.68628729603044,-8.229829175782022,-24.454525647824788,1060.8330889689296,-281.2275072828975,-124.65058287941156,-118.32392072145859,-44.19616934703411,1.2521538832122752,1.604772540704074,5.6985701857303726
2524,주연테크,전기전자,A044380,12,2023,Annual,45913552.0,36200582.0,4518450,11001762,6802391.0,45913552.0,8902970.0,8182618,1780092,0,0,37010583.0,43504587.0,40729627.0,-4656483,124698,574908,-4445088,-855642,-4811718,-1284602,80.61,10.07,24.06,12.49,93.62,-11.32,-10.7,-4656483.41,6.38,-13.764937951150703,-5.910659709019095,-28.921482262657893,-8.51142405356713,-2.654020907718402,-13.764937951150703,-23.8997480297892,28.890998930610003,-0.7941629856515697,-10.910874895587918,-34.74401742232027,-26.020684733371635,-21.263918474608513,-123.66328106980657,171.00743286512534,890.1356559272392,0.9475325934268819,1.1754634343371462,4.886525170813784
2526,지엠비코리아,운수장비,A013870,12,2020,Annual,488507776.0,225381598.0,108141450,86366909,219406888.0,488507776.0,260401844.0,183590087,53723667,84500182,23913674,228105932.0,445770429.0,393609942.0,-9655812,6611155,308656,-7966501,15929339,-18086191,9251114,46.69,31.28,114.16,66.99,88.3,-3.45,-2.17,-9655812.33,11.7,0.3278040209593769,4.8688447535849555,-1.8569631519221974,4.979021919801374,-3.7092853925137947,0.3278040209593769,2.832319667497929,6.127107090888639,9.786152317275864,-2.386214138869791,-6.651800115807194,-213.46747417847877,-544.7848266782648,-45.87658445398879,-50.1918623020849,168.7197871879377,0.9125145000762486,1.9542254999313213,1.7118558845535672
2527,지엠비코리아,운수장비,A013870,12,2021,Annual,522463825.0,259210370.0,119530164,109953254,219499708.0,522463825.0,273762237.0,222364204,59319474,121826253,9268356,248701588.0,531332181.0,457978871.0,8377508,9114945,332041,10500670,4834024,-29060170,12362676,47.6,32.62,110.08,68.53,86.19,4.4,1.58,8377508.12,13.81,6.95097410281551,15.009553708107081,10.531312461595444,27.309469880414493,0.04230496172936693,6.95097410281551,5.130682945547815,21.11994042467009,10.415906643155992,9.028987461842952,19.194129182579765,-186.76129982646722,-231.81031421448387,-69.65332962026861,60.67600966947657,33.63445742858644,1.0169741053363839,2.136424561149163,1.940852715197531
2528,지엠비코리아,운수장비,A013870,12,2022,Annual,550819603.0,294436675.0,121811645,135130884,216594562.0,550819603.0,282988579.0,248081705,79608041,127627210,562470,267831024.0,610506110.0,524245300.0,11123016,10375788,346150,12089849,36777091,-19858147,-4901007,48.62,30.8,105.66,63.35,85.87,4.68,1.82,11123016.39,14.13,5.427318915333523,13.589851748600946,1.9087073284698164,22.89848556914924,-1.3235306900727162,5.427318915333523,3.3702025893366683,11.565486052782138,34.20220314158551,7.691722499174403,14.901022718215518,32.77237097237031,15.134072397285125,660.7966158215185,-31.665413519604325,-139.6435771672735,1.108359445950946,2.279445080268222,2.157352470397754
2529,지엠비코리아,운수장비,A013870,12,2023,Annual,579056069.0,315557863.0,140791193,138647968,221183105.0,579056069.0,309489580.0,265986354,76860511,152981095,960000,269566489.0,690905793.0,585342240.0,20566630,14495496,563240,10813295,20852089,-35125531,11078436,46.55,31.87,114.81,68.46,84.72,4.02,2.98,20566629.97,15.28,5.12626381599568,7.173422943999763,15.58106205691583,2.6027240375338545,2.1184940922016393,5.12626381599568,9.364689237158231,7.217238772202084,-3.4513222100264973,0.6479701171586472,13.169349443529722,84.90155907354624,-10.558891182181018,-43.30141826606134,76.88221866823727,-326.04407624800376,1.1931587111990014,2.5630255287407033,2.232404053797223
2531,지역난방공사,전기가스업,A071320,12,2020,Annual,6073139097.0,583905706.0,434146779,38853308,5080335187.0,6073139097.0,4269404295.0,920937844,231903149,0,340000000,1803734802.0,2098906300.0,1855688158.0,132852566,13038493,2897237,27936391,381899766,-430249592,57513101,29.7,47.08,236.7,158.52,88.41,1.68,6.33,132852566.3,11.59,3.0635789238270927,-1.117719222668434,-9.172409677593695,11.786443867008645,2.5141927942414766,3.0635789238270927,-2.150162348586371,0.6449811571027197,-14.746864360378986,17.93790794943493,-11.360247375327436,214.71910825701806,-209.21248524864353,102.29561110795022,20.2348244658485,-68.29082912601623,0.3456048456121834,1.1636446209679554,0.4916157278564784
2532,지역난방공사,전기가스업,A071320,12,2021,Annual,6517362464.0,711541148.0,544990228,39136995,5348062808.0,6517362464.0,4694183621.0,1514682108,507422624,470288014,0,1823178843.0,2536798010.0,2385487355.0,39686157,11674745,3752968,21459011,417634376,-541538467,110877713,27.97,46.11,257.47,164.83,94.04,1.18,1.56,39686157.24,5.96,7.314559405027232,21.858913295154547,25.5313304996327,0.7301488974889914,5.269881044169766,7.314559405027232,9.949381615076124,64.47169783154226,118.80799212433288,1.0779877939063098,20.86285176236786,-70.12766994654811,-23.186173188941982,9.357065172959555,25.86611982191025,92.78687998409268,0.3892369074165398,1.391414791664517,0.5404130334082643
2533,지역난방공사,전기가스업,A071320,12,2022,Annual,7478129880.0,1119357784.0,849789564,60022548,5799526888.0,7478129880.0,5811126778.0,1995956431,1003402343,530000000,2950000,1667003101.0,4173027136.0,4464256773.0,-403893694,10158539,3397803,-183978919,14612769,-540958374,548808582,22.29,47.88,348.6,214.77,106.98,-10.54,-9.68,-403893693.8,-6.98,14.741660009045043,57.31455406989336,55.92748646494998,53.36524431679028,8.441637583699823,14.741660009045043,23.79419398941318,31.773949164520012,97.74489656968863,-8.566122988955726,64.4997796257338,-1117.719337249006,-957.3504109765357,-96.50106173252367,-0.1071194449424051,394.96744399841657,0.558030845005864,2.503310961747275,0.7181098082042222
2534,지역난방공사,전기가스업,A071320,12,2023,Annual,7968409129.0,899641456.0,707447672,61272689,6154243781.0,7968409129.0,5875165562.0,2028292017,505605865,540000000,6200000,2093243567.0,3953697606.0,3540225712.0,314719522,6384377,2424904,199385846,-141804995,-633635718,750522570,26.27,51.48,280.67,195.96,89.54,10.6,7.96,314719522.0,10.46,6.556174563258588,-19.628784570992895,-16.75025183058143,2.082785622496397,6.116307413522937,6.556174563258588,1.1020028721872022,1.6200547014846078,-49.61085465593735,25.56926653251619,-5.255885544282258,-177.92137551917313,-208.3742893390954,-1070.4183717678695,17.132065691989816,36.75488952175314,0.49617151202879706,1.8887900425588648,0.6729508410064444
2536,진도,유통업,A088790,12,2020,Annual,128453979.0,73850847.0,7554959,58436449,45419548.0,128453979.0,31364732.0,30155644,2446975,23415892,0,97089248.0,54469358.0,30842096.0,-1691198,0,556401,-1810583,12623531,-146031,-14214598,75.58,18.35,32.31,24.28,56.62,-1.84,-3.1,-1691198.04,43.38,-11.463642004548824,-16.913610609554585,-29.318935835840165,-14.670747864496214,44.530891239740214,-11.463642004548824,-30.303668389375904,-30.536162302021353,-4.351148618803968,-2.9923839089406212,-30.05357481618558,-42.10670631202647,-33.70693253465535,145.81661017906296,31.59383983202819,86.16130812957927,0.4240379194481784,0.5610235852274806,1.7366435013696275
2537,진도,유통업,A088790,12,2021,Annual,136444645.0,81649151.0,9646529,50417612,45370623.0,136444645.0,35781862.0,34636862,3834958,26816532,0,100662783.0,58961463.0,32168337.0,3775884,0,420337,3568237,10690117,-227763,3211101,73.78,19.72,35.55,26.73,54.56,3.61,6.4,3775884.19,45.44,6.220644982900847,10.55953224206081,27.68472998993112,-13.72232080700181,-0.10771793677911701,6.220644982900847,14.083110928542286,14.860296135608975,56.72240214959285,3.6806701809040776,8.247031294181962,-323.26682032500037,-297.0766874537096,-15.315952406660227,55.96893810218377,-122.59016399901003,0.4321273509854491,0.5857324946003132,1.6478030964403139
2538,진도,유통업,A088790,12,2022,Annual,129200780.0,74702031.0,11577676,44360625,34096310.0,129200780.0,25027285.0,23708931,3293163,15536060,0,104173494.0,63417016.0,32885376.0,6093798,0,425294,4571584,8582285,-7461783,-11914978,80.63,12.07,24.02,14.96,51.86,4.46,9.61,6093797.75,48.14,-5.309013776246041,-8.508502433785258,20.01908665800931,-12.013633251808908,-24.849367838744463,-5.309013776246041,-30.055945663196624,-31.55000299969437,-14.127794880674049,3.4875958078766756,7.556720565091823,61.38732016131851,28.11884412386285,-19.717576524185844,3176.1172798040066,-471.0558465772332,0.49084081380932837,0.6087634537822069,2.5339151250325394
2539,진도,유통업,A088790,12,2023,Annual,124296634.0,69679907.0,11113251,41655533,22224014.0,124296634.0,16788658.0,15646040,2420611,9645991,0,107507976.0,56370619.0,29102925.0,3761675,0,546878,4390521,8074625,-2411236,-6856230,86.49,7.81,15.62,9.03,51.63,4.15,6.67,3761675.12,48.37,-3.795755722217775,-6.722874776992338,-4.01138363174095,-6.09795736647083,-34.81988520165379,-3.795755722217775,-32.91858066106651,-34.00782177821514,-26.49586431039095,3.2008929257955065,-11.111208701462715,-38.27043495698413,-3.960618463972221,-5.915207896265384,-67.68552502799933,-42.457048598830816,0.4535168587107516,0.5243389476516608,3.3576608088627453
