,종목명,업종명,종목코드,결산월,회계연도,주기,총자산(천원),유동자산(천원),매출채권(천원),재고자산(천원),유형자산(천원),부채및자본총계(천원),총부채(천원),유동부채(천원),매입채무(천원),단기차입금(천원),장기차입금(천원),총자본(천원),매출액(천원),매출원가(천원),영업이익(천원),연구개발비(천원),광고선전비(천원),당기순이익(천원),영업활동으로인한현금흐름(천원),투자활동으로인한현금흐름(천원),재무활동으로인한현금흐름(천원),자기자본비율(%),차입금의존도(%),부채비율(%),차입금비율(%),*매출원가율(%),ROE(당기순이익)(%),영업이익률(%),EBIT(천원),매출총이익률(%)
78,GS글로벌,유통업,A001250,12,2022,Annual,1419412958,1006878372,514968627,242312102,295986273,1419412958,1012698525,805649501,236397611,393659660,0,406714434,5070923117,4885685982,70467604,0,0,68061370,204842866,-9159428,-109828637,28.65,45.2,248.99,157.74,96.35,18.17,1.39,70467603.99,3.65
1,AK홀딩스,기타금융,A006840,12,2020,Annual,4152091609,1185254991,243210194,236961655,1476614198,4152091609,2889429546,1611669523,275930960,697378057,974138170,1262662063,2619977218,2157041981,-221554817,19090994,65432074,-264310731,-191716473,-18567245,333786285,30.41,47.88,228.84,157.44,82.33,-19.63,-8.46,-221554817.3,17.67
3230,SK케미칼,화학,A285130,12,2019,Annual,2131709150,792022789,168140760,330606088,1165064920,2131709150,1413002857,718865361,145853890,198755574,72909200,718706293,1112918780,841891816,41232764,67286918,18318659,5021554,122134530,-100747998,117151251,33.72,53.03,196.6,157.28,75.65,0.7,3.7,41232763.7,24.35
722,대한전선,전기전자,A001440,12,2021,Annual,1420870615,939158406,319683893,350061900,385561325,1420870615,1033109826,757749988,269958705,350523381,230000000,387760789,1997709556,1872932579,39462123,0,363000,28937337,-19314404,26010420,5684574,27.29,42.82,266.43,156.91,93.75,7.74,1.98,39462123,6.25
600,대동,기계,A000490,12,2019,Annual,827371930,473665213,202333370,225381567,299179152,827371930,608523024,481542905,108982033,237383122,39714553,218848906,834431433,639890770,24085081,9033996,13875475,2662897,72909689,-47178249,-21997838,26.45,41.48,278.06,156.81,76.69,1.22,2.89,24085080.61,23.31
653,대우부품,운수장비,A009320,12,2022,Annual,91241230,34389416,11879948,19502075,49307865,91241230,65582626,54072412,15462043,29258542,9886010,25658604,100501934,92568809,-5760516,3389608,9560,-8743987,5272133,-10094697,4988625,28.12,44.09,255.6,156.8,92.11,-28.85,-5.73,-5760515.76,7.89
2565,티에이치엔,전기전자,A019180,12,2019,Annual,265425461,138230047,41683137,36707416,99416383,265425461,202364672,147829586,58472015,50887988,27125311,63060790,402190764,342428139,21507441,0,0,17138535,15364575,-23129309,14669546,23.76,37.16,320.9,156.39,85.14,33.18,5.35,21507441.37,14.86
2873,선진,음식료품,A136490,12,2022,Annual,1333616177,718357026,145311102,219196267,438101295,1333616177,892994227,784132677,99422672,508684975,46906862,440621950,1870781186,1602322782,70603247,0,1215022,22969776,3923981,-34492978,-3828130,33.04,51.57,202.67,156.1,85.65,5.37,3.77,70603246.9,14.35
2626,풀무원,음식료품,A017810,12,2020,Annual,1693573176,630382848,199761673,123111436,907713832,1693573176,1180634649,776833225,154188159,286668208,76301551,512938527,2311199992,1699705812,45970066,29244502,46944464,11833778,103960982,-270803619,145542914,30.29,47.27,230.17,156.09,73.54,2.42,1.99,45970065.88,26.46
3126,제이에스코퍼레이션,기타제조업,A194370,12,2020,Annual,504395888,301048873,80567447,164570032,124712666,504395889,353700901,323635738,68586534,195324767,3649606,150694988,402818975,346115401,7945475,1247046,0,2319865,-5647876,-29112862,41296675,29.88,46.6,234.71,155.98,85.92,1.51,1.97,7945475.24,14.08
1998,에이엔피,전기전자,A015260,12,2022,Annual,106799190,47611035,19423498,11849540,25504028,106799190,76747050,57564190,4276403,6523899,13937320,30052140,107458778,110293863,-10679035,0,30000,-30357953,-12224410,-27380601,40988023,28.14,43.81,255.38,155.68,102.64,-101.15,-9.94,-10679035.03,-2.64
2492,코오롱,기타금융,A002020,12,2021,Annual,3966282959,1422824795,498749528,182369973,469560645,3966282959,2978410677,2046790194,475002263,582659549,295471294,987872282,5410414957,4747515379,332198227,1576176,5872349,156794702,223932914,-191147335,-6057812,24.91,38.56,301.5,154.81,87.75,17.45,6.14,332198227.2,12.25
2651,금호타이어,화학,A073240,12,2020,Annual,3846201934,1170397499,457278973,406544087,2297453287,3846201934,2678607274,950430622,192801325,366401634,1278070143,1167594660,2170677305,1698239371,-4470778,0,42480000,-82939300,224259263,-76489759,-100589808,30.36,46.94,229.41,154.63,78.24,-6.74,-0.21,-4470777.64,21.76
385,계룡건설,건설업,A013580,12,2019,Annual,2004566138,1277206886,148800776,412939455,225437418,2004566138,1501898908,1153160037,343005596,449710650,190455826,502667231,2275710115,2038171901,135902911,178365,3417116,74556838,13591200,-95980368,171695307,25.08,38.77,298.79,154.6,89.56,15.82,5.97,135902911.3,10.44
101,주성코퍼레이션,전기전자,A109070,12,2020,Annual,32146507,18355343,6394165,6535388,6038412,32146507,24623437,22480026,8815374,7827000,134000,7523071,20447825,18012914,-4860722,472552,16634,-6306405,-3662909,810945,143420,23.4,36.18,327.31,154.58,88.09,-309.55,-23.77,-4860721.73,11.91
2652,금호타이어,화학,A073240,12,2021,Annual,4342205986,1566894954,543408310,588030581,2391911150,4342205986,3060638117,1500526344,290460241,483370611,1180382546,1281567868,2601223216,2138314119,-41517840,0,43708000,-71850673,80409576,-106733651,161091931,29.51,45.49,238.82,154.14,82.2,-5.87,-1.6,-41517840.25,17.8
2756,유니켐,기타제조업,A011330,12,2020,Annual,285803950,97517688,33800638,42595990,160380472,285803950,182219406,89154334,3387555,55704410,62145401,103584544,126248782,99965165,15329618,585240,6450,11193675,19201728,-106858133,91663717,36.24,55.84,175.91,154.08,79.18,11.64,12.14,15329617.77,20.82
1681,삼화전자,전기전자,A011230,12,2020,Annual,55038202,13967883,7526781,5957526,39795926,55038202,41201050,28840097,4648401,20670376,0,13837151,40116152,35577020,-1256702,560403,0,-2296598,-1416181,-813496,1373154,25.14,38.72,297.76,154.01,88.69,-15.32,-3.13,-1256701.66,11.31
1006,한진,운수창고업,A002320,12,2020,Annual,3788654067,577928300,240655339,8225114,1517030125,3788654067,2550728647,755214144,13252000,27112903,265347980,1237925421,2215686641,2026899194,105917310,0,369000,9096798,241166905,-112170406,-136630728,32.67,50.31,206.05,153.99,91.48,0.79,4.78,105917310.4,8.52
654,대우부품,운수장비,A009320,12,2023,Annual,94593219,36289722,14972485,17998905,47287080,94593219,66699435,53379181,13875835,25898517,9827770,27893785,113444155,98294984,2038286,3421234,0,229716,3631898,-7539712,3471446,29.49,45.33,239.12,153.72,86.65,0.86,1.8,2038286.37,13.35
792,하이트진로홀딩스,기타금융,A000140,12,2021,Annual,4236298193,1318819854,344496973,190633236,1958861574,4236298193,3148923131,2354816513,142468755,670413476,9682190,1087375062,2192007505,1257918398,188406600,0,183082265,67355184,608989212,-299328834,-100631935,25.67,39.43,289.59,153.63,57.39,6.27,8.6,188406599.6,42.61
794,하이트진로홀딩스,기타금융,A000140,12,2023,Annual,3979751149,1085052801,377448111,269435227,1938661762,3979751149,2874614630,2148800131,172931875,859975812,133705442,1105136518,2506869282,1384399203,138073291,0,245762312,18315800,136002192,-160914699,15675055,27.77,42.64,260.11,153.54,55.22,1.61,5.51,138073290.7,44.78
2723,신세계푸드,서비스업,A031440,12,2022,Annual,903927240,337903939,124155212,113785522,264065330,903927240,611858316,317890251,52392200,44500000,0,292068924,1411305169,1204567146,20577350,716841,6144369,-5384404,20931758,-5702590,17201341,32.31,49.51,209.49,153.24,85.35,-1.87,1.46,20577349.78,14.65
971,한온시스템,기계,A018880,12,2020,Annual,7807411034,3464679677,1097308870,630398363,2223575223,7807411034,5567975657,2718385977,1039578721,622898914,718517954,2239435377,6872832577,6008400128,315800268,175699378,0,113459525,795571246,-594485057,484554233,28.68,43.93,248.63,153.15,87.42,4.96,4.59,315800267.5,12.58
3091,세진중공업,운수장비,A075580,12,2020,Annual,448124447,110193240,24561623,45903772,319387166,448124447,286959693,165102837,19769133,104508261,98153888,161164754,285564709,266431512,1183330,90324,53799,3283952,15714611,-6381010,452867,35.96,55.02,178.05,152.99,93.3,2.03,0.41,1183330.26,6.7
2568,티에이치엔,전기전자,A019180,12,2022,Annual,371353958,188883233,27947629,90693062,152442217,371353958,279919564,194765622,69821927,31374981,55761632,91434393,469666791,398344480,1128593,0,0,-6326755,29879210,-18839825,-14382085,24.62,37.64,306.14,152.87,84.81,-7.06,0.24,1128592.57,15.19
3340,진에어,운수창고업,A272450,12,2019,Annual,704417548,353265729,26442708,1631434,2387565,704417548,512670007,306391408,0,0,0,191747541,910158184,876682283,-48827478,0,3516777,-56651756,64553544,84390831,-143410186,27.22,41.5,267.37,152.45,96.32,-24.74,-5.36,-48827477.9,3.68
495,깨끗한나라,종이목재,A004540,12,2019,Annual,538264108,115382111,60038112,42364771,342918163,538264108,375819774,246429033,51821106,136945128,59616441,162444334,594158567,508766629,5148279,78966,6624141,-11786430,25519295,-7024228,-17903862,30.18,45.81,231.35,151.79,85.63,-6.99,0.87,5148279.06,14.37
499,깨끗한나라,종이목재,A004540,12,2023,Annual,641522252,168718823,61346423,58234207,398966888,641522252,429919829,279014027,46512905,59831162,28266429,211602423,514854128,453773948,-18914852,283789,2543764,-30844137,34241435,-15236479,5832435,32.98,49.93,203.17,151.37,88.14,-13.62,-3.67,-18914851.98,11.86
1645,삼일제약,의약품,A000520,12,2019,Annual,183874717,79199814,25745664,22413314,71315433,183874717,121602282,68155719,9129708,47544620,16416200,62272436,121107086,74382890,4822839,3059615,2682343,786258,10590303,-26051723,29063766,33.87,50.92,195.27,150.36,61.42,1.33,3.98,4822839.41,38.58
972,한온시스템,기계,A018880,12,2021,Annual,8233732862,3551728480,882711801,810137002,2336316823,8233732862,5757074853,2813484247,946011435,831881975,661307438,2476658009,7351423826,6502431517,325771299,170040327,0,310725206,636307450,-557279958,-24229961,30.08,45.21,232.45,150.31,88.45,13.18,4.43,325771299.3,11.55
2722,신세계푸드,서비스업,A031440,12,2021,Annual,879467974,271780642,115636021,89952698,279158594,879467974,594650867,177126013,53663061,0,0,284817107,1329251661,1129639626,29951558,611322,3569758,2417064,72813015,-26774297,-21969078,32.39,48.62,208.78,150.12,84.98,0.85,2.25,29951558,15.02
2871,선진,음식료품,A136490,12,2020,Annual,1119723429,538652737,127957283,135247291,422512598,1119723429,735683840,609001112,70772318,393161754,67783420,384039589,1348089343,1088613775,107550257,0,926553,85159813,113359484,-86497667,19950560,34.3,51.36,191.56,149.75,80.75,23.81,7.98,107550256.7,19.25
1271,TYM,기계,A002900,12,2020,Annual,656859440,406652440,101241082,178200466,212706864,656859440,486125602,386311967,100414446,91941741,8180000,170733838,713300783,588230054,29086928,0,3244206,6416878,55636851,-12667957,-15143076,25.99,38.92,284.73,149.72,82.47,4.04,4.08,29086927.86,17.53
691,대유에이텍,운수장비,A002880,12,2020,Annual,1166526680,553892429,223167332,119439930,381637380,1166526680,927237547,725610722,302988752,165441780,61210882,239289133,1466904248,1227248870,47164957,5168004,16115819,21559439,92423255,-22462774,8042257,20.51,30.7,387.5,149.68,83.66,9.07,3.22,47164956.74,16.34
701,대창,철강금속,A012800,12,2020,Annual,620282790,352925496,128143133,188312230,241075027,620282790,398932797,305060597,24527866,242078420,19475669,221349993,933560488,874225317,28350817,419895,800,7049680,-12883877,-34009031,38167294,35.69,53.26,180.23,149.24,93.64,3.23,3.04,28350816.78,6.36
2129,윌비스,유통업,A008600,12,2023,Annual,302851731,196177067,46353647,99420835,60616406,302851731,195506006,160135806,6231464,122519010,1812778,107345725,216118599,183611602,-4182784,285015,1200605,-15449995,5383576,-6780643,1828192,35.44,52.72,182.13,148.73,84.96,-15.03,-1.94,-4182783.56,15.04
1646,삼일제약,의약품,A000520,12,2020,Annual,191660927,72523350,30137187,24083824,64182070,191660927,128109718,98683674,10825842,30084145,20000000,63551209,122998992,73966763,6538398,3007248,2714277,1340564,7774732,-4588930,-3323060,33.16,49.25,201.59,148.55,60.14,2.13,5.32,6538397.86,39.86
964,한신공영,건설업,A004960,12,2023,Annual,2468946950,1689917140,171462170,690875960,145023774,2468946950,1716013928,1129792660,200153577,178499000,414295715,752933022,1309008523,1219842102,14755274,71000,2921000,23668931,-112183166,-12502107,-7831792,30.5,45.28,227.91,148.48,93.19,3.2,1.13,14755273.98,6.81
1366,롯데쇼핑,유통업,A023530,12,2020,Annual,32829404196,6290692043,404468197,1247319667,14372875786,32829404196,21740641629,8779997005,681214063,1553890751,2093155248,11088762567,16184381960,9643709239,346084472,275993,182796368,-686569608,1489939446,-598134553,-542693075,33.78,49.99,196.06,147.99,59.59,-6,2.14,346084471.8,40.41
2540,태영건설,건설업,A009410,12,2019,Annual,5916135643,3528391047,745441283,985473830,1064464437,5916135643,4344689190,2638231954,40561656,791784962,668093813,1571446454,2967115889,2521619877,276354167,24153052,0,99503775,35913747,-283634758,422109638,26.56,39.31,276.48,147.98,84.99,6.52,9.31,276354166.6,15.01
2310,전방,섬유의복,A000950,12,2019,Annual,386595115,40731933,13566805,26245628,328298851,386595115,255270270,205732384,842346,193764166,0,131324844,137483748,159149891,-30492233,0,107536,-40256251,-8927705,5472352,3342515,33.97,50.26,194.38,147.97,115.76,-31.41,-22.18,-30492233.15,-15.76
273,SKC,화학,A011790,12,2022,Annual,6393092565,2526145051,388081444,553271368,1890721222,6393092565,4151241804,1870885566,240461222,1065169800,1800248709,2241850761,2386650004,2010318577,186194207,12114465,387703,-24636827,-147158688,-249037633,875544633,35.07,51.8,185.17,147.71,84.23,-1.09,7.8,186194207.2,15.77
3413,효성중공업,전기전자,A298040,12,2022,Annual,4693470608,2221499626,710905277,628720732,1288099894,4693470608,3590259544,2504911411,536413073,730186074,440177000,1103211065,3510143918,3075121536,143248630,38748034,2340000,29129547,-67110735,-117688014,317676992,23.51,34.7,325.44,147.63,87.61,2.72,4.08,143248630,12.39
755,대호에이엘,철강금속,A069460,12,2019,Annual,80920216,35035781,11538859,16081213,24937117,80920216,54555866,44858077,3369162,38121296,800000,26364350,117536747,114134193,-949745,0,0,-3506994,2030027,-1629454,-2205434,32.58,48.1,206.93,147.63,97.11,-12.62,-0.81,-949745.09,2.89
1641,삼익악기,기타제조업,A002450,12,2020,Annual,622371934,205997413,33062583,86228568,223935590,622371934,399474701,235406140,21128505,141851270,131357968,222897233,247857720,180170751,20180616,0,1227245,9961370,38058430,1785074,15095013,35.81,52.59,179.22,146.84,72.69,4.46,8.14,20180616.32,27.31
2805,티웨이홀딩스,비금속광물,A004870,12,2019,Annual,871001110,273680614,20432207,14331903,74830608,871001110,625218172,262567594,480935,0,0,245782938,817302491,764264917,-23722587,0,6400229,-47661884,125916131,-129649997,-96359366,28.22,41.43,254.38,146.83,93.51,-17.96,-2.9,-23722587,6.49
2650,금호타이어,화학,A073240,12,2019,Annual,3929463543,1086722551,416250921,420766510,2468048943,3929463543,2636829376,937674498,199122999,404547369,1354729934,1292634167,2369198864,1835442358,57395517,0,45091000,-43403023,146511450,-98171864,-213553155,32.9,48.27,203.99,146.74,77.47,-3.3,2.42,57395517.44,22.53
1400,명문제약,의약품,A017180,12,2019,Annual,264441725,100741630,59071867,26078532,154201779,264441725,184246225,133382418,16683341,89333803,13615468,80195500,149346277,80912967,-14294352,676467,705988,-20832842,-2940667,-18968818,21859663,30.33,44.5,229.75,146.74,54.18,-24.05,-9.57,-14294351.77,45.82
3410,효성중공업,전기전자,A298040,12,2019,Annual,4000830148,1579013789,727284440,306018124,1077232906,4000830148,3010332682,2116804026,444021289,822312191,93929662,990497465,3781445371,3388812828,130252421,34972805,2432000,16022962,75200087,-411145221,332644053,24.76,36.18,303.92,146.13,89.62,1.69,3.44,130252420.6,10.38
1922,아남전자,전기전자,A008700,12,2021,Annual,271957635,218116086,89780836,97966328,37546709,271957635,193585924,183980013,70587763,101753752,6311483,78371711,359848368,319510962,15135124,1160823,0,13283976,-29277894,160430,40036759,28.82,41.94,247.01,145.53,88.79,19.31,4.21,15135124,11.21
2128,윌비스,유통업,A008600,12,2022,Annual,270394722,191591300,41288884,104089887,35059609,270394722,172118972,147789291,4263280,113424417,1666667,98275750,254858078,211811894,193462,357065,2186149,-9325313,-6716093,832719,3864999,36.35,52.76,175.14,145.17,83.11,-9.19,0.08,193461.67,16.89
2226,인디에프,섬유의복,A014990,12,2020,Annual,138647755,76996554,13180473,51633111,9933703,138647755,97457009,80878899,19076420,33000000,2000000,41190746,152750755,82548235,-20002505,0,2424193,-21671230,-648175,-3859855,6999783,29.71,43.12,236.6,145.13,54.04,-41.73,-13.09,-20002505.45,45.96
2920,한국콜마,화학,A161890,12,2019,Annual,2400309459,646020460,223871840,160663175,466944474,2400309459,1552436552,707420209,113198644,80607978,489610410,847872907,1378886358,982756835,99832225,17207672,35500175,33637991,164842539,-150679482,27703002,35.32,51.22,183.1,145,71.27,4.06,7.24,99832225.45,28.73
76,GS글로벌,유통업,A001250,12,2020,Annual,956821701,560816379,322962384,90630557,327024455,956821701,657805876,540317681,119726105,176774353,7000000,299015825,2815020979,2692773491,32299929,0,0,-82139431,120170296,-6525746,-97845549,31.25,45.26,219.99,144.84,95.66,-24.2,1.15,32299928.71,4.34
2642,KC코트렐,기계,A119650,12,2021,Annual,385076960,314243813,42142108,19464514,6136859,385076960,335125785,265341602,59813822,34325087,8190800,49951175,355034770,326216852,4647615,894956,0,11964972,57524430,1818948,15429911,12.97,18.78,670.91,144.81,91.88,38.41,1.31,4647615.18,8.12
3117,일동제약,의약품,A249420,12,2021,Annual,708970363,301550233,51817973,82587409,247789740,708970363,548385588,364140601,38334279,88400000,0,160584775,560131626,340693101,-55535279,96523856,33253656,-100968469,-11365958,-43367886,104315820,22.65,32.8,341.49,144.8,60.82,-48.64,-9.91,-55535279.17,39.18
1331,두산에너빌리티,기계,A034020,12,2020,Annual,25567174291,9946795870,2036954321,1958721612,6157806963,25567174291,18460677610,13070548146,2194328819,5368579021,1183035255,7106496681,9171512226,8131775775,-134533006,108054000,39811000,-838445773,295223701,-525976937,1226179486,27.8,40.25,259.77,144.79,88.66,-12.81,-1.47,-134533006.2,11.34
2359,조흥,음식료품,A002600,12,2023,Annual,394002200,228773496,52115199,136314795,152137039,394002200,244362081,190668214,16361638,163753841,51408330,149640119,405945609,365182445,15648302,0,236434,355244,9155624,-8835933,-858367,37.98,54.95,163.3,144.69,89.96,0.23,3.85,15648302.44,10.04
697,대유플러스,전기전자,A000300,12,2021,Annual,594393688,319733925,98198513,57120070,123052970,594393688,455486600,340478723,108266131,88682130,24351688,138907088,464527023,419992313,7907353,2296807,188020,1985111,-13743011,-53869455,82417029,23.37,33.77,327.91,144.5,90.41,1.53,1.7,7907353.42,9.59
2813,하나투어,서비스업,A039130,12,2022,Annual,455429440,270540219,39362975,8274560,10176272,455429440,355727793,232758647,41976540,14370131,7865108,99701648,114969463,0,-101184086,0,16482817,-64572425,-10240866,-71337980,70014760,21.89,31.62,356.79,144.45,0,-82.02,-88.01,-101184086.2,100
2643,KC코트렐,기계,A119650,12,2022,Annual,323473721,265002514,62226977,25990810,4177065,323473721,266719037,229916926,48384061,38652391,2545200,56754684,421583747,391523286,3629852,1002253,20022,-22130143,-121705126,-4697818,48763230,17.55,25.33,469.95,144.36,92.87,-41.48,0.86,3629851.71,7.13
2126,윌비스,유통업,A008600,12,2020,Annual,284787600,180164928,49377851,79301526,38971816,284787600,185657189,162969123,7327886,107311502,624990,99130411,239612066,194900746,2385303,613190,2097356,-2449013,-5933774,-7677719,11843490,34.81,50.14,187.29,144.05,81.34,-2.44,1,2385302.94,18.66
604,대동,기계,A000490,12,2023,Annual,1956376111,1174544147,427690031,638723253,690126346,1956376111,1379316412,1110209880,170027823,610164779,26772003,577059699,1433390777,1121155129,65403445,6971330,18009153,11919510,-181478144,-30310722,148312816,29.5,42.47,239.02,143.98,78.22,2.27,4.56,65403445.12,21.78
2874,선진,음식료품,A136490,12,2023,Annual,1258124553,640404859,170548021,190890682,450394658,1258124553,815022297,747882636,75880575,536797025,14820960,443102256,1906005301,1599736017,97522940,0,2140551,10457094,66648777,-35441280,-59471800,35.22,50.63,183.94,143.76,83.93,2.37,5.12,97522940.18,16.07
3009,화인베스틸,철강금속,A133820,12,2023,Annual,190295962,72783198,26741817,32576482,83235471,190295962,125305301,119570949,14208826,79426329,742880,64990661,132197702,135822606,-19776770,0,0,-18028351,-6385811,-16274655,21698333,34.15,49.04,192.81,143.6,102.74,-25.17,-14.96,-19776770.06,-2.74
690,대유에이텍,운수장비,A002880,12,2019,Annual,1117314246,533483122,234972812,113581495,358736322,1117314246,881264979,716443419,286091701,179139982,54165861,236049267,1284997078,1082793461,31291170,6154832,17274281,17887239,40971332,-33567624,-21789305,21.13,30.33,373.34,143.58,84.26,8.8,2.44,31291169.63,15.74
1682,삼화전자,전기전자,A011230,12,2021,Annual,66900329,15853064,8281089,6662837,49199142,66900329,49263944,35263741,6426454,25167569,0,17636385,44342176,42220199,-3986876,605279,0,-4123339,-1095394,-2023537,3471024,26.36,37.81,279.33,143.44,95.21,-26.2,-8.99,-3986875.66,4.79
772,덕양산업,운수장비,A024900,12,2021,Annual,523564265,316655686,191650573,15180083,155568943,523564265,459786678,400064094,276914859,41725930,31732177,63777587,1348236915,1319859712,6261101,1195000,0,1602089,37206113,-19011175,-14115256,12.18,17.44,720.92,143.17,97.9,2.68,0.46,6261100.58,2.1
2473,코스맥스비티아이,기타금융,A044820,12,2022,Annual,936136657,300281651,93250418,67728869,236596063,936136657,610374632,448910529,66392215,276127936,65671944,325762025,617403775,529233049,3400294,4307500,4068025,-20235925,29958706,544385,-23547379,34.8,49.81,187.37,143.14,85.72,-6.06,0.55,3400294.22,14.28
178,LX하우시스,화학,A108670,12,2022,Annual,2483729000,1078800000,466612000,374560000,1096652000,2483729000,1703786000,1060606000,226856000,323324000,118019000,779943000,3611151000,2851053000,14940000,8983000,41950000,-117721000,72002000,-180836000,67767000,31.4,44.92,218.45,143.05,78.95,-14.33,0.41,14940000,21.05
1483,범양건영,건설업,A002410,12,2022,Annual,215054262,79479044,9425889,29570446,67579752,215054262,144032362,90720865,11455138,37420000,38058253,71021899,119750819,121316917,-12326104,0,85003,-8414780,-58386159,2170884,33891114,33.03,47.09,202.8,142.6,101.31,-11.18,-10.29,-12326103.59,-1.31
2101,우신시스템,기계,A017370,12,2020,Annual,324516702,183572765,73365616,33362238,130430637,324516702,224284592,189835876,34751360,103961590,13362916,100232109,240664448,221366007,-3556316,1624564,0,-14012533,13093154,-19243556,27407890,30.89,43.93,223.77,142.23,91.98,-12.98,-1.48,-3556316.28,8.02
963,한신공영,건설업,A004960,12,2022,Annual,2349398105,1557208567,116039170,591203492,129320332,2349398105,1622658480,982066539,116749031,243196000,374627025,726739625,1221553532,1095592091,39442103,25000,8002000,39984565,-32119526,-33111572,47252666,30.93,43.89,223.28,141.88,89.69,5.69,3.23,39442102.75,10.31
1151,화신,운수장비,A010690,12,2020,Annual,822660475,408943542,162898245,143912800,356664448,822660475,566999792,448156612,72389944,182933484,38803532,255660683,1085541981,1028521344,-11278094,0,43626,-54248883,39627394,-55475328,28428869,31.08,44.05,221.78,141.74,94.75,-19.54,-1.04,-11278093.96,5.25
1720,서울식품,음식료품,A004410,12,2019,Annual,75967415,22065235,9295755,4154847,49705902,75967415,51005016,31722042,3503626,15594000,8622180,24962399,62148306,49388028,358751,0,155443,-2007048,4504336,-5655507,624549,32.86,46.46,204.33,141.38,79.47,-7.64,0.58,358750.51,20.53
2103,우신시스템,기계,A017370,12,2022,Annual,282515716,150779320,47102740,22937893,118793966,282515716,192467200,178058327,30380985,105758050,8626980,90048515,254538462,217594345,7972167,1709525,0,2816573,18003437,-19418252,-23178839,31.87,44.94,213.74,140.99,85.49,3.14,3.13,7972167.44,14.51
1850,신성통상,유통업,A005390,6,2019,Annual,691880234,438940017,98487545,265945210,172504447,691880235,463116499,355716499,81355940,146368404,41676800,228763736,954866605,606236868,40700423,3422000,11266000,2555720,11803783,-30164749,23498879,33.06,46.6,202.44,140.92,63.49,1.11,4.26,40700423,36.51
1845,신성이엔지,전기전자,A011930,12,2019,Annual,416614707,176850498,0,24692938,148594926,416614707,294438376,277484359,0,121158471,11641450,122176331,402785318,347841460,7224025,8122662,948625,2085195,8904429,-6022339,-427486,29.33,41.18,240.99,140.43,86.36,1.77,1.79,7224024.7,13.64
2437,카프로,화학,A006380,12,2021,Annual,395298176,216792805,108788276,58657567,173042119,395298176,269292141,207957307,58739969,123000000,10000000,126006035,582429146,567260456,3603080,0,0,1957933,-37211878,-9637808,54788775,31.88,44.75,213.71,140.37,97.4,1.57,0.62,3603080.37,2.6
3136,토니모리,화학,A214420,12,2020,Annual,194228001,78043936,12672892,21001092,63047801,194228001,126955131,90003571,6084350,39391556,8000000,67272870,113458576,57343829,-25530977,0,6448463,-39602055,-8120175,-14243160,-14852173,34.64,48.52,188.72,140.08,50.54,-47.76,-22.5,-25530976.71,49.46
2493,코오롱,기타금융,A002020,12,2022,Annual,4659039218,1684980865,426805100,216370582,538379277,4659039218,3358709490,2341085909,533788024,728798387,360967192,1300329728,5659922375,4974430375,317514999,2536429,6902503,194835466,239093466,-301409673,205302034,27.91,39.06,258.3,139.96,87.89,17.03,5.61,317514999.5,12.11
1007,한진,운수창고업,A002320,12,2021,Annual,3877620716,702239490,274861030,9937244,1569906686,3877620716,2503649583,865858612,19522000,62333882,322726002,1373971133,2504131194,2310957656,99432892,0,538000,161832907,196051346,59200596,-175055752,35.43,49.59,182.22,139.96,92.29,12.39,3.97,99432891.7,7.71
56,E1,유통업,A017940,12,2020,Annual,3731448422,1358137166,505644552,418597248,950376419,3731448422,2487985637,1637841242,366274788,276666785,21997000,1243462785,3927554237,3613110785,39530859,0,17791258,56330569,175086208,-72870708,-25541950,33.32,46.55,200.09,139.7,91.99,4.6,1.01,39530859.09,8.01
1966,알루코,철강금속,A001780,12,2020,Annual,701423268,282141096,77961459,87045729,369764119,701423268,439521686,366338434,35010641,246692260,10425033,261901582,495265472,425524394,24769916,0,0,-31940784,92515444,-48658654,-31279383,37.34,52.03,167.82,139.36,85.92,-11.66,5,24769915.83,14.08
444,국보,운수창고업,A001140,12,2023,Annual,91419723,21937832,4971767,4276414,6011488,91419723,62048920,54620061,7460534,9491861,8329,29370804,47384485,47134518,-12080295,0,88069,-31563058,-5695619,-29214784,28635512,32.13,44.75,211.26,139.3,99.47,-87.12,-25.49,-12080295.47,0.53
2625,풀무원,음식료품,A017810,12,2019,Annual,1484556454,467836336,205004746,105967509,847207723,1484556454,1021454494,621185642,162257851,242392568,59783965,463101960,2381451203,1791427155,30570665,26789475,51593950,-7535425,85410377,-67651096,-747215,31.19,43.35,220.57,138.98,75.22,-1.66,1.28,30570664.86,24.78
1023,한창,유통업,A005110,12,2022,Annual,113480993,77404531,11671341,10830518,11245739,113480993,90132833,82062813,6432472,19097000,3346414,23348161,89339914,54491514,9846445,867324,133575,-1870954,12269266,15398687,-28773859,20.57,28.58,386.04,138.91,60.99,-6.2,11.02,9846444.82,39.01
793,하이트진로홀딩스,기타금융,A000140,12,2022,Annual,3945000965,1071001300,392007947,227109773,1929333199,3945000965,2779584713,1953602948,160045861,786873297,82332426,1165416252,2484277054,1415159632,202502517,0,184832728,72048976,-89506146,3608915,-100131857,29.54,41,238.51,138.79,56.96,6.4,8.15,202502517.2,43.04
2213,이아이디,유통업,A093230,12,2022,Annual,566212896,159912887,36780531,44817360,45722067,566212896,384426714,379746133,35255404,25718994,0,181786182,269174490,256397766,-12839603,743128,183675,-99474118,-6376490,-52128704,38700367,32.11,44.5,211.47,138.6,95.25,-45.27,-4.77,-12839603.03,4.75
