,종목명,회계년,총자본회전율(회),총부채회전율(회),총자산회전율(회)
1783,세아베스틸지주,2022,2.26,2.53,1.19
1784,세아베스틸지주,2023,2.04,2.35,1.09
1785,세아제강,2019,2.18,2.56,1.18
1786,세아제강,2020,1.97,2.52,1.11
1787,세아제강,2021,2.35,2.98,1.31
1788,세아제강,2022,2.39,3.04,1.34
1789,세아제강,2023,2.04,3.17,1.24
1790,세아홀딩스,2019,1.63,2.02,0.90
1791,세아홀딩스,2020,1.48,1.78,0.81
1792,세아홀딩스,2021,2.15,2.39,1.13
1793,세아홀딩스,2022,2.30,2.41,1.18
1794,세아홀딩스,2023,2.10,2.29,1.10
1795,세우글로벌,2019,0.76,3.34,0.62
1796,세우글로벌,2020,0.66,5.60,0.59
1797,세우글로벌,2021,0.74,7.59,0.68
1798,세우글로벌,2022,0.62,6.64,0.57
1799,세우글로벌,2023,0.77,7.16,0.69
1800,세원이앤씨,2019,1.06,1.06,0.53
1801,세원이앤씨,2020,0.63,0.65,0.32
1802,세원이앤씨,2021,0.49,0.60,0.27
1803,세원이앤씨,2022,0.75,1.06,0.44
1804,세원이앤씨,2023,0.73,0.97,0.42
1805,세원정공,2019,0.36,1.63,0.30
1806,세원정공,2020,0.30,1.55,0.25
1807,세원정공,2021,0.27,1.72,0.23
1808,세원정공,2022,0.21,1.55,0.18
1809,세원정공,2023,0.28,1.87,0.24
1810,세이브존I&C,2019,0.36,1.17,0.28
1811,세이브존I&C,2020,0.30,1.13,0.24
1812,세이브존I&C,2021,0.27,1.14,0.22
1813,세이브존I&C,2022,0.26,1.11,0.21
1814,세이브존I&C,2023,0.26,1.13,0.21
1815,에스제이지세종,2019,3.29,2.17,1.31
1816,에스제이지세종,2020,3.07,1.71,1.10
1817,에스제이지세종,2021,3.91,2.00,1.32
1818,에스제이지세종,2022,4.62,2.44,1.60
1819,에스제이지세종,2023,4.41,2.41,1.56
1820,송원산업,2019,1.93,1.77,0.92
1821,송원산업,2020,1.80,1.82,0.90
1822,송원산업,2021,1.98,2.00,0.99
1823,송원산업,2022,2.17,2.40,1.14
1824,송원산업,2023,1.48,2.24,0.89
1825,수산중공업,2019,1.58,1.67,0.81
1826,수산중공업,2020,1.35,1.28,0.66
1827,수산중공업,2021,2.24,2.05,1.07
1828,수산중공업,2022,2.20,2.41,1.15
1829,수산중공업,2023,1.44,2.15,0.86
1830,신대양제지,2019,1.20,2.97,0.85
1831,신대양제지,2020,1.04,3.01,0.77
1832,신대양제지,2021,1.11,3.18,0.82
1833,신대양제지,2022,1.05,3.03,0.78
1834,신대양제지,2023,0.96,3.10,0.73
1835,신도리코,2019,0.49,5.49,0.45
1836,신도리코,2020,0.39,4.65,0.36
1837,신도리코,2021,0.36,4.54,0.33
1838,신도리코,2022,0.40,4.77,0.37
1839,신도리코,2023,0.41,4.59,0.37
1840,신라교역,2019,0.72,4.27,0.62
1841,신라교역,2020,0.72,3.50,0.60
1842,신라교역,2021,0.65,2.90,0.53
1843,신라교역,2022,0.78,3.03,0.62
1844,신라교역,2023,0.77,2.59,0.59
1845,신성이엔지,2019,3.41,1.36,0.97
1846,신성이엔지,2020,3.08,1.83,1.15
1847,신성이엔지,2021,2.28,1.82,1.01
1848,신성이엔지,2022,3.17,2.09,1.26
1849,신성이엔지,2023,2.54,1.62,0.99
1850,신성통상,2019,4.16,2.15,1.42
1851,신성통상,2020,4.47,1.88,1.33
1852,신성통상,2021,4.84,1.90,1.37
1853,신성통상,2022,4.82,2.23,1.53
1854,신성통상,2023,4.02,2.33,1.47
1855,신세계,2019,1.22,0.94,0.53
1856,신세계,2020,0.90,0.63,0.37
1857,신세계,2021,1.17,0.81,0.48
1858,신세계,2022,1.30,0.98,0.56
1859,신세계,2023,1.01,0.77,0.44
1860,신세계건설,2019,5.17,1.78,1.32
1861,신세계건설,2020,4.78,1.67,1.24
1862,신세계건설,2021,5.87,2.16,1.58
1863,신세계건설,2022,5.62,2.11,1.54
1864,신세계건설,2023,7.44,1.59,1.31
1865,신영와코루,2019,0.57,5.40,0.51
1866,신영와코루,2020,0.56,3.95,0.49
1867,신영와코루,2021,0.59,3.10,0.50
1868,신영와코루,2022,0.59,3.13,0.49
1869,신영와코루,2023,0.56,4.09,0.49
1870,신원,2019,3.51,3.13,1.65
1871,신원,2020,3.59,3.29,1.72
1872,신원,2021,4.43,3.43,1.93
1873,신원,2022,4.56,3.45,1.96
1874,신원,2023,3.80,2.71,1.58
1875,신일전자,2019,2.14,4.40,1.44
1876,신일전자,2020,2.38,5.23,1.64
1877,신일전자,2021,2.45,5.17,1.66
1878,신일전자,2022,2.46,3.67,1.47
1879,신일전자,2023,2.25,3.21,1.32
1880,신풍제약,2019,0.89,1.10,0.49
1881,신풍제약,2020,0.66,1.39,0.45
1882,신풍제약,2021,0.51,2.51,0.42
1883,신풍제약,2022,0.61,6.08,0.55
1884,신풍제약,2023,0.67,3.64,0.56
1885,신풍,2019,2.59,1.35,0.89
1886,신풍,2020,0.40,0.54,0.23
1887,신풍,2021,0.27,4.38,0.26
1888,신풍,2022,0.22,1.09,0.18
1889,신풍,2023,0.35,0.86,0.25
1890,SHD,2019,2.17,2.40,1.14
1891,SHD,2020,2.25,2.55,1.19
1892,SHD,2021,2.79,3.49,1.55
1893,SHD,2022,2.72,3.72,1.57
1894,SHD,2023,2.07,3.02,1.23
1895,신흥,2019,1.47,2.36,0.91
1896,신흥,2020,1.36,2.06,0.82
1897,신흥,2021,1.31,2.77,0.89
1898,신흥,2022,1.13,3.33,0.85
1899,신흥,2023,1.02,3.74,0.80
1900,쌍방울,2019,0.52,0.55,0.27
1901,쌍방울,2020,0.51,0.63,0.28
1902,쌍방울,2021,0.44,0.64,0.26
1903,쌍방울,2022,0.56,1.05,0.37
1904,쌍방울,2023,0.75,3.19,0.61
1905,쌍용C&E,2019,0.81,1.02,0.45
1906,쌍용C&E,2020,0.84,0.92,0.44
1907,쌍용C&E,2021,0.99,0.94,0.48
1908,쌍용C&E,2022,1.05,0.81,0.46
1909,쌍용C&E,2023,1.18,0.86,0.50
1910,써니전자,2019,0.53,2.55,0.44
1911,써니전자,2020,0.28,3.56,0.26
1912,써니전자,2021,0.24,3.00,0.22
1913,써니전자,2022,0.25,2.84,0.23
1914,써니전자,2023,0.17,5.34,0.16
1915,씨아이테크,2019,1.40,1.87,0.80
1916,씨아이테크,2020,1.24,1.23,0.62
1917,씨아이테크,2021,1.17,1.27,0.61
1918,씨아이테크,2022,1.13,1.55,0.65
1919,씨아이테크,2023,1.06,1.48,0.62
1920,아남전자,2019,4.30,2.82,1.70
1921,아남전자,2020,4.53,2.38,1.56
1922,아남전자,2021,5.23,2.20,1.55
1923,아남전자,2022,5.45,2.62,1.77
1924,아남전자,2023,3.26,2.40,1.38
1925,아모레퍼시픽,2019,1.25,4.62,0.98
1926,아모레퍼시픽,2020,0.99,3.25,0.76
1927,아모레퍼시픽,2021,1.06,3.73,0.82
1928,아모레퍼시픽,2022,0.87,3.45,0.69
1929,아모레퍼시픽,2023,0.76,3.61,0.63
1930,아모레G,2019,0.99,4.27,0.80
1931,아모레G,2020,0.77,2.97,0.61
1932,아모레G,2021,0.84,3.46,0.67
1933,아모레G,2022,0.69,3.35,0.57
1934,아모레G,2023,0.62,3.62,0.53
1935,메타랩스,2019,1.32,2.36,0.85
1936,메타랩스,2020,0.87,1.55,0.56
1937,메타랩스,2021,0.53,1.13,0.36
1938,메타랩스,2022,0.33,1.14,0.26
1939,메타랩스,2023,0.28,0.87,0.21
1940,아세아,2019,1.08,1.07,0.54
1941,아세아,2020,1.02,1.10,0.53
1942,아세아,2021,1.14,1.34,0.62
1943,아세아,2022,1.16,1.53,0.66
1944,아세아,2023,1.10,1.62,0.66
1945,아세아제지,2019,1.25,2.57,0.84
1946,아세아제지,2020,1.20,2.86,0.85
1947,아세아제지,2021,1.40,3.75,1.02
1948,아세아제지,2022,1.35,4.21,1.02
1949,아세아제지,2023,1.10,4.23,0.87
1950,아시아나항공,2019,6.88,0.70,0.63
1951,아시아나항공,2020,3.88,0.31,0.28
1952,아시아나항공,2021,5.39,0.34,0.32
1953,아시아나항공,2022,10.04,0.49,0.47
1954,아시아나항공,2023,9.99,0.61,0.58
1955,아이에스동서,2019,0.65,0.57,0.30
1956,아이에스동서,2020,0.90,0.62,0.37
1957,아이에스동서,2021,1.13,0.75,0.45
1958,아이에스동서,2022,1.49,1.09,0.63
1959,아이에스동서,2023,1.20,0.88,0.51
1960,IHQ,2019,0.58,3.57,0.50
1961,IHQ,2020,0.63,2.86,0.52
1962,IHQ,2021,0.51,0.81,0.31
1963,IHQ,2022,0.46,0.34,0.19
1964,IHQ,2023,0.37,0.36,0.18
1965,알루코,2019,1.60,0.96,0.60
1966,알루코,2020,1.81,1.07,0.67
1967,알루코,2021,1.82,1.09,0.68
1968,알루코,2022,2.14,1.30,0.81
1969,알루코,2023,1.77,1.17,0.70
1970,에넥스,2019,6.40,4.18,2.53
1971,에넥스,2020,4.70,3.21,1.91
1972,에넥스,2021,3.61,3.01,1.64
1973,에넥스,2022,3.72,2.74,1.58
1974,에넥스,2023,5.54,2.44,1.70
1975,에스엘,2019,1.88,2.82,1.13
1976,에스엘,2020,1.79,2.77,1.09
1977,에스엘,2021,2.04,3.06,1.22
1978,에스엘,2022,2.59,3.67,1.52
1979,에스엘,2023,2.60,3.95,1.57
1980,에스원,2019,1.66,4.85,1.24
1981,에스원,2020,1.64,4.49,1.20
1982,에스원,2021,1.64,4.39,1.19
1983,에스원,2022,1.66,4.56,1.22
1984,에스원,2023,1.68,4.62,1.23
1985,SJM홀딩스,2019,0.65,3.16,0.54
1986,SJM홀딩스,2020,0.57,2.43,0.46
1987,SJM홀딩스,2021,0.59,2.37,0.47
1988,SJM홀딩스,2022,0.70,2.81,0.56
1989,SJM홀딩스,2023,0.75,3.14,0.61
1990,에쓰씨엔지니어링,2019,1.60,1.09,0.65
1991,에쓰씨엔지니어링,2020,0.83,0.54,0.33
1992,에쓰씨엔지니어링,2021,2.36,1.25,0.82
1993,에쓰씨엔지니어링,2022,3.22,1.99,1.23
1994,에쓰씨엔지니어링,2023,3.41,2.16,1.32
1995,에이엔피,2019,1.70,1.31,0.74
1996,에이엔피,2020,1.68,1.18,0.69
1997,에이엔피,2021,1.96,1.20,0.75
1998,에이엔피,2022,3.58,1.67,1.14
1999,에이엔피,2023,4.52,2.02,1.40
2000,에이프로젠,2019,0.22,0.48,0.15
2001,에이프로젠,2020,0.21,0.93,0.17
2002,에이프로젠,2021,0.08,0.08,0.04
2003,에이프로젠,2022,0.34,0.25,0.15
2004,에이프로젠,2023,0.34,0.95,0.25
2005,에이프로젠바이오로직스,2019,0.20,1.21,0.17
2006,에이프로젠바이오로직스,2020,0.11,3.08,0.11
2007,에이프로젠바이오로직스,2021,0.09,3.28,0.09
2008,에이프로젠바이오로직스,2022,0.12,0.68,0.10
2009,에이프로젠바이오로직스,2023,0.20,0.44,0.14
2010,엔씨소프트,2019,0.70,2.44,0.54
2011,엔씨소프트,2020,0.85,2.73,0.65
2012,엔씨소프트,2021,0.73,1.95,0.53
2013,엔씨소프트,2022,0.81,1.93,0.57
2014,엔씨소프트,2023,0.55,1.50,0.40
2015,엔케이,2019,0.69,1.06,0.42
2016,엔케이,2020,0.76,1.32,0.48
2017,엔케이,2021,0.72,1.76,0.51
2018,엔케이,2022,0.66,1.79,0.48
2019,엔케이,2023,0.58,1.52,0.42
2020,플레이그램,2019,0.21,4.47,0.20
2021,플레이그램,2020,0.66,8.25,0.61
2022,플레이그램,2021,0.72,0.96,0.41
2023,플레이그램,2022,1.12,1.33,0.61
2024,플레이그램,2023,1.20,1.95,0.74
2025,NPC,2019,1.67,3.62,1.14
2026,NPC,2020,1.49,3.67,1.06
2027,NPC,2021,1.57,3.34,1.07
2028,NPC,2022,1.63,3.03,1.06
2029,NPC,2023,1.43,2.86,0.96
2030,영보화학,2019,0.90,3.94,0.74
2031,영보화학,2020,0.73,3.50,0.60
2032,영보화학,2021,0.51,2.96,0.43
2033,영보화학,2022,0.53,3.55,0.46
2034,영보화학,2023,0.56,4.86,0.50
2035,영원무역,2019,1.32,2.26,0.83
2036,영원무역,2020,1.24,2.26,0.80
2037,영원무역,2021,1.26,2.59,0.85
2038,영원무역,2022,1.41,3.11,0.97
2039,영원무역,2023,1.08,2.32,0.73
2040,영원무역홀딩스,2019,1.15,2.39,0.78
2041,영원무역홀딩스,2020,1.10,2.45,0.76
2042,영원무역홀딩스,2021,1.12,2.84,0.80
2043,영원무역홀딩스,2022,1.27,3.39,0.92
2044,영원무역홀딩스,2023,1.02,2.64,0.73
2045,영진약품,2019,1.94,2.61,1.11
2046,영진약품,2020,1.81,2.63,1.07
2047,영진약품,2021,1.79,2.41,1.03
2048,영진약품,2022,2.24,2.16,1.10
2049,영진약품,2023,2.62,1.88,1.09
2050,영풍,2019,0.86,2.63,0.65
2051,영풍,2020,0.86,2.63,0.65
2052,영풍,2021,0.94,2.46,0.68
2053,영풍,2022,1.07,2.87,0.78
2054,영풍,2023,0.87,2.73,0.66
2055,영풍제지,2019,0.86,4.18,0.72
2056,영풍제지,2020,0.80,2.06,0.57
2057,영풍제지,2021,0.93,1.58,0.59
2058,영풍제지,2022,0.79,1.46,0.51
2059,영풍제지,2023,0.64,1.12,0.41
2060,영화금속,2019,3.32,1.72,1.13
2061,영화금속,2020,2.48,1.41,0.90
2062,영화금속,2021,3.50,1.72,1.15
2063,영화금속,2022,4.61,1.85,1.32
2064,영화금속,2023,4.49,1.95,1.36
2065,예스코홀딩스,2019,1.83,1.23,0.74
2066,예스코홀딩스,2020,1.95,1.11,0.71
2067,예스코홀딩스,2021,2.45,1.34,0.86
2068,예스코홀딩스,2022,2.79,1.58,1.01
2069,예스코홀딩스,2023,2.80,1.57,1.00
2070,오뚜기,2019,1.80,2.96,1.12
2071,오뚜기,2020,1.86,3.05,1.16
2072,오뚜기,2021,1.84,2.79,1.11
2073,오뚜기,2022,1.83,2.37,1.03
2074,오뚜기,2023,1.72,2.26,0.98
2075,오리온홀딩스,2019,0.65,1.92,0.48
2076,오리온홀딩스,2020,0.67,2.25,0.51
2077,오리온홀딩스,2021,0.66,2.31,0.51
2078,오리온홀딩스,2022,0.73,2.84,0.58
2079,오리온홀딩스,2023,0.70,3.29,0.58
2080,웰바이오텍,2019,0.69,1.33,0.45
2081,웰바이오텍,2020,1.27,1.26,0.63
2082,웰바이오텍,2021,3.84,1.41,1.03
2083,웰바이오텍,2022,4.37,2.50,1.59
2084,웰바이오텍,2023,1.99,3.07,1.21
2085,팜젠사이언스,2019,1.68,2.23,0.96
2086,팜젠사이언스,2020,1.38,2.02,0.82
2087,팜젠사이언스,2021,1.04,1.51,0.62
2088,팜젠사이언스,2022,0.90,1.48,0.56
2089,팜젠사이언스,2023,0.77,1.53,0.51
2090,에스메디,2019,2.06,1.46,0.86
2091,에스메디,2020,0.12,0.14,0.06
2092,에스메디,2021,0.19,0.31,0.12
2093,에스메디,2022,0.15,0.33,0.10
2094,에스메디,2023,0.42,1.43,0.32
2095,우성,2019,2.05,2.39,1.10
2096,우성,2020,2.22,2.60,1.20
2097,우성,2021,2.75,3.12,1.46
2098,우성,2022,3.54,3.05,1.64
2099,우성,2023,3.57,2.69,1.53
2100,우신시스템,2019,2.24,1.30,0.82
2101,우신시스템,2020,2.23,1.13,0.75
2102,우신시스템,2021,2.77,1.18,0.83
2103,우신시스템,2022,2.84,1.23,0.86
2104,우신시스템,2023,2.60,1.02,0.73
2105,우진플라임,2019,3.05,0.83,0.65
2106,우진플라임,2020,3.62,0.97,0.77
2107,우진플라임,2021,3.27,1.17,0.86
2108,우진플라임,2022,2.75,1.35,0.91
2109,우진플라임,2023,2.03,1.08,0.70
2110,웅진,2019,3.34,0.52,0.45
2111,웅진,2020,3.90,0.50,0.44
2112,웅진,2021,4.78,1.12,0.91
2113,웅진,2022,4.70,1.23,0.97
2114,웅진,2023,4.88,1.20,0.96
2115,웅진씽크빅,2019,1.65,0.56,0.42
2116,웅진씽크빅,2020,1.53,0.57,0.41
2117,웅진씽크빅,2021,2.18,2.36,1.13
2118,웅진씽크빅,2022,2.53,2.27,1.19
2119,웅진씽크빅,2023,2.59,2.11,1.16
2120,원림,2019,0.69,1.88,0.50
2121,원림,2020,0.55,1.51,0.40
2122,원림,2021,0.59,2.02,0.46
2123,원림,2022,0.59,2.69,0.48
2124,원림,2023,0.57,3.44,0.49
2125,윌비스,2019,2.31,1.53,0.92
2126,윌비스,2020,2.38,1.31,0.85
2127,윌비스,2021,2.71,1.50,0.97
2128,윌비스,2022,2.51,1.43,0.91
2129,윌비스,2023,2.10,1.18,0.75
2130,유나이티드제약,2019,0.92,2.96,0.70
2131,유나이티드제약,2020,0.81,2.83,0.63
2132,유나이티드제약,2021,0.77,2.84,0.60
2133,유나이티드제약,2022,0.82,3.29,0.66
2134,유나이티드제약,2023,0.78,3.28,0.63
2135,유니드,2019,1.28,2.12,0.80
2136,유니드,2020,1.19,2.52,0.81
2137,유니드,2021,0.99,2.53,0.71
2138,유니드,2022,1.48,2.98,0.99
2139,유니드,2023,1.26,2.40,0.82
2140,유니온,2019,1.45,1.23,0.67
2141,유니온,2020,1.19,1.05,0.56
2142,유니온,2021,1.20,1.20,0.60
2143,유니온,2022,1.31,1.22,0.63
2144,유니온,2023,1.28,1.10,0.59
2145,유니온머티리얼,2019,1.30,1.38,0.67
2146,유니온머티리얼,2020,1.10,0.98,0.52
2147,유니온머티리얼,2021,1.42,1.16,0.64
2148,유니온머티리얼,2022,1.50,1.13,0.65
2149,유니온머티리얼,2023,1.58,0.96,0.60
2150,유니퀘스트,2019,1.65,2.50,1.00
2151,유니퀘스트,2020,1.79,2.89,1.10
2152,유니퀘스트,2021,2.17,3.64,1.36
2153,유니퀘스트,2022,2.22,3.28,1.33
2154,유니퀘스트,2023,2.37,2.64,1.25
2155,유성기업,2019,0.87,2.95,0.67
2156,유성기업,2020,0.80,2.34,0.60
2157,유성기업,2021,0.92,2.50,0.67
2158,유성기업,2022,0.94,2.90,0.71
2159,유성기업,2023,0.94,3.05,0.72
2160,유수홀딩스,2019,1.11,1.82,0.69
2161,유수홀딩스,2020,0.93,2.21,0.66
2162,유수홀딩스,2021,1.27,4.95,1.01
2163,유수홀딩스,2022,1.31,6.45,1.09
2164,유수홀딩스,2023,0.77,4.64,0.66
2165,유엔젤,2019,0.70,2.54,0.55
2166,유엔젤,2020,0.76,2.26,0.57
2167,유엔젤,2021,0.68,2.62,0.54
2168,유엔젤,2022,0.57,3.59,0.49
2169,유엔젤,2023,0.67,4.77,0.59
2170,유유제약,2019,1.02,1.90,0.67
2171,유유제약,2020,0.95,2.31,0.67
2172,유유제약,2021,0.94,2.26,0.66
2173,유유제약,2022,1.10,2.04,0.72
2174,유유제약,2023,1.13,1.83,0.70
2175,유한양행,2019,0.90,2.99,0.69
2176,유한양행,2020,0.93,3.19,0.72
2177,유한양행,2021,0.89,3.14,0.69
2178,유한양행,2022,0.90,3.58,0.72
2179,유한양행,2023,0.90,3.16,0.70
2180,율촌화학,2019,1.49,1.87,0.83
2181,율촌화학,2020,1.51,1.96,0.85
2182,율촌화학,2021,1.55,1.84,0.84
2183,율촌화학,2022,1.35,1.43,0.69
2184,율촌화학,2023,1.30,1.20,0.62
2185,이건산업,2019,1.56,1.12,0.65
2186,이건산업,2020,1.46,1.13,0.64
2187,이건산업,2021,1.53,1.26,0.69
2188,이건산업,2022,1.69,1.40,0.76
2189,이건산업,2023,1.59,1.26,0.70
2190,이구산업,2019,2.04,1.32,0.80
2191,이구산업,2020,1.99,1.22,0.76
2192,이구산업,2021,2.97,1.80,1.12
2193,이구산업,2022,3.44,2.09,1.30
2194,이구산업,2023,3.42,2.18,1.33
2195,이수페타시스,2019,4.05,1.54,1.12
2196,이수페타시스,2020,5.57,1.18,0.98
2197,이수페타시스,2021,4.93,1.45,1.12
2198,이수페타시스,2022,3.70,1.98,1.29
2199,이수페타시스,2023,2.76,1.98,1.15
2200,이수화학,2019,3.89,2.49,1.52
2201,이수화학,2020,3.97,1.92,1.29
2202,이수화학,2021,5.03,2.33,1.59
2203,이수화학,2022,5.02,2.57,1.70
2204,이수화학,2023,5.99,2.47,1.75
2205,이스타코,2019,0.57,0.63,0.30
2206,이스타코,2020,0.12,0.23,0.08
2207,이스타코,2021,0.14,0.26,0.09
2208,이스타코,2022,0.16,0.23,0.09
2209,이스타코,2023,0.30,0.37,0.17
2210,이아이디,2019,1.33,3.84,0.99
2211,이아이디,2020,1.16,2.26,0.77
2212,이아이디,2021,1.10,1.31,0.60
2213,이아이디,2022,1.22,0.83,0.50
2214,이아이디,2023,1.38,0.89,0.54
2215,이월드,2019,0.66,1.88,0.49
2216,이월드,2020,0.35,1.46,0.28
2217,이월드,2021,0.42,0.90,0.29
2218,이월드,2022,0.52,0.67,0.29
2219,이월드,2023,0.48,0.62,0.27
2220,이화산업,2019,0.40,0.50,0.22
2221,이화산업,2020,0.34,0.41,0.19
2222,이화산업,2021,0.32,0.60,0.21
2223,이화산업,2022,0.28,0.94,0.22
2224,이화산업,2023,0.23,0.81,0.18
2225,인디에프,2019,3.14,2.55,1.41
2226,인디에프,2020,2.94,1.66,1.06
2227,인디에프,2021,3.59,1.61,1.11
2228,인디에프,2022,3.40,1.60,1.09
2229,인디에프,2023,3.26,1.60,1.08
2230,인스코비,2019,2.67,2.94,1.40
2231,인스코비,2020,1.68,1.99,0.91
2232,인스코비,2021,1.31,1.87,0.77
2233,인스코비,2022,1.19,1.88,0.73
2234,인스코비,2023,1.97,2.62,1.12
2235,인지컨트롤스,2019,2.56,1.71,1.03
2236,인지컨트롤스,2020,2.45,1.42,0.90
2237,인지컨트롤스,2021,2.53,1.45,0.92
2238,인지컨트롤스,2022,2.83,1.53,0.99
2239,인지컨트롤스,2023,2.97,1.53,1.01
2240,인천도시가스,2019,3.14,3.29,1.61
2241,인천도시가스,2020,2.68,3.07,1.43
2242,인천도시가스,2021,2.63,3.17,1.44
2243,인천도시가스,2022,3.72,3.71,1.86
2244,인천도시가스,2023,3.80,3.43,1.80
2245,인팩,2019,3.17,2.06,1.25
2246,인팩,2020,3.42,1.97,1.25
2247,인팩,2021,3.73,2.00,1.30
2248,인팩,2022,3.96,2.02,1.34
2249,인팩,2023,3.74,1.80,1.21
2250,일동홀딩스,2019,1.20,1.00,0.54
2251,일동홀딩스,2020,1.90,1.20,0.74
2252,일동홀딩스,2021,2.42,0.95,0.68
2253,일동홀딩스,2022,3.83,0.94,0.76
2254,일동홀딩스,2023,3.77,0.91,0.73
2255,일성건설,2019,4.15,1.57,1.14
2256,일성건설,2020,3.76,1.46,1.05
2257,일성건설,2021,4.17,1.74,1.23
2258,일성건설,2022,4.03,1.64,1.17
2259,일성건설,2023,4.95,2.11,1.48
2260,일성아이에스,2019,0.14,2.06,0.14
2261,일성아이에스,2020,0.12,1.70,0.11
2262,일성아이에스,2021,0.12,1.71,0.11
2263,일성아이에스,2022,0.15,1.63,0.14
2264,일성아이에스,2023,0.19,1.81,0.17
2265,일신방직,2019,0.69,2.23,0.52
2266,일신방직,2020,0.64,2.00,0.48
2267,일신방직,2021,0.79,2.48,0.60
2268,일신방직,2022,0.70,2.27,0.53
2269,일신방직,2023,0.60,2.39,0.48
2270,일신석재,2019,1.29,2.07,0.80
2271,일신석재,2020,1.13,1.52,0.65
2272,일신석재,2021,1.43,1.84,0.80
2273,일신석재,2022,2.56,2.74,1.32
2274,일신석재,2023,1.80,1.98,0.94
2275,일양약품,2019,1.50,1.49,0.75
2276,일양약품,2020,1.47,1.68,0.78
2277,일양약품,2021,1.44,1.78,0.80
2278,일양약품,2022,1.36,1.79,0.77
2279,일양약품,2023,1.34,1.84,0.77
2280,일정실업,2019,1.10,1.41,0.62
2281,일정실업,2020,1.24,1.20,0.61
2282,일정실업,2021,1.88,1.43,0.81
2283,일정실업,2022,3.60,1.25,0.93
2284,일정실업,2023,7.64,1.16,1.01
2285,일진다이아,2019,1.14,2.71,0.80
2286,일진다이아,2020,0.90,2.72,0.68
2287,일진다이아,2021,0.52,2.26,0.42
2288,일진다이아,2022,0.35,2.10,0.30
2289,일진다이아,2023,0.29,2.31,0.26
2290,일진디스플,2019,1.46,1.25,0.67
2291,일진디스플,2020,1.70,0.83,0.56
2292,일진디스플,2021,5.19,1.06,0.88
2293,일진디스플,2022,6.27,1.27,1.06
2294,일진디스플,2023,2.00,0.62,0.47
2295,일진전기,2019,2.21,1.40,0.86
2296,일진전기,2020,2.31,1.48,0.90
2297,일진전기,2021,2.95,1.87,1.15
2298,일진전기,2022,3.49,2.31,1.39
2299,일진전기,2023,3.48,2.37,1.41
2300,일진홀딩스,2019,1.86,1.34,0.78
2301,일진홀딩스,2020,1.80,1.42,0.80
2302,일진홀딩스,2021,1.69,1.74,0.86
2303,일진홀딩스,2022,1.60,2.04,0.90
2304,일진홀딩스,2023,1.59,2.10,0.91
2305,자화전자,2019,1.31,5.00,1.04
2306,자화전자,2020,1.09,3.92,0.85
2307,자화전자,2021,1.22,3.12,0.88
2308,자화전자,2022,0.91,1.94,0.62
2309,자화전자,2023,1.39,2.12,0.84
2310,전방,2019,1.07,0.56,0.37
2311,전방,2020,0.77,0.43,0.28
2312,전방,2021,0.94,0.57,0.35
2313,전방,2022,0.70,0.75,0.36
2314,전방,2023,0.47,1.34,0.35
2315,제이준코스메틱,2019,0.59,0.66,0.31
2316,제이준코스메틱,2020,0.54,0.62,0.29
2317,제이준코스메틱,2021,0.25,0.63,0.18
2318,제이준코스메틱,2022,0.12,0.47,0.10
2319,제이준코스메틱,2023,0.42,2.25,0.35
2320,제일기획,2019,3.70,2.66,1.55
2321,제일기획,2020,2.79,2.18,1.22
2322,제일기획,2021,3.10,2.52,1.39
2323,제일기획,2022,3.62,2.89,1.61
2324,제일기획,2023,3.29,2.65,1.47
2325,제일연마,2019,0.99,3.98,0.79
2326,제일연마,2020,0.86,4.68,0.73
2327,제일연마,2021,0.89,6.05,0.78
2328,제일연마,2022,0.90,6.54,0.79
2329,제일연마,2023,0.91,7.49,0.81
2330,제일파마홀딩스,2019,1.37,2.11,0.83
2331,제일파마홀딩스,2020,1.55,2.03,0.88
2332,제일파마홀딩스,2021,1.53,1.95,0.86
2333,제일파마홀딩스,2022,1.72,1.89,0.90
2334,제일파마홀딩스,2023,1.96,1.74,0.92
2335,조광페인트,2019,1.17,1.51,0.66
2336,조광페인트,2020,1.07,1.40,0.61
2337,조광페인트,2021,1.27,1.49,0.68
2338,조광페인트,2022,1.51,1.34,0.71
2339,조광페인트,2023,1.47,1.19,0.66
2340,조광피혁,2019,0.42,6.35,0.40
2341,조광피혁,2020,0.33,3.96,0.30
2342,조광피혁,2021,0.30,2.26,0.27
2343,조광피혁,2022,0.32,1.91,0.28
2344,조광피혁,2023,0.31,1.89,0.27
2345,조비,2019,1.47,1.58,0.76
2346,조비,2020,1.49,1.83,0.82
2347,조비,2021,1.62,1.94,0.88
2348,조비,2022,2.59,2.49,1.27
2349,조비,2023,2.02,1.70,0.92
2350,조일알미늄,2019,2.08,1.81,0.97
2351,조일알미늄,2020,2.95,1.96,1.18
2352,조일알미늄,2021,3.35,2.71,1.50
2353,조일알미늄,2022,3.18,3.11,1.57
2354,조일알미늄,2023,2.46,2.45,1.23
2355,조흥,2019,1.53,2.46,0.94
2356,조흥,2020,1.69,2.19,0.95
2357,조흥,2021,1.80,2.12,0.97
2358,조흥,2022,2.16,1.61,0.92
2359,조흥,2023,2.67,1.55,0.98
2360,종근당바이오,2019,0.90,2.46,0.66
2361,종근당바이오,2020,0.76,1.31,0.48
2362,종근당바이오,2021,0.86,1.13,0.49
2363,종근당바이오,2022,1.01,1.03,0.51
