종목명,2011통합등급,2011환경,2011사회,2011지배구조,2012통합등급,2012환경,2012사회,2012지배구조,2013통합등급,2013환경,2013사회,2013지배구조,2014통합등급,2014환경,2014사회,2014지배구조,2015통합등급,2015환경,2015사회,2015지배구조,2016통합등급,2016환경,2016사회,2016지배구조,2017통합등급,2017환경,2017사회,2017지배구조,2018통합등급,2018환경,2018사회,2018지배구조,2020통합등급,2020환경,2020사회,2020지배구조,2021통합등급,2021환경,2021사회,2021지배구조,2022통합등급,2022환경,2022사회,2022지배구조,2023통합등급,2023환경,2023사회,2023지배구조,2024통합등급,2024환경,2024사회,2024지배구조,종목코드,시장구분,업종명,시가총액
SPC삼립,B이하,B,B이하,,B이하,B,B이하,B이하,B이하,B,B이하,B이하,B이하,C,B이하,B이하,B이하,C,B이하,B이하,B이하,B,B이하,B이하,B이하,C,B이하,B이하,B+,B+,B+,B이하,B+,B,A,B,B+,B,A,B+,B,C,B+,B,D,C,C,D,D,C,C,D,5610,KOSPI,음식료품,508249000000.0
STX,B+,B+,B+,B+,B+,B,B+,B+,B+,B,B+,B+,,,,,,,,,B이하,C,B+,B이하,B이하,B,B+,B이하,B이하,B,B이하,B이하,B,C,B+,B,B,D,B,B+,C,D,C,C,C,D,C,C,C,D,C,C,11810,KOSPI,유통업,240079000000.0
STX엔진,A,B,A,A,B+,B,A,A,B+,B,B+,B+,,,,,,,,,B+,B,B+,B+,B이하,B,B이하,B+,B이하,B,B이하,B+,B+,B+,B+,B,B+,B,B,B+,C,D,B,D,C,C,B,D,C,C,B,D,77970,KOSPI,기계,309470000000.0
STX조선해양,A,B,A,B+,B이하,C,B+,B+,B+,B,B+,B+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STX중공업,A,B,A,B+,B+,B,B+,B+,B이하,C,B+,B+,,,,,,,,,B이하,D,B+,B+,,,,,,,,,B,C,B+,B+,B,C,B,B+,C,D,B,B,C,C,C,B,C,C,C,B,71970,KOSPI,기계,416298000000.0
TCC스틸,B이하,B,B이하,B이하,B이하,C,B이하,B이하,B이하,C,B이하,B이하,B이하,C,B이하,B이하,B이하,C,B이하,B+,B이하,C,B이하,B+,B이하,C,B이하,B+,B이하,C,B이하,B이하,C,B,B,C,B,B,C,B,C,C,C,C,C,B+,B+,D,C,B+,B+,D,2710,KOSPI,철강금속,1420780000000.0
WISCOM,B이하,B,B이하,,B이하,B+,B이하,B이하,B이하,B,B이하,B이하,B이하,B,B이하,B이하,B이하,B,B이하,B이하,B이하,B+,B이하,B이하,B이하,B,B이하,B이하,B이하,B,B이하,B이하,C,C,C,B+,C,C,C,B+,C,D,D,B,C,C,C,B,C,C,C,B,24070,KOSPI,화학,36706819010.0
YGPLUS,,C,,,,C,B이하,,B이하,C,B이하,B이하,B이하,C,B이하,B이하,,,,,B이하,C,B이하,B이하,B이하,B,B이하,B이하,B이하,C,B이하,B이하,B,D,B,B,C,D,C,B,D,D,D,D,D,D,D,D,D,D,D,D,37270,KOSPI,서비스업,260378000000.0
가온전선,,B,,B이하,B이하,B,B이하,B이하,B이하,B,B이하,B이하,B이하,B,B+,B이하,B이하,B+,B이하,B이하,B이하,B,B이하,B+,B이하,B,B이하,B+,B+,B,B+,B+,B+,B,B+,B+,B+,B,B+,B+,B,C,B+,B+,B+,B+,A,B,B+,B+,A,B,500,KOSPI,전기전자,274819000000.0
강남제비스코,,B,,B이하,B이하,B,B이하,B이하,B이하,B,B이하,B이하,B이하,B,B이하,B이하,B이하,C,B이하,B이하,B이하,B,B이하,B이하,B이하,B,B이하,B이하,B이하,B,B이하,B이하,B,B,C,B,B,B,B,B+,C,C,B,B,B+,B+,B+,B+,B+,B+,B+,B+,860,KOSPI,화학,178100000000.0
강원랜드,B이하,B+,B이하,,B+,B+,A,B+,B+,B+,A,B+,B+,B+,A,B+,B+,A,B+,B+,A,B+,A,A,B+,B,A,A,B+,B+,B+,A,A,B,A,A,A,B+,A,A,A,B+,A+,A,A,A+,A+,A,A,A+,A+,A,35250,KOSPI,서비스업,3209110000000.0
갤럭시아에스엠,,B,,,,C,B이하,,B이하,C,B이하,B이하,B이하,C,B이하,B이하,B이하,C,B이하,B이하,B이하,C,B이하,B이하,B이하,C,B이하,B이하,B이하,C,B이하,B이하,C,D,C,C,C,D,D,B,D,D,D,D,D,D,D,D,D,D,D,D,11420,KOSPI,서비스업,61573454340.0
경남기업,B이하,B,B이하,B이하,B이하,C,B이하,B이하,B이하,C,B이하,B이하,B이하,C,B이하,B이하,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
경남에너지,B이하,B,B이하,,B이하,B,B이하,B이하,B이하,B,B이하,B이하,B이하,B,B이하,B이하,B이하,B,B이하,B이하,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
경농,B이하,B,B이하,B이하,B이하,B,B이하,B+,B이하,C,B이하,B+,B이하,C,B이하,B이하,B이하,C,B이하,B이하,B이하,B,B+,B이하,B이하,C,B이하,B이하,B이하,C,B이하,B이하,C,B,B+,C,B,B,B,B,C,C,D,B,C,C,D,B+,C,C,D,B+,2100,KOSPI,화학,191712000000.0
경동나비엔,B이하,B,B이하,B이하,B이하,C,B이하,B이하,B이하,C,B이하,B이하,B이하,C,B이하,B이하,B이하,C,B이하,B이하,B이하,C,B이하,B이하,B이하,D,B+,B+,B+,B,A,B+,B+,B,B+,B+,B+,B+,B+,B+,C,C,B,D,B,B+,A,C,B,B+,A,C,9450,KOSPI,전기전자,789618000000.0
경동인베스트,B이하,B+,B이하,,B이하,B,B이하,B이하,B이하,B,B이하,B이하,B이하,C,B이하,B이하,B이하,B,B이하,B이하,B이하,C,B+,B이하,B이하,C,B이하,B이하,B이하,C,B이하,B이하,B,C,B,B+,B+,B+,A,B+,C,C,B+,C,C,C,B+,C,C,C,B+,C,12320,KOSPI,기타금융,165552000000.0
경방,B이하,B,B이하,,B이하,B,B이하,B이하,B이하,B,B이하,B이하,B이하,B,B이하,B이하,B이하,B,B이하,B이하,B이하,C,B이하,B이하,B이하,B,B이하,B이하,B이하,C,B이하,B이하,C,C,B,B,C,C,C,B+,D,C,D,D,C,C,D,C,C,C,D,C,50,KOSPI,유통업,210001000000.0
경인양행,B이하,B,B이하,B이하,B이하,B,B이하,B+,B이하,B,B이하,B이하,B이하,B,B이하,B이하,B이하,B,B이하,B이하,B이하,B,B이하,B이하,B이하,B,B이하,B이하,B이하,C,B이하,B이하,B,B,C,B,C,C,B,B,C,B,B+,D,C,B+,B+,D,C,B+,B+,D,12610,KOSPI,화학,137542000000.0
경인전자,,B,,,B이하,B,B이하,B이하,B이하,B,B이하,B이하,B이하,B,B이하,B이하,B이하,B,B이하,B이하,B이하,B,B이하,B이하,B이하,B,B이하,B이하,B이하,C,B이하,B이하,C,D,C,B,C,D,C,B,D,D,D,D,D,D,D,C,D,D,D,C,9140,KOSPI,전기전자,33772135500.0
계룡건설,B이하,B,B이하,B이하,B+,B+,B+,B이하,B이하,B,B+,B이하,B이하,B,B이하,B이하,B이하,B,B이하,B이하,B+,B+,B+,B이하,B이하,C,B이하,B이하,B이하,B,B+,B이하,B,B,B,B+,C,D,D,B+,C,B,B,C,B+,B+,B+,B,B+,B+,B+,B,13580,KOSPI,건설업,117888000000.0
계양전기,B이하,B,B이하,,B이하,B,B+,B이하,B이하,B,B+,B이하,B이하,B,B이하,B이하,B이하,B,B이하,B이하,B이하,B,B이하,B이하,B이하,B,B이하,B이하,B이하,B,B이하,B이하,B,B,B+,B,B,B,B+,B,C,C,B,D,C,C,C,C,C,C,C,C,12200,KOSPI,기계,50062782531.0
고려개발,B+,B,B+,B이하,B이하,B,B+,B이하,B이하,C,B이하,B이하,B이하,C,B이하,B이하,B이하,C,B+,B이하,B이하,C,B+,B이하,B이하,C,B+,B이하,B이하,B,B+,B이하,,,,,,,,,,,,,,,,,,,,,,,,
고려산업,B이하,C,B이하,,B이하,C,B이하,B이하,B이하,C,B이하,B이하,B이하,B,B이하,B이하,B이하,B,B이하,B이하,B이하,B,B이하,B이하,B이하,B,B이하,B이하,B이하,B,B이하,B이하,C,C,C,C,C,C,D,B,D,D,D,D,D,D,D,C,D,D,D,C,2140,KOSPI,음식료품,78434491625.0
고려아연,B이하,B+,B이하,B이하,B+,B+,B이하,B+,B이하,B,B이하,B+,B+,B+,B이하,B+,B+,B,B+,B+,B이하,B+,B이하,B이하,B이하,B,B+,B이하,B이하,C,B+,B+,B,B+,C,B+,B,B+,C,B+,B,B+,A,C,B,A,A,C,B,A,A,C,10130,KOSPI,철강금속,9847940000000.0
고려제강,B이하,C,B이하,,B이하,C,B이하,B이하,B이하,C,B이하,B+,B이하,B,B이하,B이하,B이하,B,B이하,B+,B이하,D,B이하,B+,B이하,C,B이하,B+,B이하,C,B+,B+,B,B+,B+,C,B+,B+,B,B+,D,C,C,D,C,C,B,D,C,C,B,D,2240,KOSPI,철강금속,511250000000.0
상상인증권,,C,,,,B,B이하,,B이하,C,B이하,B이하,B이하,B,B이하,B이하,B이하,B,B이하,B이하,B이하,B,B이하,B이하,B이하,B,B이하,B이하,B이하,B+ 이하,B이하,B이하,C,D,B,C,C,D,B,D,D,D,C,D,D,D,C,D,D,D,C,D,1290,KOSPI,증권,75835984000.0
광동제약,B이하,C,B이하,B이하,B이하,B,B이하,B이하,B이하,B,B이하,B이하,B이하,C,B이하,B이하,B이하,B,B이하,B이하,B이하,B,B이하,B이하,B이하,B,B+,B이하,B이하,B,B+,B이하,B,C,B+,B+,B,C,B+,B+,C,D,B,B,C,C,B,C,C,C,B,C,9290,KOSPI,의약품,354365000000.0
광명전기,,B,,B이하,B이하,B,B이하,B이하,B이하,B,B이하,B이하,B이하,C,B이하,B이하,B이하,B,B이하,B이하,B이하,C,B이하,B이하,B이하,C,B이하,B이하,B이하,D,B이하,B이하,C,C,C,C,C,C,D,B,D,D,C,D,D,C,C,D,D,C,C,D,17040,KOSPI,전기전자,110728000000.0
광전자,,C,,B이하,B이하,B,B이하,B이하,B이하,B,B이하,B이하,B이하,B,B이하,B이하,B이하,B,B이하,B이하,B이하,B+,B이하,B이하,B이하,B,B이하,B이하,B이하,B,B이하,B이하,B,C,B,B+,B,C,B,B+,D,D,D,C,D,C,D,D,D,C,D,D,17900,KOSPI,전기전자,121392000000.0
광주신세계,B+,B+,B+,B이하,B이하,B,B+,B이하,B이하,B,B+,B이하,B이하,B,B+,B이하,B이하,B+,B이하,B이하,B이하,B,B이하,B이하,B이하,B,B이하,B이하,B이하,B+,B이하,B이하,B+,C,A,B+,A,B+,A,A,B+,B+,A,B+,A,A,A+,A,A,A,A+,A,37710,KOSPI,유통업,245479000000.0
교보증권,B+,C,B이하,,B이하,B,B이하,B이하,B이하,B,B이하,B이하,B이하,B,B이하,B이하,B+,A,B+,B이하,B+,A+,B+,B이하,B+,A,B+,B이하,B이하,B+ 이하,B이하,B이하,B,D,B+,B,B,D,B+,B,B+,B+,B+,B+,B+,A,A,B+,B+,A,A,B+,30610,KOSPI,증권,562977000000.0
국도화학,B이하,B,B이하,B이하,B이하,B,B이하,B+,B이하,B,B이하,B+,B이하,C,B이하,B+,B이하,C,B이하,B+,B이하,C,B이하,B+,B이하,D,B이하,B+,B이하,C,B이하,B+,B,B,B,B,B,B,C,B+,D,C,D,D,D,C,D,D,D,C,D,D,7690,KOSPI,화학,312668000000.0
국동,B이하,B,B이하,,B이하,B,B이하,B이하,B이하,C,B이하,B이하,B이하,B,B이하,B이하,B이하,B,B이하,B이하,B이하,B,B이하,B이하,B이하,B,B이하,B이하,B이하,B,B이하,B이하,B,D,C,B+,B,D,B,B+,D,D,C,D,C,D,C,C,C,D,C,C,5320,KOSPI,유통업,40384171685.0
국보,B이하,B,B이하,B이하,B이하,C,B이하,B이하,B이하,C,B이하,B이하,B이하,C,B이하,B이하,B이하,C,B이하,B이하,B이하,C,B이하,B이하,B이하,C,B이하,B이하,B이하,C,B이하,B이하,C,B,C,C,D,D,D,C,D,D,D,D,D,C,D,D,D,C,D,D,1140,KOSPI,운수창고업,32447620090.0
국제약품,B이하,B,B이하,B이하,B이하,B,B이하,B이하,B이하,C,B이하,B이하,B이하,B,B이하,B이하,B이하,B,B이하,B이하,B이하,B+,B이하,B이하,B이하,B+,B이하,B이하,B이하,B,B이하,B이하,C,D,B,C,B,D,B,B+,C,D,C,B,C,D,C,B,C,D,C,B,2720,KOSPI,의약품,106434000000.0
그린손해보험,B이하,B,B이하,B이하,B이하,C,B이하,B이하,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
극동유화,B이하,B,B이하,B이하,B이하,B,B이하,B이하,B이하,B,B이하,B이하,B이하,C,B이하,B이하,B이하,B,B이하,B이하,B이하,B,B이하,B이하,B이하,B,B이하,B이하,B이하,B,B이하,B이하,B,B,C,B,B,B,C,B,D,D,C,D,D,D,D,D,D,D,D,D,14530,KOSPI,화학,139652000000.0
금강공업,B이하,B,B이하,,B이하,B,B이하,B이하,B이하,B,B이하,B이하,B이하,B,B이하,B이하,B이하,C,B이하,B이하,B이하,C,B이하,B이하,B이하,C,B이하,B이하,B이하,C,B이하,B이하,C,C,B,B,C,C,C,B+,C,D,D,B,C,C,D,B,C,C,D,B,14280,KOSPI,철강금속,156325000000.0
금비,,C,,,B이하,C,B이하,B이하,B이하,C,B이하,B이하,B이하,C,B이하,B이하,B이하,C,B이하,B이하,B이하,C,B이하,B이하,B이하,C,B이하,B이하,B이하,C,B이하,B이하,C,C,B,C,C,C,C,B,D,D,D,D,D,C,D,D,D,C,D,D,8870,KOSPI,비금속광물,60100000000.0
금양,,B,,,B이하,B,B이하,B이하,B이하,B,B이하,B이하,B이하,B,B이하,B이하,B이하,C,B이하,B이하,B이하,B,B이하,B이하,B이하,B,B이하,B이하,B이하,C,B이하,B이하,D,D,C,C,C,D,C,B+,D,D,D,C,D,D,D,D,D,D,D,D,1570,KOSPI,화학,5572800000000.0
금호건설,B+,C,B+,B이하,B이하,B,B+,B이하,B이하,C,B+,B이하,B+,B,B+,B+,B이하,B,B이하,B이하,B이하,B,B이하,B+,B이하,B,B+,B이하,B이하,B,B이하,B이하,C,B,B+,C,C,C,D,C,C,C,B+,D,B,B,B+,B,B,B,B+,B,2990,KOSPI,건설업,155205000000.0
금호석유,A,B+,A,A,B+,B+,A,B+,B+,B+,B+,A,B+,B,B+,B+,B이하,C,B이하,B+,B+,B,B+,B+,B+,B,B+,B+,B이하,C,B+,A,A,B+,A,A,B+,B,A,A,A,B+,A,A,A,A,A+,A,A,A,A+,A,11780,KOSPI,화학,3406510000000.0
금호전기,B이하,B,B이하,B이하,B이하,B,B이하,B이하,B이하,C,B이하,B이하,B이하,B,B이하,B이하,B이하,C,B이하,B이하,B이하,B,B이하,B이하,B이하,C,B이하,B이하,B이하,C,B이하,B이하,B,B,B,B,B,C,B,B+,D,D,C,D,D,C,C,D,D,C,C,D,1210,KOSPI,전기전자,27295981353.0
기신정기,B이하,B+,B이하,,B이하,B,B이하,B이하,B이하,B+,B이하,B이하,B이하,B+,B이하,B이하,B이하,B,B이하,B이하,B이하,B,B이하,B이하,B이하,B,B이하,B이하,B이하,B,B이하,B이하,C,D,B,B,C,D,C,B,D,D,D,D,D,D,D,D,D,D,D,D,92440,KOSPI,기계,87600000000.0
기아,A,B+,A,A,A,B+,A+,B+,B+,B+,A,B+,B+,B+,A,B+,B+,B,A,B+,B+,C,A,A,B이하,C,B+,B+,B이하,C,A,A,A,A,A+,B+,A+,A+,A+,A,B+,A,A,B,B,A,A+,C,B,A,A+,C,270,KOSPI,운수장비,46275300000000.0
기업은행,B+,B+,B+,,B이하,B+,B+,B이하,B+,B+,B+,B+,B+,B+,B+,B+,B+,A,B+,B이하,B+,B+,B+,B이하,B+,A,B이하,B이하,B+,A,B+,B이하,B+,B+,A,B+,A,A,A+,A,A,A+,A+,B+,A,A+,A+,A,A,A+,A+,A,24110,KOSPI,은행,10876900000000.0
까뮤이앤씨,B이하,B,B이하,B이하,B이하,C,B이하,B이하,B이하,C,B이하,B이하,B이하,C,B이하,B이하,B이하,B,B이하,B이하,B이하,B+,B이하,B이하,B이하,B,B이하,B이하,B이하,B,B이하,B이하,C,D,C,B,C,D,C,B+,C,D,D,B,C,D,D,B,C,D,D,B,13700,KOSPI,건설업,70753622760.0
깨끗한나라,B이하,B,B이하,B+,B이하,C,B이하,B+,B이하,B,B이하,B+,B이하,B,B이하,B+,B이하,B,B이하,B+,B이하,B,B이하,B+,B이하,B,B이하,B+,B이하,B,B이하,B+,B+,B,B+,B+,B,B+,B,B,C,C,B,C,B+,B+,B+,B,B+,B+,B+,B,4540,KOSPI,종이목재,82115728065.0
이엔플러스,B이하,C,B이하,,B이하,C,B이하,B이하,B이하,C,B이하,B이하,B이하,B,B이하,B이하,B이하,C,B이하,B이하,B이하,D,B이하,B이하,B이하,D,B이하,B이하,B이하,C,B이하,B이하,B,B,C,B,C,D,B,B,D,D,C,D,D,C,D,D,D,C,D,D,74610,KOSPI,기계,210769000000.0
남광토건,B이하,C,B이하,B이하,B이하,B,B이하,B이하,,,,,,,,,,,,,B이하,C,B이하,B이하,B이하,B,B이하,B이하,B이하,B,B이하,B이하,B,B,B,B,C,D,C,B,C,D,D,B,D,C,D,D,D,C,D,D,1260,KOSPI,건설업,60666969240.0
남선알미늄,,C,,B이하,B이하,C,B이하,B이하,B이하,C,B이하,B이하,B이하,C,B이하,B이하,B이하,C,B+,B이하,B이하,B,B이하,B이하,B이하,B,B+,B이하,B이하,C,B이하,B이하,B,C,B+,B,C,C,B,B,D,D,D,C,D,C,C,D,D,C,C,D,8350,KOSPI,철강금속,242669000000.0
남성,,C,,,B이하,B,B이하,B이하,B이하,C,B이하,B이하,B이하,C,B이하,B이하,B이하,C,B이하,B이하,B이하,C,B이하,B이하,B이하,B,B이하,B이하,B이하,C,B이하,B이하,C,D,B,B,C,D,C,B,D,D,D,D,D,D,D,C,D,D,D,C,4270,KOSPI,유통업,65797494720.0
남양유업,,B,,,B이하,B,B이하,B이하,B이하,B,B이하,B+,B이하,C,B이하,B이하,B이하,C,B이하,B이하,B이하,D,B+,B이하,B이하,B,B+,B이하,B이하,C,B이하,B이하,B,C,B,B+,B+,B+,B+,B+,C,B,B+,D,B,B+,A,C,B,B+,A,C,3920,KOSPI,음식료품,361440000000.0
비비안,B이하,B,B이하,,B이하,B,B이하,B이하,B이하,C,B이하,B이하,B이하,B,B이하,B이하,B이하,C,B이하,B이하,B이하,B,B이하,B이하,B이하,C,B이하,B이하,B이하,C,B이하,B이하,C,D,B,B,D,D,C,C,D,D,D,D,D,D,D,D,D,D,D,D,2070,KOSPI,섬유의복,30121723890.0
남해화학,B이하,B,B이하,B이하,B이하,C,B이하,B+,B이하,C,B이하,B+,B이하,B,B이하,B+,B이하,C,B이하,B+,B이하,B,B이하,B+,B이하,B,B이하,B+,B이하,C,B이하,B+,B,B,B,B+,B,C,B,B+,C,C,C,C,C,C,C,C,C,C,C,C,25860,KOSPI,화학,356694000000.0
넥센,B이하,B,B이하,,B이하,B,B이하,B이하,B이하,B,B이하,B이하,B이하,B,B이하,B이하,B이하,B,B이하,B이하,B이하,B,B이하,B+,B이하,B,B이하,B+,B이하,B,B이하,B+,B+,B,B+,B+,B+,B+,A,B,B+,B+,A,B,B+,B+,A,B,B+,B+,A,B,5720,KOSPI,화학,223278000000.0
넥센타이어,B이하,C,B이하,B이하,B이하,C,B이하,B+,B이하,B,B이하,B+,B이하,B,B이하,B+,B이하,C,B이하,B+,B+,B+,B+,B+,B이하,B,B이하,B+,B이하,B,B이하,B+,B+,B+,B+,B,B+,B+,A,B+,B+,B+,A,B,B+,A,A,B,B+,A,A,B,2350,KOSPI,화학,899521000000.0
노루페인트,B이하,B,B이하,B이하,B이하,B,B이하,B+,B이하,C,B이하,B+,B이하,B,B이하,B+,B이하,B,B이하,B이하,B이하,B,B이하,B이하,B이하,B,B이하,B이하,B이하,B,B이하,B이하,B,B,B,B,A,A,A+,B+,A,B+,A+,B+,B+,A,A+,B,B+,A,A+,B,90350,KOSPI,화학,181400000000.0
노루홀딩스,,B,,,B이하,B,B이하,B이하,B이하,B,B이하,B이하,B이하,B,B이하,B이하,B이하,B,B이하,B이하,B이하,D,B이하,B이하,B이하,D,B이하,B이하,B이하,B,B이하,B이하,C,C,B,C,A,A,A+,B+,A,B+,A+,B+,A,A,A+,B+,A,A,A+,B+,320,KOSPI,기타금융,149658000000.0
녹십자,B이하,B,B이하,B이하,B이하,B,B이하,B+,B이하,C,B이하,B이하,B이하,B,B이하,B이하,B이하,B,B+,B이하,B이하,C,B+,B이하,B이하,B,B이하,B+,B+,B,B+,B+,B+,B,A,B,B+,B+,B+,B+,B+,B,A,B,B+,B+,A,B,B+,B+,A,B,6280,KOSPI,의약품,1308890000000.0
녹십자홀딩스,B이하,B,B이하,,B이하,B,B이하,B이하,B이하,B,B이하,B이하,B이하,B,B이하,B이하,B이하,C,B+,B이하,B이하,B,B+,B이하,B이하,B,B이하,B이하,B이하,C,B+,B이하,B,C,B+,B,B+,B+,B+,B+,B+,B,A,B+,B+,B+,A,B+,B+,B+,A,B+,5250,KOSPI,서비스업,738813000000.0
농심,B이하,B,B이하,B이하,B이하,B,B이하,B+,B이하,B,B이하,B+,B이하,B,B이하,B+,B이하,C,B이하,B+,B이하,D,B이하,B+,B이하,B,B이하,B+,B이하,C,B+,B+,B+,B+,A,B,B+,B,A,B,C,B,A,D,B+,A,A,B,B+,A,A,B,4370,KOSPI,음식료품,2405680000000.0
농심홀딩스,B이하,B,B이하,,B이하,B,B이하,B이하,B이하,B,B이하,B이하,B이하,C,B이하,B이하,B이하,B,B이하,B이하,B이하,C,B이하,B이하,B이하,B,B이하,B이하,B이하,C,B이하,B이하,B+,B,B+,B+,B+,B,A,B+,C,B,B+,C,B+,B+,A,B,B+,B+,A,B,72710,KOSPI,기타금융,304239000000.0
다우기술,B이하,C,B이하,,,C,B이하,,B이하,C,B이하,B이하,B이하,C,B이하,B이하,B이하,B,B이하,B이하,B이하,B,B이하,B이하,B이하,B,B+,B이하,B이하,C,B+,B이하,B,C,B+,B,B+,B,A,B+,C,B+,A,C,B+,A,A+,B,B+,A,A+,B,23590,KOSPI,서비스업,847979000000.0
키다리스튜디오,,C,,,,,,,,,,,B이하,C,B이하,B이하,B이하,B,B이하,B이하,B이하,C,B이하,B이하,B이하,B,B이하,B이하,B이하,B,B이하,B이하,B,B,B,B,B,D,B,B,D,D,D,C,D,D,D,D,D,D,D,D,20120,KOSPI,서비스업,165970000000.0
다함이텍,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KIB플러그에너지,B이하,B,B이하,B이하,B이하,B,B이하,B이하,B이하,B,B이하,B이하,B이하,B,B이하,B이하,B이하,B,B이하,B이하,B이하,B,B이하,B이하,B이하,B,B이하,B이하,B이하,B,B이하,B이하,C,B,C,C,C,D,C,B,D,D,C,D,D,D,D,D,D,D,D,D,15590,KOSPI,기계,103087000000.0
대교,B이하,A,B이하,,B이하,B+,B이하,B이하,B이하,A,B이하,B이하,B+,A+,B이하,B이하,B이하,A,B이하,B이하,B+,A,B+,B이하,B+,A,B이하,B이하,B이하,B+,B이하,B이하,B+,D,B+,A,B+,D,B+,A,B,D,B+,B+,B+,C,B+,B+,B+,C,B+,B+,19680,KOSPI,서비스업,209640000000.0
대구백화점,B이하,B+,B이하,B이하,B이하,B,B+,B이하,B이하,B,B이하,B이하,B이하,B,B이하,B이하,B이하,B,B이하,B이하,B이하,B+,B+,B이하,B이하,B+,B이하,B이하,B이하,B+,B이하,B이하,B,D,B,B+,B,D,B+,B+,C,D,D,B+,C,D,C,B,C,D,C,B,6370,KOSPI,유통업,78132031420.0
대구은행,B+,A+,B+,A,,,,,,,,,,,,,,,,,,,,,,,,,,B+ 이하,,,,,,,,,,,,,,,,,,,,,,,,,,
대덕GDS,B이하,B,B이하,A,B이하,B,B이하,B+,B이하,B,B이하,B+,B이하,B,B이하,B+,B이하,C,B이하,B+,B+,B+,B이하,B+,B이하,B,B이하,B+,B+,B,B+,B+,,,,,,,,,,,,,,,,,,,,,,,,
대덕전자,B이하,B,B이하,B이하,B이하,B,B이하,B이하,B+,B,B+,B+,B+,B,B+,B+,B이하,B,B이하,B이하,B이하,B,B이하,B+,B이하,B,B이하,B+,B+,B,B+,B+,,,,,,,,,B+,B,A,B+,A,A,A,B+,A,A,A,B+,353200,KOSPI,전기전자,1129180000000.0
대동,B이하,B,B이하,B이하,B이하,B,B이하,B이하,B이하,B,B이하,B이하,B이하,C,B이하,B이하,B이하,C,B이하,B이하,B이하,C,B이하,B이하,B이하,B,B+,B이하,B이하,C,B이하,B이하,B,B,B,B,B+,B,B,B+,D,C,C,D,C,B,A,D,C,B,A,D,490,KOSPI,기계,302818000000.0
대동전자,,C,,,B이하,C,B이하,B이하,B이하,C,B이하,B이하,B이하,C,B이하,B이하,B이하,C,B이하,B이하,B이하,B,B이하,B이하,B이하,B,B이하,B이하,B이하,C,B이하,B이하,C,B,C,C,C,C,C,B+,C,D,D,B,D,D,D,C,D,D,D,C,8110,KOSPI,전기전자,117283000000.0
대림B&Co,,B,,B이하,B이하,B,B이하,B이하,B이하,B,B이하,B이하,B이하,C,B이하,B이하,B이하,C,B이하,B이하,B이하,B,B이하,B이하,B이하,C,B이하,B이하,B이하,B,B이하,B이하,B,C,B,B+,C,C,C,B+,D,D,D,C,C,C,C,C,C,C,C,C,5750,KOSPI,비금속광물,66355515200.0
DL,A,B+,A,A,B+,B+,A,B+,B+,A,B+,B+,A,A,A,A,B+,B,B+,A,B+,B,B이하,A,B이하,B+,B이하,B+,B+,B+,B이하,B+,B+,A,B+,B+,A,A+,A+,B+,A,A,A+,A,A,A,A,A,A,A,A,A,210,KOSPI,화학,1058270000000.0
대림통상,B이하,C,B이하,B이하,B이하,B,B이하,B이하,B이하,C,B이하,B이하,B이하,B,B이하,B이하,B이하,C,B이하,B이하,B이하,C,B이하,B이하,B이하,C,B이하,B이하,B이하,B,B이하,B이하,B,B,B,B,C,C,C,C,D,D,D,D,D,C,C,D,D,C,C,D,6570,KOSPI,기계,44761500000.0
대상,B이하,B,B이하,B이하,B이하,C,B+,B이하,B이하,C,B이하,B+,B이하,C,B이하,B이하,B이하,C,B이하,B이하,B이하,C,B+,B이하,B이하,B,B+,B이하,B이하,B,B+,B이하,B,B,B+,B,A,A,A+,B+,B+,A,A+,B,A,A,A+,B+,A,A,A+,B+,1680,KOSPI,음식료품,758792000000.0
대상홀딩스,,B,,,B이하,B,B이하,B이하,B이하,C,B이하,B이하,B이하,B,B이하,B이하,B이하,C,B이하,B이하,B이하,B,B이하,B이하,B이하,C,B이하,B이하,B이하,B,B이하,B이하,B,C,B,B,A,A,A+,B+,B+,A,A+,B,B+,A,A+,B,B+,A,A+,B,84690,KOSPI,기타금융,320843000000.0
대성합동지주,B이하,B,B이하,B이하,B이하,B+,B이하,B이하,B이하,B,B이하,B이하,B이하,B,B이하,B이하,B이하,B,B이하,B이하,B이하,B,B이하,B이하,B이하,B,B이하,B이하,,,,,,,,,,,,,,,,,,,,,,,,,,,,
대성홀딩스,,B,,,B이하,B,B이하,B이하,B이하,B,B이하,B이하,B이하,B,B이하,B이하,B이하,B,B이하,B이하,B이하,B,B이하,B이하,B이하,B,B이하,B이하,B이하,B+,B이하,B이하,B,C,B+,B,B,C,B+,B,C,D,B,C,C,C,C,C,C,C,C,C,16710,KOSPI,서비스업,144322000000.0
