,회사명,종합등급,환경,사회,지배구조
346,삼성증권  2021  N  N,KCGS  A,환경  A,사회  A+,지배구조 B+
347,삼성출판사  2021  N  N,KCGS  C,환경  D,사회  D,지배구조 B+
348,삼성카드  2021  N  N,KCGS  A,환경  A+,사회  A+,지배구조 A
349,삼성화재해상보험  2021  N  N,KCGS  A,환경  A+,사회  A+,지배구조 B+
350,삼아알미늄  2021  N  N,KCGS  B,환경  B,사회  C,지배구조 B+
351,삼양사  2021  N  N,KCGS  A,환경  A,사회  A,지배구조 B+
352,삼양식품  2021  N  N,KCGS  A,환경  A,사회  A+,지배구조 A
353,삼양통상  2021  N  N,KCGS  B,환경  C,사회  C,지배구조 B+
354,삼양패키징  2021  N  N,KCGS  B+,환경  B,사회  B+,지배구조 B+
355,삼양홀딩스  2021  N  N,KCGS  B+,환경  A,사회  A,지배구조 B
356,삼영  2021  N  N,KCGS  B,환경  B,사회  C,지배구조 B
357,삼영무역  2021  N  N,KCGS  B,환경  D,사회  C,지배구조 B+
358,삼영전자공업  2021  N  N,KCGS  B,환경  B,사회  B,지배구조 B+
359,삼원강재  2021  N  N,KCGS  C,환경  B,사회  D,지배구조 B
360,삼익THK  2021  N  N,KCGS  B+,환경  B,사회  B,지배구조 B+
361,삼익악기  2021  N  N,KCGS  C,환경  D,사회  C,지배구조 B+
362,삼일씨엔에스  2021  N  N,KCGS  B,환경  C,사회  B,지배구조 B+
363,삼일제약  2021  N  N,KCGS  B,환경  D,사회  B,지배구조 B+
364,삼정펄프  2021  N  N,KCGS  C,환경  C,사회  D,지배구조 B
365,삼진제약  2021  N  N,KCGS  B,환경  D,사회  B,지배구조 B+
366,삼천리  2021  N  N,KCGS  B+,환경  B,사회  A,지배구조 B+
367,삼호개발  2021  N  N,KCGS  C,환경  D,사회  D,지배구조 B
368,삼화왕관  2021  N  N,KCGS  B,환경  B,사회  C,지배구조 B
369,삼화전기  2021  N  N,KCGS  C,환경  C,사회  C,지배구조 B
370,삼화전자공업  2021  N  N,KCGS  C,환경  C,사회  C,지배구조 B
371,삼화콘덴서공업  2021  N  N,KCGS  C,환경  C,사회  B,지배구조 B
372,삼화페인트공업  2021  N  N,KCGS  B+,환경  B+,사회  B+,지배구조 A
373,상상인증권  2021  N  N,KCGS  C,환경  D,사회  B,지배구조 D
374,상신브레이크  2021  N  N,KCGS  B,환경  B,사회  B,지배구조 B
375,새론오토모티브  2021  N  N,KCGS  C,환경  C,사회  C,지배구조 B
376,샘표  2021  N  N,KCGS  B,환경  B,사회  B+,지배구조 B
377,샘표식품  2021  N  N,KCGS  B,환경  B,사회  B+,지배구조 B
378,서연  2021  N  N,KCGS  B+,환경  B+,사회  A,지배구조 B+
379,서연이화  2021  N  N,KCGS  A,환경  B+,사회  A,지배구조 A
380,서울도시가스  2021  N  N,KCGS  B+,환경  C,사회  B+,지배구조 A
381,서울식품공업  2021  N  N,KCGS  B+,환경  B,사회  B,지배구조 B+
382,서원  2021  N  N,KCGS  B,환경  B,사회  C,지배구조 B+
383,서흥  2021  N  N,KCGS  B,환경  C,사회  B,지배구조 B+
384,선도전기  2021  N  N,KCGS  C,환경  C,사회  C,지배구조 B
385,선진  2021  N  N,KCGS  B+,환경  B,사회  A,지배구조 B
386,성문전자  2021  N  N,KCGS  C,환경  C,사회  C,지배구조 C
387,성보화학  2021  N  N,KCGS  B,환경  D,사회  B,지배구조 B+
388,성신양회  2021  N  N,KCGS  B+,환경  B+,사회  B+,지배구조 B+
389,성안머티리얼스  2021  N  N,KCGS  D,환경  D,사회  C,지배구조 C
390,성창기업지주  2021  N  N,KCGS  C,환경  D,사회  C,지배구조 C
391,세기상사  2021  N  N,KCGS  C,환경  D,사회  C,지배구조 B
392,세방  2021  N  N,KCGS  B,환경  B,사회  D,지배구조 B+
393,세방전지  2021  N  N,KCGS  B,환경  B,사회  B,지배구조 B+
394,세아베스틸지주  2021  N  N,KCGS  B+,환경  B+,사회  B,지배구조 B+
395,세아제강  2021  N  N,KCGS  B+,환경  B+,사회  B+,지배구조 B+
396,세아제강지주  2021  N  N,KCGS  B+,환경  B+,사회  B+,지배구조 B+
397,세아특수강  2021  N  N,KCGS  B+,환경  B+,사회  B+,지배구조 B+
398,세아홀딩스  2021  N  N,KCGS  B+,환경  B+,사회  B+,지배구조 B+
399,세우글로벌  2021  N  N,KCGS  D,환경  D,사회  C,지배구조 D
400,세원이앤씨  2021  N  N,KCGS  C,환경  D,사회  C,지배구조 B
401,세원정공  2021  N  N,KCGS  C,환경  C,사회  B,지배구조 C
402,세이브존I&C  2021  N  N,KCGS  C,환경  D,사회  C,지배구조 B
403,세진중공업  2021  N  N,KCGS  C,환경  C,사회  C,지배구조 B+
404,셀트리온  2021  N  N,KCGS  B,환경  C,사회  B+,지배구조 B+
405,솔루스첨단소재  2021  N  N,KCGS  B,환경  D,사회  B,지배구조 B+
406,송원산업  2021  N  N,KCGS  C,환경  B,사회  B,지배구조 C
407,수산중공업  2021  N  N,KCGS  C,환경  D,사회  C,지배구조 B+
408,스틱인베스트먼트  2021  N  N,KCGS  C,환경  D,사회  C,지배구조 B+
409,시디즈  2021  N  N,KCGS  C,환경  C,사회  C,지배구조 C
410,시알홀딩스  2021  N  N,KCGS  B,환경  B,사회  B,지배구조 B
411,신대양제지  2021  N  N,KCGS  C,환경  C,사회  C,지배구조 B
412,신도리코  2021  N  N,KCGS  C,환경  C,사회  C,지배구조 B+
413,신라교역  2021  N  N,KCGS  C,환경  D,사회  D,지배구조 B+
414,신성이엔지  2021  N  N,KCGS  B,환경  B,사회  C,지배구조 B+
415,신성통상  2021  N  N,KCGS  C,환경  C,사회  C,지배구조 B
416,신세계  2021  N  N,KCGS  A,환경  A,사회  A+,지배구조 A
417,신세계I&C  2021  N  N,KCGS  B+,환경  B,사회  B+,지배구조 A
418,신세계건설  2021  N  N,KCGS  B+,환경  C,사회  A,지배구조 A
419,신세계인터내셔날  2021  N  N,KCGS  A,환경  B+,사회  A,지배구조 A
420,신세계푸드  2021  N  N,KCGS  A,환경  B+,사회  A,지배구조 A
421,신송홀딩스  2021  N  N,KCGS  C,환경  D,사회  C,지배구조 B
422,신영와코루  2021  N  N,KCGS  C,환경  D,사회  B,지배구조 B
423,신영증권  2021  N  N,KCGS  B,환경  D,사회  C,지배구조 B+
424,신원  2021  N  N,KCGS  C,환경  D,사회  B,지배구조 B
425,신일전자  2021  N  N,KCGS  C,환경  D,사회  D,지배구조 B+
426,신풍  2021  N  N,KCGS  B+,환경  B,사회  B,지배구조 B+
427,신풍제약  2021  N  N,KCGS  B,환경  D,사회  B,지배구조 B+
428,신한지주  2021  N  N,KCGS  A+,환경  A+,사회  A+,지배구조 A+
429,신흥  2021  N  N,KCGS  B,환경  D,사회  B,지배구조 B
430,쌍방울  2021  N  N,KCGS  C,환경  D,사회  B,지배구조 C
431,쌍용씨앤이  2021  N  N,KCGS  A,환경  A,사회  A,지배구조 B+
432,써니전자  2021  N  N,KCGS  C,환경  D,사회  B,지배구조 B
433,씨아이테크  2021  N  N,KCGS  C,환경  D,사회  C,지배구조 C
434,씨에스윈드  2021  N  N,KCGS  B,환경  B,사회  C,지배구조 B+
435,씨티알모빌리티  2021  N  N,KCGS  B,환경  D,사회  B,지배구조 B+
436,아남전자  2021  N  N,KCGS  C,환경  C,사회  C,지배구조 B
437,아모레퍼시픽  2021  N  N,KCGS  A,환경  A,사회  A+,지배구조 A
438,아모레퍼시픽그룹  2021  N  N,KCGS  A,환경  A,사회  A+,지배구조 A
439,아세아  2021  N  N,KCGS  B+,환경  B,사회  B+,지배구조 B+
440,아세아시멘트  2021  N  N,KCGS  B+,환경  B+,사회  B+,지배구조 B
441,아세아제지  2021  N  N,KCGS  B,환경  C,사회  B+,지배구조 B
442,아센디오  2021  N  N,KCGS  C,환경  D,사회  D,지배구조 B
443,아시아나IDT  2021  N  N,KCGS  D,환경  B,사회  C,지배구조 D
444,아시아나항공  2021  N  N,KCGS  C,환경  B+,사회  A,지배구조 D
445,아이마켓코리아  2021  N  N,KCGS  B,환경  D,사회  B+,지배구조 B+
446,아이에스동서  2021  N  N,KCGS  B+,환경  B,사회  B+,지배구조 B+
447,아이에이치큐  2021  N  N,KCGS  C,환경  D,사회  C,지배구조 B
448,알루코  2021  N  N,KCGS  C,환경  C,사회  D,지배구조 B
449,애경산업  2021  N  N,KCGS  A,환경  B+,사회  A+,지배구조 B+
450,애경케미칼  2021  N  N,KCGS  B,환경  B,사회  C,지배구조 B
451,에넥스  2021  N  N,KCGS  B,환경  C,사회  B,지배구조 B
452,에스디바이오센서  2021  N  N,KCGS  -,환경  -,사회  -,지배구조 -
453,에스메디  2021  N  N,KCGS  B,환경  D,사회  B,지배구조 B
454,에스엘  2021  N  N,KCGS  B+,환경  B+,사회  B+,지배구조 B+
455,에스원  2021  N  N,KCGS  A,환경  B,사회  A,지배구조 A
456,에스제이엠  2021  N  N,KCGS  B,환경  C,사회  B,지배구조 B+
457,에스제이엠홀딩스  2021  N  N,KCGS  B,환경  C,사회  B,지배구조 B
458,에스제이지세종  2021  N  N,KCGS  B,환경  B,사회  B,지배구조 B
459,에스케이바이오팜  2021  N  N,KCGS  -,환경  -,사회  -,지배구조 -
460,에쓰씨엔지니어링  2021  N  N,KCGS  C,환경  C,사회  C,지배구조 B
461,에어부산  2021  N  N,KCGS  C,환경  C,사회  B,지배구조 D
462,에이블씨엔씨  2021  N  N,KCGS  B+,환경  C,사회  B+,지배구조 B+
463,에이엔피  2021  N  N,KCGS  C,환경  C,사회  C,지배구조 B
464,에이프로젠  2021  N  N,KCGS  C,환경  D,사회  C,지배구조 C
465,에이프로젠바이오로직스  2021  N  N,KCGS  C,환경  D,사회  C,지배구조 C
466,에코바이브  2021  N  N,KCGS  D,환경  D,사회  C,지배구조 D
467,엔씨소프트  2021  N  N,KCGS  A,환경  B+,사회  A,지배구조 A
468,엔에이치엔  2021  N  N,KCGS  B+,환경  C,사회  A,지배구조 A
469,엔케이  2021  N  N,KCGS  C,환경  B,사회  C,지배구조 C
470,엔피씨  2021  N  N,KCGS  C,환경  C,사회  D,지배구조 C
471,엘앤에프  2021  N  N,KCGS  B+,환경  B,사회  B+,지배구조 B+
472,엘에스일렉트릭  2021  N  N,KCGS  A,환경  B+,사회  A+,지배구조 B+
473,엠씨넥스  2021  N  N,KCGS  C,환경  C,사회  B,지배구조 B
474,영보화학  2021  N  N,KCGS  B,환경  B,사회  C,지배구조 B
475,영원무역  2021  N  N,KCGS  B+,환경  B+,사회  B+,지배구조 B+
476,영원무역홀딩스  2021  N  N,KCGS  A,환경  B+,사회  B+,지배구조 A
477,영진약품  2021  N  N,KCGS  B+,환경  B+,사회  A,지배구조 B+
478,영풍  2021  N  N,KCGS  C,환경  D,사회  C,지배구조 B+
479,영풍제지  2021  N  N,KCGS  B,환경  B,사회  C,지배구조 B
480,영화금속  2021  N  N,KCGS  C,환경  C,사회  C,지배구조 B+
481,영흥  2021  N  N,KCGS  B,환경  C,사회  B,지배구조 B+
482,예스코홀딩스  2021  N  N,KCGS  B+,환경  B,사회  B+,지배구조 B+
483,오뚜기  2021  N  N,KCGS  A,환경  B+,사회  A+,지배구조 B+
484,오리엔트바이오  2021  N  N,KCGS  C,환경  D,사회  C,지배구조 C
485,오리온  2021  N  N,KCGS  A,환경  A,사회  A,지배구조 B+
486,오리온홀딩스  2021  N  N,KCGS  A,환경  A,사회  A,지배구조 A
487,용평리조트  2021  N  N,KCGS  C,환경  C,사회  C,지배구조 B
488,우리금융지주  2021  N  N,KCGS  A,환경  A+,사회  A+,지배구조 A
489,우리종금  2021  N  N,KCGS  B,환경  D,사회  B+,지배구조 B
490,우성  2021  N  N,KCGS  C,환경  D,사회  C,지배구조 B+
491,우신시스템  2021  N  N,KCGS  B,환경  C,사회  C,지배구조 B+
492,우진  2021  N  N,KCGS  B,환경  C,사회  C,지배구조 B+
493,우진아이엔에스  2021  N  N,KCGS  C,환경  C,사회  C,지배구조 B+
494,우진플라임  2021  N  N,KCGS  B,환경  B,사회  C,지배구조 B
495,웅진  2021  N  N,KCGS  B,환경  D,사회  B+,지배구조 B+
496,웅진씽크빅  2021  N  N,KCGS  B+,환경  B,사회  A,지배구조 B+
497,원림  2021  N  N,KCGS  C,환경  D,사회  B,지배구조 B
498,웰바이오텍  2021  N  N,KCGS  B,환경  D,사회  B,지배구조 B
499,윌비스  2021  N  N,KCGS  C,환경  D,사회  D,지배구조 B+
500,유나이티드  2021  N  N,KCGS  B,환경  C,사회  B,지배구조 B+
501,유니드  2021  N  N,KCGS  B+,환경  B,사회  B+,지배구조 B+
502,유니온  2021  N  N,KCGS  B,환경  B,사회  B,지배구조 B
503,유니온머티리얼  2021  N  N,KCGS  B,환경  B,사회  C,지배구조 B
504,유니켐  2021  N  N,KCGS  B,환경  C,사회  C,지배구조 B+
505,유니퀘스트  2021  N  N,KCGS  B,환경  B,사회  C,지배구조 B+
506,유성기업  2021  N  N,KCGS  C,환경  B,사회  D,지배구조 C
507,유수홀딩스  2021  N  N,KCGS  B+,환경  D,사회  B,지배구조 A
508,유안타증권  2021  N  N,KCGS  C,환경  D,사회  C,지배구조 B
509,유엔젤  2021  N  N,KCGS  C,환경  D,사회  C,지배구조 B
510,유유제약  2021  N  N,KCGS  B,환경  D,사회  B,지배구조 B+
511,유진증권  2021  N  N,KCGS  C,환경  C,사회  C,지배구조 B
512,유한양행  2021  N  N,KCGS  B+,환경  B+,사회  A,지배구조 B+
513,유화증권  2021  N  N,KCGS  C,환경  D,사회  C,지배구조 C
514,율촌화학  2021  N  N,KCGS  B,환경  B,사회  B,지배구조 B+
515,이건산업  2021  N  N,KCGS  C,환경  D,사회  C,지배구조 B+
516,이구산업  2021  N  N,KCGS  B,환경  B,사회  C,지배구조 B+
517,이노션  2021  N  N,KCGS  A,환경  B+,사회  A,지배구조 A
518,이마트  2021  N  N,KCGS  A,환경  A,사회  A,지배구조 A
519,이수페타시스  2021  N  N,KCGS  B,환경  B,사회  A,지배구조 C
520,이수화학  2021  N  N,KCGS  B,환경  B,사회  B+,지배구조 B
521,이스타코  2021  N  N,KCGS  C,환경  D,사회  C,지배구조 B
522,이아이디  2021  N  N,KCGS  D,환경  D,사회  C,지배구조 C
523,이엔플러스  2021  N  N,KCGS  C,환경  D,사회  B,지배구조 B
524,이연제약  2021  N  N,KCGS  B,환경  D,사회  B,지배구조 B+
525,이월드  2021  N  N,KCGS  C,환경  D,사회  C,지배구조 B
526,이화산업  2021  N  N,KCGS  C,환경  D,사회  C,지배구조 B
527,인디에프  2021  N  N,KCGS  C,환경  D,사회  B,지배구조 B
528,인바이오젠  2021  N  N,KCGS  C,환경  D,사회  C,지배구조 C
529,인스코비  2021  N  N,KCGS  C,환경  D,사회  C,지배구조 B
530,인지컨트롤스  2021  N  N,KCGS  C,환경  D,사회  C,지배구조 B
531,인천도시가스  2021  N  N,KCGS  C,환경  D,사회  C,지배구조 B
532,인터지스  2021  N  N,KCGS  B,환경  B,사회  C,지배구조 B+
533,인팩  2021  N  N,KCGS  C,환경  D,사회  C,지배구조 B+
534,일동제약  2021  N  N,KCGS  A,환경  B+,사회  A,지배구조 A
535,일동홀딩스  2021  N  N,KCGS  A,환경  B+,사회  A,지배구조 A
536,일성건설  2021  N  N,KCGS  B,환경  B,사회  C,지배구조 B+
537,일성아이에스  2021  N  N,KCGS  C,환경  D,사회  C,지배구조 B+
538,일신방직  2021  N  N,KCGS  B+,환경  B,사회  B,지배구조 A
539,일신석재  2021  N  N,KCGS  C,환경  D,사회  C,지배구조 B
540,일양약품  2021  N  N,KCGS  C,환경  D,사회  C,지배구조 B+
541,일정실업  2021  N  N,KCGS  C,환경  C,사회  C,지배구조 C
542,일진다이아  2021  N  N,KCGS  C,환경  D,사회  C,지배구조 B
543,일진디스플  2021  N  N,KCGS  B,환경  B,사회  B,지배구조 B
544,일진전기  2021  N  N,KCGS  C,환경  C,사회  C,지배구조 B
545,일진홀딩스  2021  N  N,KCGS  C,환경  C,사회  C,지배구조 B
546,잇츠한불  2021  N  N,KCGS  B+,환경  B+,사회  B,지배구조 B+
547,자이에스앤디  2021  N  N,KCGS  B,환경  C,사회  B,지배구조 B+
548,자화전자  2021  N  N,KCGS  C,환경  C,사회  C,지배구조 B+
549,전방  2021  N  N,KCGS  C,환경  C,사회  B,지배구조 B
550,제이에스코퍼레이션  2021  N  N,KCGS  C,환경  D,사회  C,지배구조 B+
551,제이준코스메틱  2021  N  N,KCGS  C,환경  D,사회  C,지배구조 B
552,제일기획  2021  N  N,KCGS  B+,환경  C,사회  A,지배구조 B+
553,제일약품  2021  N  N,KCGS  C,환경  D,사회  B,지배구조 B
554,제일연마  2021  N  N,KCGS  C,환경  C,사회  C,지배구조 B+
555,제일파마홀딩스  2021  N  N,KCGS  B,환경  D,사회  B,지배구조 B
556,제주은행  2021  N  N,KCGS  A,환경  B,사회  A+,지배구조 A
557,제주항공  2021  N  N,KCGS  B+,환경  B,사회  B+,지배구조 B+
558,조광페인트  2021  N  N,KCGS  B,환경  B,사회  B+,지배구조 B
559,조광피혁  2021  N  N,KCGS  C,환경  D,사회  C,지배구조 B
560,조비  2021  N  N,KCGS  C,환경  D,사회  C,지배구조 B
561,조선선재  2021  N  N,KCGS  C,환경  D,사회  C,지배구조 B+
562,조일알미늄  2021  N  N,KCGS  B,환경  B,사회  C,지배구조 B+
563,조흥  2021  N  N,KCGS  C,환경  D,사회  C,지배구조 B
564,종근당  2021  N  N,KCGS  A,환경  A,사회  A+,지배구조 B+
565,종근당바이오  2021  N  N,KCGS  B+,환경  B+,사회  A,지배구조 B+
566,종근당홀딩스  2021  N  N,KCGS  B+,환경  B+,사회  A,지배구조 B+
567,주성코퍼레이션  2021  N  N,KCGS  B,환경  B,사회  C,지배구조 B
568,주연테크  2021  N  N,KCGS  C,환경  C,사회  C,지배구조 C
569,지누스  2021  N  N,KCGS  C,환경  D,사회  C,지배구조 B+
570,지엠비코리아  2021  N  N,KCGS  C,환경  C,사회  C,지배구조 B
571,지역난방공사  2021  N  N,KCGS  A,환경  B+,사회  A+,지배구조 A
572,진도  2021  N  N,KCGS  D,환경  D,사회  D,지배구조 C
573,진양산업  2021  N  N,KCGS  D,환경  D,사회  C,지배구조 C
574,진양폴리우레탄  2021  N  N,KCGS  C,환경  D,사회  C,지배구조 B+
575,진양홀딩스  2021  N  N,KCGS  C,환경  D,사회  C,지배구조 B
576,진양화학  2021  N  N,KCGS  C,환경  D,사회  C,지배구조 B
577,진에어  2021  N  N,KCGS  B+,환경  C,사회  A,지배구조 A
578,진원생명과학  2021  N  N,KCGS  C,환경  D,사회  C,지배구조 B+
579,진흥기업  2021  N  N,KCGS  C,환경  C,사회  C,지배구조 B+
580,참엔지니어링  2021  N  N,KCGS  B,환경  D,사회  B,지배구조 B+
581,천일고속  2021  N  N,KCGS  B,환경  C,사회  C,지배구조 B+
582,청호ICT  2021  N  N,KCGS  D,환경  D,사회  C,지배구조 D
583,체시스  2021  N  N,KCGS  C,환경  D,사회  B,지배구조 B
584,카카오  2021  N  N,KCGS  A,환경  A,사회  A+,지배구조 A
585,카카오뱅크  2021  N  N,KCGS  -,환경  -,사회  -,지배구조 -
586,카프로  2021  N  N,KCGS  B,환경  B,사회  C,지배구조 B+
587,케이비아이동국실업  2021  N  N,KCGS  C,환경  C,사회  C,지배구조 C
588,케이씨  2021  N  N,KCGS  B,환경  B,사회  C,지배구조 B+
589,케이씨씨  2021  N  N,KCGS  B+,환경  B+,사회  A+,지배구조 B
590,케이씨씨글라스  2021  N  N,KCGS  -,환경  -,사회  -,지배구조 -
591,케이씨텍  2021  N  N,KCGS  B,환경  B,사회  B,지배구조 B
592,케이씨티시  2021  N  N,KCGS  B,환경  B,사회  C,지배구조 B
593,케이티  2021  N  N,KCGS  A+,환경  A+,사회  B+,지배구조 A+
594,케이티스카이라이프  2021  N  N,KCGS  A,환경  B,사회  A,지배구조 A
595,케이티앤지  2021  N  N,KCGS  A,환경  A,사회  A+,지배구조 A
596,코리아써키트  2021  N  N,KCGS  B,환경  B+,사회  C,지배구조 B+
597,코리안리  2021  N  N,KCGS  B+,환경  B,사회  B+,지배구조 A
598,코스맥스  2021  N  N,KCGS  A,환경  A,사회  A,지배구조 B+
599,코스맥스비티아이  2021  N  N,KCGS  B+,환경  A,사회  A,지배구조 B+
600,코스모신소재  2021  N  N,KCGS  B,환경  B,사회  C,지배구조 B
601,코스모화학  2021  N  N,KCGS  B,환경  B,사회  C,지배구조 B
602,코아스  2021  N  N,KCGS  B,환경  C,사회  C,지배구조 B+
603,코오롱  2021  N  N,KCGS  B,환경  B,사회  B+,지배구조 B
604,코오롱글로벌  2021  N  N,KCGS  B,환경  C,사회  B,지배구조 B+
605,코오롱인더  2021  N  N,KCGS  A,환경  B+,사회  A,지배구조 A
606,코오롱플라스틱  2021  N  N,KCGS  B+,환경  B,사회  B+,지배구조 B+
607,코웨이  2021  N  N,KCGS  A,환경  A,사회  A+,지배구조 B+
608,콘텐트리중앙  2021  N  N,KCGS  C,환경  D,사회  B,지배구조 C
609,콜마홀딩스  2021  N  N,KCGS  B+,환경  B,사회  B+,지배구조 A
610,콤텍시스템  2021  N  N,KCGS  C,환경  D,사회  B,지배구조 C
611,쿠쿠홀딩스  2021  N  N,KCGS  B,환경  D,사회  C,지배구조 B+
612,쿠쿠홈시스  2021  N  N,KCGS  B,환경  D,사회  C,지배구조 B+
613,크라운제과  2021  N  N,KCGS  B,환경  C,사회  B+,지배구조 B+
614,크라운해태홀딩스  2021  N  N,KCGS  B,환경  C,사회  B+,지배구조 B
615,크래프톤  2021  N  N,KCGS  -,환경  -,사회  -,지배구조 -
616,키다리스튜디오  2021  N  N,KCGS  B,환경  D,사회  B,지배구조 B
617,키움증권  2021  N  N,KCGS  B,환경  C,사회  A,지배구조 B
618,태경비케이  2021  N  N,KCGS  C,환경  C,사회  B,지배구조 B
619,태경산업  2021  N  N,KCGS  B,환경  C,사회  B,지배구조 B+
620,태경케미컬  2021  N  N,KCGS  C,환경  D,사회  B,지배구조 B
621,태광산업  2021  N  N,KCGS  B+,환경  B,사회  A,지배구조 B+
622,태림포장  2021  N  N,KCGS  C,환경  B,사회  C,지배구조 C
623,태양금속공업  2021  N  N,KCGS  B,환경  B,사회  C,지배구조 B
624,태영건설  2021  N  N,KCGS  B+,환경  A,사회  B,지배구조 B+
625,태원물산  2021  N  N,KCGS  C,환경  C,사회  C,지배구조 B
626,테이팩스  2021  N  N,KCGS  B+,환경  B+,사회  B+,지배구조 B+
627,텔코웨어  2021  N  N,KCGS  C,환경  D,사회  C,지배구조 B
628,토니모리  2021  N  N,KCGS  C,환경  D,사회  C,지배구조 B+
629,티비에이치글로벌  2021  N  N,KCGS  B,환경  D,사회  B+,지배구조 B+
630,티에이치엔  2021  N  N,KCGS  B,환경  C,사회  B,지배구조 B+
631,티웨이항공  2021  N  N,KCGS  B,환경  C,사회  B+,지배구조 B
632,티웨이홀딩스  2021  N  N,KCGS  C,환경  D,사회  D,지배구조 B
633,티케이지휴켐스  2021  N  N,KCGS  B+,환경  B,사회  A,지배구조 B+
634,파미셀  2021  N  N,KCGS  B,환경  C,사회  B,지배구조 B+
635,팜스코  2021  N  N,KCGS  B+,환경  B+,사회  A,지배구조 B+
636,팜젠사이언스  2021  N  N,KCGS  C,환경  D,사회  C,지배구조 C
637,팬오션  2021  N  N,KCGS  B+,환경  B+,사회  D,지배구조 A
638,퍼스텍  2021  N  N,KCGS  C,환경  C,사회  C,지배구조 B
639,퍼시스  2021  N  N,KCGS  B,환경  C,사회  B+,지배구조 B
640,페이퍼코리아  2021  N  N,KCGS  B,환경  B,사회  C,지배구조 B
641,평화산업  2021  N  N,KCGS  B,환경  B+,사회  C,지배구조 B+
642,평화홀딩스  2021  N  N,KCGS  B,환경  B+,사회  C,지배구조 B+
643,포스코DX  2021  N  N,KCGS  A,환경  A,사회  A+,지배구조 A
644,포스코스틸리온  2021  N  N,KCGS  A,환경  A,사회  A+,지배구조 A
645,포스코인터내셔널  2021  N  N,KCGS  A+,환경  A,사회  A+,지배구조 A+
646,포스코퓨처엠  2021  N  N,KCGS  A,환경  A,사회  A+,지배구조 B+
647,풀무원  2021  N  N,KCGS  A+,환경  A,사회  A+,지배구조 A+
648,풍산  2021  N  N,KCGS  B+,환경  B,사회  A,지배구조 A
649,풍산홀딩스  2021  N  N,KCGS  B,환경  D,사회  A,지배구조 B+
650,플레이그램  2021  N  N,KCGS  C,환경  D,사회  C,지배구조 C
651,하나금융지주  2021  N  N,KCGS  A,환경  A,사회  A+,지배구조 A
652,하나제약  2021  N  N,KCGS  B,환경  D,사회  B,지배구조 B+
653,하나투어  2021  N  N,KCGS  B+,환경  B,사회  A,지배구조 B+
654,하이브  2021  N  N,KCGS  -,환경  -,사회  -,지배구조 -
655,하이스틸  2021  N  N,KCGS  B,환경  C,사회  B,지배구조 B+
656,하이트론씨스템즈  2021  N  N,KCGS  C,환경  D,사회  C,지배구조 B+
657,하이트진로  2021  N  N,KCGS  B+,환경  B+,사회  A,지배구조 B
658,하이트진로홀딩스  2021  N  N,KCGS  B+,환경  B+,사회  A,지배구조 B
659,한국가스공사  2021  N  N,KCGS  B+,환경  B+,사회  A,지배구조 B+
660,한국공항  2021  N  N,KCGS  B,환경  D,사회  B,지배구조 B+
661,한국금융지주  2021  N  N,KCGS  B+,환경  C,사회  A,지배구조 B+
662,한국내화  2021  N  N,KCGS  B,환경  B,사회  B,지배구조 B
663,한국단자공업  2021  N  N,KCGS  C,환경  C,사회  C,지배구조 B+
664,한국무브넥스  2021  N  N,KCGS  B,환경  B,사회  B+,지배구조 B
665,한국석유공업  2021  N  N,KCGS  B+,환경  B,사회  B+,지배구조 B+
666,한국수출포장공업  2021  N  N,KCGS  B,환경  B,사회  C,지배구조 B+
667,한국쉘석유  2021  N  N,KCGS  B,환경  C,사회  B+,지배구조 B+
668,한국앤컴퍼니  2021  N  N,KCGS  A,환경  B+,사회  A+,지배구조 B+
669,한국자산신탁  2021  N  N,KCGS  C,환경  C,사회  B+,지배구조 C
670,한국전력공사  2021  N  N,KCGS  B+,환경  B+,사회  B+,지배구조 B+
671,한국전자홀딩스  2021  N  N,KCGS  B,환경  B,사회  B+,지배구조 B
672,한국제지  2021  N  N,KCGS  B,환경  B,사회  B,지배구조 B
673,한국종합기술  2021  N  N,KCGS  B,환경  B,사회  C,지배구조 B+
674,한국주강  2021  N  N,KCGS  D,환경  D,사회  D,지배구조 C
675,한국주철관공업  2021  N  N,KCGS  C,환경  C,사회  C,지배구조 B
676,한국철강  2021  N  N,KCGS  B,환경  B,사회  B,지배구조 B+
677,한국카본  2021  N  N,KCGS  B,환경  B,사회  B+,지배구조 B
678,한국콜마  2021  N  N,KCGS  B+,환경  B+,사회  A,지배구조 B+
679,한국타이어앤테크놀로지  2021  N  N,KCGS  B+,환경  B+,사회  A,지배구조 B
680,한국토지신탁  2021  N  N,KCGS  C,환경  D,사회  C,지배구조 C
681,한국특강  2021  N  N,KCGS  C,환경  C,사회  B,지배구조 B
682,한국항공우주  2021  N  N,KCGS  A,환경  A,사회  A+,지배구조 B+
683,한국화장품  2021  N  N,KCGS  B,환경  D,사회  B,지배구조 B
684,한국화장품제조  2021  N  N,KCGS  C,환경  C,사회  B,지배구조 B
685,한농화성  2021  N  N,KCGS  C,환경  C,사회  B,지배구조 B
686,한독  2021  N  N,KCGS  A,환경  B+,사회  A,지배구조 A
687,한미글로벌  2021  N  N,KCGS  A,환경  A,사회  A,지배구조 A
688,한미반도체  2021  N  N,KCGS  C,환경  D,사회  D,지배구조 B
689,한미사이언스  2021  N  N,KCGS  A,환경  B+,사회  A+,지배구조 A
