,회사명,종합등급,환경,사회,지배구조
347,삼성전기  2024  N  N,KCGS  A,환경  A,사회  A+,지배구조 A
348,삼성전자  2024  N  N,KCGS  A,환경  A,사회  A+,지배구조 B+
349,삼성제약  2024  N  N,KCGS  D,환경  D,사회  D,지배구조 C
350,삼성중공업  2024  N  N,KCGS  A,환경  A,사회  A+,지배구조 B+
351,삼성증권  2024  N  N,KCGS  B+,환경  A,사회  A+,지배구조 B
352,삼성출판사  2024  N  N,KCGS  C,환경  D,사회  D,지배구조 B
353,삼성카드  2024  N  N,KCGS  A,환경  A+,사회  A+,지배구조 A
354,삼성화재해상보험  2024  N  N,KCGS  A,환경  A,사회  A+,지배구조 A
355,삼아알미늄  2024  N  N,KCGS  C,환경  C,사회  D,지배구조 C
356,삼양사  2024  N  N,KCGS  B+,환경  A+,사회  A,지배구조 B
357,삼양식품  2024  N  N,KCGS  A,환경  A,사회  A+,지배구조 A
358,삼양통상  2024  N  N,KCGS  C,환경  C,사회  D,지배구조 B+
359,삼양패키징  2024  N  N,KCGS  B,환경  B+,사회  B+,지배구조 C
360,삼양홀딩스  2024  N  N,KCGS  B+,환경  A,사회  A,지배구조 B+
361,삼영  2024  N  N,KCGS  C,환경  C,사회  D,지배구조 C
362,삼영무역  2024  N  N,KCGS  C,환경  D,사회  D,지배구조 B+
363,삼영전자공업  2024  N  N,KCGS  D,환경  C,사회  C,지배구조 D
364,삼원강재  2024  N  N,KCGS  B,환경  B,사회  B,지배구조 B+
365,삼익THK  2024  N  N,KCGS  C,환경  C,사회  C,지배구조 B
366,삼익악기  2024  N  N,KCGS  C,환경  C,사회  D,지배구조 C
367,삼일씨엔에스  2024  N  N,KCGS  D,환경  C,사회  D,지배구조 D
368,삼일제약  2024  N  N,KCGS  C,환경  D,사회  C,지배구조 C
369,삼정펄프  2024  N  N,KCGS  D,환경  C,사회  C,지배구조 D
370,삼진제약  2024  N  N,KCGS  C,환경  D,사회  D,지배구조 B+
371,삼천리  2024  N  N,KCGS  C,환경  B,사회  B,지배구조 C
372,삼호개발  2024  N  N,KCGS  B+,환경  B,사회  A,지배구조 B+
373,삼화왕관  2024  N  N,KCGS  D,환경  C,사회  D,지배구조 D
374,삼화전기  2024  N  N,KCGS  D,환경  C,사회  C,지배구조 D
375,삼화전자공업  2024  N  N,KCGS  D,환경  D,사회  D,지배구조 D
376,삼화콘덴서공업  2024  N  N,KCGS  D,환경  C,사회  C,지배구조 D
377,삼화페인트공업  2024  N  N,KCGS  B+,환경  B+,사회  A,지배구조 B+
378,상상인증권  2024  N  N,KCGS  D,환경  D,사회  C,지배구조 D
379,상신브레이크  2024  N  N,KCGS  C,환경  D,사회  B,지배구조 C
380,새론오토모티브  2024  N  N,KCGS  D,환경  C,사회  D,지배구조 D
381,샘표  2024  N  N,KCGS  C,환경  C,사회  B,지배구조 D
382,샘표식품  2024  N  N,KCGS  C,환경  C,사회  B,지배구조 D
383,서연  2024  N  N,KCGS  B+,환경  B+,사회  A,지배구조 B+
384,서연이화  2024  N  N,KCGS  B+,환경  B+,사회  A,지배구조 B
385,서울도시가스  2024  N  N,KCGS  C,환경  C,사회  B,지배구조 C
386,서울식품공업  2024  N  N,KCGS  D,환경  C,사회  D,지배구조 D
387,서원  2024  N  N,KCGS  C,환경  C,사회  D,지배구조 C
388,서흥  2024  N  N,KCGS  B+,환경  B+,사회  A,지배구조 B
389,선도전기  2024  N  N,KCGS  D,환경  C,사회  C,지배구조 D
390,선진  2024  N  N,KCGS  B+,환경  C,사회  B,지배구조 A
391,성문전자  2024  N  N,KCGS  C,환경  C,사회  D,지배구조 C
392,성보화학  2024  N  N,KCGS  D,환경  D,사회  C,지배구조 C
393,성신양회  2024  N  N,KCGS  B,환경  B,사회  A,지배구조 C
394,성안머티리얼스  2024  N  N,KCGS  D,환경  D,사회  D,지배구조 D
395,성창기업지주  2024  N  N,KCGS  D,환경  D,사회  D,지배구조 C
396,세기상사  2024  N  N,KCGS  C,환경  D,사회  D,지배구조 B
397,세방  2024  N  N,KCGS  B+,환경  B+,사회  B+,지배구조 B
398,세방전지  2024  N  N,KCGS  C,환경  C,사회  C,지배구조 C
399,세아베스틸지주  2024  N  N,KCGS  A,환경  A,사회  A+,지배구조 A
400,세아제강  2024  N  N,KCGS  A,환경  B+,사회  A,지배구조 A
401,세아제강지주  2024  N  N,KCGS  B+,환경  B+,사회  A,지배구조 B+
402,세아특수강  2024  N  N,KCGS  A,환경  B+,사회  A,지배구조 A
403,세아홀딩스  2024  N  N,KCGS  B+,환경  A,사회  A+,지배구조 B
404,세우글로벌  2024  N  N,KCGS  D,환경  D,사회  D,지배구조 D
405,세원이앤씨  2024  N  N,KCGS  D,환경  D,사회  D,지배구조 D
406,세원정공  2024  N  N,KCGS  C,환경  C,사회  C,지배구조 C
407,세이브존I&C  2024  N  N,KCGS  C,환경  D,사회  C,지배구조 C
408,세진중공업  2024  N  N,KCGS  C,환경  C,사회  D,지배구조 C
409,셀트리온  2024  N  N,KCGS  B,환경  B+,사회  A+,지배구조 C
410,솔루스첨단소재  2024  N  N,KCGS  B,환경  C,사회  B+,지배구조 B
411,솔루엠  2024  N  N,KCGS  C,환경  D,사회  D,지배구조 B
412,송원산업  2024  N  N,KCGS  C,환경  B+,사회  B+,지배구조 D
413,수산중공업  2024  N  N,KCGS  C,환경  C,사회  D,지배구조 B
414,스타리츠  2024  N  N,KCGS  D,환경  D,사회  D,지배구조 C
415,스틱인베스트먼트  2024  N  N,KCGS  B,환경  C,사회  A,지배구조 B
416,시디즈  2024  N  N,KCGS  D,환경  C,사회  D,지배구조 D
417,시알홀딩스  2024  N  N,KCGS  D,환경  C,사회  D,지배구조 D
418,신대양제지  2024  N  N,KCGS  D,환경  C,사회  D,지배구조 D
419,신도리코  2024  N  N,KCGS  C,환경  C,사회  D,지배구조 C
420,신라교역  2024  N  N,KCGS  D,환경  D,사회  D,지배구조 C
421,신성이엔지  2024  N  N,KCGS  D,환경  C,사회  D,지배구조 D
422,신성통상  2024  N  N,KCGS  D,환경  D,사회  D,지배구조 D
423,신세계  2024  N  N,KCGS  A,환경  A,사회  A+,지배구조 A
424,신세계I&C  2024  N  N,KCGS  A,환경  A,사회  A+,지배구조 A
425,신세계건설  2024  N  N,KCGS  B+,환경  B+,사회  A,지배구조 B+
426,신세계인터내셔날  2024  N  N,KCGS  A,환경  A,사회  A,지배구조 A
427,신세계푸드  2024  N  N,KCGS  A,환경  B+,사회  A,지배구조 A
428,신송홀딩스  2024  N  N,KCGS  C,환경  D,사회  D,지배구조 B
429,신영와코루  2024  N  N,KCGS  D,환경  D,사회  D,지배구조 D
430,신영증권  2024  N  N,KCGS  B+,환경  B,사회  A,지배구조 B+
431,신원  2024  N  N,KCGS  C,환경  C,사회  B,지배구조 D
432,신일전자  2024  N  N,KCGS  D,환경  D,사회  D,지배구조 D
433,신풍  2024  N  N,KCGS  D,환경  D,사회  D,지배구조 C
434,신풍제약  2024  N  N,KCGS  D,환경  D,사회  D,지배구조 D
435,신한지주  2024  N  N,KCGS  A+,환경  A+,사회  A+,지배구조 A+
436,신흥  2024  N  N,KCGS  C,환경  D,사회  C,지배구조 C
437,쌍방울  2024  N  N,KCGS  D,환경  D,사회  D,지배구조 D
438,쌍용씨앤이  2024  N  N,KCGS  B+,환경  B+,사회  B,지배구조 A
439,써니전자  2024  N  N,KCGS  D,환경  C,사회  C,지배구조 D
440,씨아이테크  2024  N  N,KCGS  D,환경  D,사회  D,지배구조 D
441,씨에스윈드  2024  N  N,KCGS  A,환경  B+,사회  B+,지배구조 A
442,씨티알모빌리티  2024  N  N,KCGS  C,환경  D,사회  C,지배구조 B
443,아남전자  2024  N  N,KCGS  D,환경  D,사회  C,지배구조 C
444,아모레퍼시픽  2024  N  N,KCGS  A,환경  A,사회  A+,지배구조 A
445,아모레퍼시픽그룹  2024  N  N,KCGS  A,환경  A,사회  A+,지배구조 A
446,아세아  2024  N  N,KCGS  A,환경  B+,사회  B+,지배구조 A
447,아세아시멘트  2024  N  N,KCGS  B+,환경  B+,사회  A,지배구조 B
448,아세아제지  2024  N  N,KCGS  C,환경  B,사회  B+,지배구조 D
449,아센디오  2024  N  N,KCGS  D,환경  D,사회  D,지배구조 D
450,아시아나IDT  2024  N  N,KCGS  D,환경  C,사회  C,지배구조 D
451,아시아나항공  2024  N  N,KCGS  A,환경  A,사회  A,지배구조 B+
452,아이마켓코리아  2024  N  N,KCGS  C,환경  C,사회  B+,지배구조 C
453,아이에스동서  2024  N  N,KCGS  B+,환경  B+,사회  A,지배구조 B+
454,아이에이치큐  2024  N  N,KCGS  D,환경  D,사회  C,지배구조 D
455,아주스틸  2024  N  N,KCGS  C,환경  C,사회  C,지배구조 C
456,알루코  2024  N  N,KCGS  D,환경  C,사회  C,지배구조 D
457,애경산업  2024  N  N,KCGS  A,환경  A,사회  A+,지배구조 A
458,애경케미칼  2024  N  N,KCGS  A,환경  A,사회  A,지배구조 B+
459,에넥스  2024  N  N,KCGS  C,환경  C,사회  C,지배구조 C
460,에스디바이오센서  2024  N  N,KCGS  D,환경  C,사회  C,지배구조 D
461,에스메디  2024  N  N,KCGS  D,환경  D,사회  D,지배구조 C
462,에스엘  2024  N  N,KCGS  B+,환경  B+,사회  A,지배구조 B+
463,에스엠벡셀  2024  N  N,KCGS  D,환경  D,사회  C,지배구조 C
464,에스원  2024  N  N,KCGS  B+,환경  B+,사회  A,지배구조 B+
465,에스제이엠  2024  N  N,KCGS  C,환경  C,사회  C,지배구조 C
466,에스제이엠홀딩스  2024  N  N,KCGS  C,환경  C,사회  C,지배구조 C
467,에스제이지세종  2024  N  N,KCGS  D,환경  C,사회  C,지배구조 D
468,에스케이바이오팜  2024  N  N,KCGS  A,환경  B+,사회  A+,지배구조 A
469,에쓰씨엔지니어링  2024  N  N,KCGS  D,환경  C,사회  D,지배구조 D
470,에어부산  2024  N  N,KCGS  C,환경  C,사회  B,지배구조 D
471,에이리츠  2024  N  N,KCGS  C,환경  D,사회  D,지배구조 B
472,에이블씨엔씨  2024  N  N,KCGS  C,환경  C,사회  B,지배구조 C
473,에이엔피  2024  N  N,KCGS  D,환경  C,사회  D,지배구조 D
474,에이프로젠  2024  N  N,KCGS  D,환경  D,사회  D,지배구조 D
475,에이프로젠바이오로직스  2024  N  N,KCGS  D,환경  D,사회  D,지배구조 D
476,에이플러스에셋  2024  N  N,KCGS  C,환경  D,사회  C,지배구조 C
477,에코바이브  2024  N  N,KCGS  D,환경  D,사회  D,지배구조 D
478,엔씨소프트  2024  N  N,KCGS  A,환경  B+,사회  A,지배구조 A
479,엔에이치엔  2024  N  N,KCGS  A,환경  B+,사회  A+,지배구조 A
480,엔케이  2024  N  N,KCGS  C,환경  D,사회  C,지배구조 C
481,엔피씨  2024  N  N,KCGS  D,환경  C,사회  C,지배구조 D
482,엘앤에프  2024  N  N,KCGS  -,환경  -,사회  -,지배구조 -
483,엘에스일렉트릭  2024  N  N,KCGS  A,환경  A,사회  A+,지배구조 A
484,엠씨넥스  2024  N  N,KCGS  C,환경  C,사회  C,지배구조 B
485,영보화학  2024  N  N,KCGS  D,환경  C,사회  C,지배구조 D
486,영원무역  2024  N  N,KCGS  B+,환경  B+,사회  B+,지배구조 B+
487,영원무역홀딩스  2024  N  N,KCGS  B+,환경  B+,사회  B+,지배구조 B+
488,영진약품  2024  N  N,KCGS  B+,환경  B+,사회  A,지배구조 B+
489,영풍  2024  N  N,KCGS  B+,환경  B+,사회  B+,지배구조 B
490,영풍제지  2024  N  N,KCGS  C,환경  C,사회  D,지배구조 C
491,영화금속  2024  N  N,KCGS  C,환경  C,사회  D,지배구조 C
492,영흥  2024  N  N,KCGS  C,환경  C,사회  C,지배구조 C
493,예스코홀딩스  2024  N  N,KCGS  B,환경  C,사회  B,지배구조 B+
494,오뚜기  2024  N  N,KCGS  B+,환경  B+,사회  A,지배구조 B+
495,오리엔트바이오  2024  N  N,KCGS  D,환경  D,사회  D,지배구조 D
496,오리온  2024  N  N,KCGS  A,환경  A,사회  A,지배구조 B+
497,오리온홀딩스  2024  N  N,KCGS  A,환경  A,사회  A,지배구조 A
498,와이투솔루션  2024  N  N,KCGS  C,환경  C,사회  C,지배구조 C
499,용평리조트  2024  N  N,KCGS  D,환경  C,사회  D,지배구조 D
500,우리금융지주  2024  N  N,KCGS  A,환경  A+,사회  A+,지배구조 A
501,우리종금  2024  N  N,KCGS  B+,환경  B+,사회  A,지배구조 B+
502,우성  2024  N  N,KCGS  C,환경  D,사회  C,지배구조 C
503,우신시스템  2024  N  N,KCGS  C,환경  D,사회  D,지배구조 B
504,우진  2024  N  N,KCGS  C,환경  D,사회  C,지배구조 C
505,우진아이엔에스  2024  N  N,KCGS  C,환경  C,사회  D,지배구조 B
506,우진플라임  2024  N  N,KCGS  C,환경  C,사회  D,지배구조 C
507,웅진  2024  N  N,KCGS  B+,환경  B,사회  A,지배구조 B
508,웅진씽크빅  2024  N  N,KCGS  B+,환경  B+,사회  A+,지배구조 B
509,원림  2024  N  N,KCGS  C,환경  C,사회  D,지배구조 C
510,웰바이오텍  2024  N  N,KCGS  D,환경  D,사회  D,지배구조 D
511,윌비스  2024  N  N,KCGS  D,환경  D,사회  C,지배구조 D
512,유나이티드  2024  N  N,KCGS  B,환경  C,사회  B,지배구조 B+
513,유니드  2024  N  N,KCGS  B+,환경  B+,사회  B+,지배구조 B
514,유니온  2024  N  N,KCGS  C,환경  C,사회  C,지배구조 B
515,유니온머티리얼  2024  N  N,KCGS  C,환경  C,사회  D,지배구조 C
516,유니켐  2024  N  N,KCGS  D,환경  C,사회  C,지배구조 D
517,유니퀘스트  2024  N  N,KCGS  C,환경  D,사회  D,지배구조 B
518,유성기업  2024  N  N,KCGS  C,환경  C,사회  C,지배구조 C
519,유수홀딩스  2024  N  N,KCGS  B+,환경  B+,사회  A,지배구조 B+
520,유안타증권  2024  N  N,KCGS  C,환경  C,사회  D,지배구조 B
521,유엔젤  2024  N  N,KCGS  D,환경  D,사회  D,지배구조 D
522,유유제약  2024  N  N,KCGS  D,환경  D,사회  C,지배구조 D
523,유진증권  2024  N  N,KCGS  B,환경  C,사회  B,지배구조 B
524,유한양행  2024  N  N,KCGS  A,환경  B+,사회  A+,지배구조 A
525,유화증권  2024  N  N,KCGS  C,환경  D,사회  C,지배구조 C
526,율촌화학  2024  N  N,KCGS  D,환경  C,사회  C,지배구조 D
527,이건산업  2024  N  N,KCGS  D,환경  D,사회  C,지배구조 D
528,이구산업  2024  N  N,KCGS  C,환경  C,사회  D,지배구조 C
529,이노션  2024  N  N,KCGS  B+,환경  A,사회  A,지배구조 B+
530,이마트  2024  N  N,KCGS  A,환경  A,사회  B+,지배구조 A
531,이수페타시스  2024  N  N,KCGS  C,환경  B,사회  B+,지배구조 C
532,이수화학  2024  N  N,KCGS  C,환경  B,사회  B,지배구조 D
533,이스타코  2024  N  N,KCGS  D,환경  D,사회  D,지배구조 C
534,이아이디  2024  N  N,KCGS  D,환경  D,사회  D,지배구조 D
535,이엔플러스  2024  N  N,KCGS  D,환경  C,사회  D,지배구조 D
536,이연제약  2024  N  N,KCGS  C,환경  D,사회  D,지배구조 B+
537,이월드  2024  N  N,KCGS  D,환경  D,사회  D,지배구조 D
538,이화산업  2024  N  N,KCGS  C,환경  C,사회  D,지배구조 C
539,인디에프  2024  N  N,KCGS  D,환경  D,사회  D,지배구조 C
540,인바이오젠  2024  N  N,KCGS  D,환경  D,사회  D,지배구조 D
541,인스코비  2024  N  N,KCGS  D,환경  D,사회  D,지배구조 D
542,인지컨트롤스  2024  N  N,KCGS  C,환경  C,사회  C,지배구조 C
543,인천도시가스  2024  N  N,KCGS  B,환경  D,사회  B,지배구조 B+
544,인터지스  2024  N  N,KCGS  C,환경  C,사회  C,지배구조 C
545,인팩  2024  N  N,KCGS  C,환경  C,사회  C,지배구조 B
546,일동제약  2024  N  N,KCGS  B+,환경  B+,사회  A+,지배구조 B
547,일동홀딩스  2024  N  N,KCGS  A,환경  B+,사회  A+,지배구조 B+
548,일성건설  2024  N  N,KCGS  D,환경  C,사회  D,지배구조 D
549,일성아이에스  2024  N  N,KCGS  C,환경  D,사회  C,지배구조 B
550,일신방직  2024  N  N,KCGS  D,환경  C,사회  C,지배구조 D
551,일신석재  2024  N  N,KCGS  D,환경  D,사회  D,지배구조 C
552,일양약품  2024  N  N,KCGS  C,환경  D,사회  C,지배구조 B+
553,일정실업  2024  N  N,KCGS  D,환경  D,사회  D,지배구조 C
554,일진다이아  2024  N  N,KCGS  D,환경  D,사회  D,지배구조 C
555,일진디스플  2024  N  N,KCGS  C,환경  C,사회  D,지배구조 C
556,일진전기  2024  N  N,KCGS  D,환경  C,사회  C,지배구조 D
557,일진하이솔루스  2024  N  N,KCGS  C,환경  C,사회  B,지배구조 C
558,일진홀딩스  2024  N  N,KCGS  B,환경  D,사회  C,지배구조 B+
559,잇츠한불  2024  N  N,KCGS  C,환경  C,사회  C,지배구조 B
560,자이에스앤디  2024  N  N,KCGS  C,환경  C,사회  B,지배구조 B
561,자화전자  2024  N  N,KCGS  D,환경  C,사회  C,지배구조 D
562,전방  2024  N  N,KCGS  D,환경  C,사회  C,지배구조 D
563,제이에스코퍼레이션  2024  N  N,KCGS  D,환경  D,사회  D,지배구조 C
564,제이준코스메틱  2024  N  N,KCGS  D,환경  D,사회  D,지배구조 D
565,제일기획  2024  N  N,KCGS  A,환경  A,사회  A+,지배구조 A
566,제일약품  2024  N  N,KCGS  C,환경  C,사회  B+,지배구조 D
567,제일연마  2024  N  N,KCGS  C,환경  C,사회  D,지배구조 B
568,제일파마홀딩스  2024  N  N,KCGS  C,환경  C,사회  B+,지배구조 D
569,제주은행  2024  N  N,KCGS  B+,환경  B+,사회  A,지배구조 B+
570,제주항공  2024  N  N,KCGS  A,환경  A,사회  A+,지배구조 B+
571,조광페인트  2024  N  N,KCGS  C,환경  C,사회  B,지배구조 C
572,조광피혁  2024  N  N,KCGS  C,환경  D,사회  D,지배구조 B
573,조비  2024  N  N,KCGS  D,환경  D,사회  D,지배구조 D
574,조선선재  2024  N  N,KCGS  D,환경  D,사회  D,지배구조 D
575,조일알미늄  2024  N  N,KCGS  C,환경  C,사회  C,지배구조 B
576,조흥  2024  N  N,KCGS  C,환경  C,사회  B,지배구조 C
577,종근당  2024  N  N,KCGS  B+,환경  A,사회  A,지배구조 B
578,종근당바이오  2024  N  N,KCGS  B+,환경  A,사회  A,지배구조 B
579,종근당홀딩스  2024  N  N,KCGS  B+,환경  A,사회  A,지배구조 B+
580,주성코퍼레이션  2024  N  N,KCGS  D,환경  C,사회  D,지배구조 D
581,주연테크  2024  N  N,KCGS  D,환경  D,사회  D,지배구조 D
582,지누스  2024  N  N,KCGS  A,환경  A,사회  A,지배구조 A
583,지엠비코리아  2024  N  N,KCGS  D,환경  D,사회  C,지배구조 D
584,지역난방공사  2024  N  N,KCGS  A+,환경  A+,사회  A+,지배구조 A
585,진도  2024  N  N,KCGS  D,환경  D,사회  D,지배구조 D
586,진양산업  2024  N  N,KCGS  C,환경  D,사회  D,지배구조 B
587,진양폴리우레탄  2024  N  N,KCGS  D,환경  D,사회  D,지배구조 C
588,진양홀딩스  2024  N  N,KCGS  C,환경  D,사회  D,지배구조 B
589,진양화학  2024  N  N,KCGS  C,환경  C,사회  D,지배구조 C
590,진에어  2024  N  N,KCGS  A,환경  A,사회  A,지배구조 A
591,진원생명과학  2024  N  N,KCGS  D,환경  D,사회  C,지배구조 D
592,진흥기업  2024  N  N,KCGS  C,환경  C,사회  C,지배구조 B
593,참엔지니어링  2024  N  N,KCGS  D,환경  D,사회  D,지배구조 D
594,천일고속  2024  N  N,KCGS  D,환경  C,사회  D,지배구조 D
595,청호ICT  2024  N  N,KCGS  D,환경  D,사회  D,지배구조 D
596,체시스  2024  N  N,KCGS  D,환경  C,사회  D,지배구조 D
597,카카오  2024  N  N,KCGS  A,환경  A+,사회  A+,지배구조 B+
598,카카오뱅크  2024  N  N,KCGS  B+,환경  B+,사회  A,지배구조 B+
599,카카오페이  2024  N  N,KCGS  A,환경  A,사회  A+,지배구조 A
600,카프로  2024  N  N,KCGS  C,환경  C,사회  C,지배구조 C
601,케이비아이동국실업  2024  N  N,KCGS  D,환경  D,사회  D,지배구조 D
602,케이씨  2024  N  N,KCGS  C,환경  C,사회  A,지배구조 D
603,케이씨씨  2024  N  N,KCGS  A,환경  A,사회  A,지배구조 B+
604,케이씨씨글라스  2024  N  N,KCGS  A,환경  A,사회  A+,지배구조 A
605,케이씨텍  2024  N  N,KCGS  B,환경  C,사회  B,지배구조 B
606,케이씨티시  2024  N  N,KCGS  D,환경  C,사회  C,지배구조 D
607,케이카  2024  N  N,KCGS  B,환경  C,사회  B,지배구조 B
608,케이탑리츠  2024  N  N,KCGS  D,환경  D,사회  D,지배구조 D
609,케이티  2024  N  N,KCGS  A,환경  B+,사회  A,지배구조 A
610,케이티스카이라이프  2024  N  N,KCGS  B+,환경  B+,사회  A,지배구조 B+
611,케이티앤지  2024  N  N,KCGS  A+,환경  A+,사회  A+,지배구조 A+
612,코리아써키트  2024  N  N,KCGS  D,환경  C,사회  C,지배구조 D
613,코리안리  2024  N  N,KCGS  A,환경  A,사회  A,지배구조 A
614,코스맥스  2024  N  N,KCGS  B,환경  A,사회  A,지배구조 D
615,코스맥스비티아이  2024  N  N,KCGS  B,환경  A,사회  A,지배구조 C
616,코스모신소재  2024  N  N,KCGS  C,환경  C,사회  C,지배구조 C
617,코스모화학  2024  N  N,KCGS  D,환경  C,사회  C,지배구조 D
618,코아스  2024  N  N,KCGS  B,환경  C,사회  C,지배구조 B+
619,코오롱  2024  N  N,KCGS  B+,환경  B+,사회  A,지배구조 B
620,코오롱글로벌  2024  N  N,KCGS  C,환경  B,사회  B+,지배구조 C
621,코오롱인더  2024  N  N,KCGS  B+,환경  B+,사회  A+,지배구조 B
622,코오롱플라스틱  2024  N  N,KCGS  B,환경  C,사회  B,지배구조 B+
623,코웨이  2024  N  N,KCGS  A,환경  A,사회  A+,지배구조 B+
624,콘텐트리중앙  2024  N  N,KCGS  D,환경  D,사회  D,지배구조 D
625,콜마홀딩스  2024  N  N,KCGS  A,환경  A,사회  A+,지배구조 A
626,콤텍시스템  2024  N  N,KCGS  D,환경  D,사회  D,지배구조 D
627,쿠쿠홀딩스  2024  N  N,KCGS  D,환경  D,사회  C,지배구조 D
628,쿠쿠홈시스  2024  N  N,KCGS  D,환경  D,사회  C,지배구조 D
629,크라운제과  2024  N  N,KCGS  C,환경  C,사회  B,지배구조 C
630,크라운해태홀딩스  2024  N  N,KCGS  D,환경  C,사회  C,지배구조 D
631,크래프톤  2024  N  N,KCGS  B+,환경  C,사회  A,지배구조 A
632,키다리스튜디오  2024  N  N,KCGS  D,환경  D,사회  D,지배구조 D
633,키움증권  2024  N  N,KCGS  B+,환경  B,사회  A,지배구조 B
634,태경비케이  2024  N  N,KCGS  C,환경  C,사회  C,지배구조 C
635,태경산업  2024  N  N,KCGS  C,환경  C,사회  C,지배구조 C
636,태경케미컬  2024  N  N,KCGS  D,환경  D,사회  D,지배구조 D
637,태광산업  2024  N  N,KCGS  C,환경  C,사회  C,지배구조 C
638,태림포장  2024  N  N,KCGS  B,환경  A,사회  A,지배구조 D
639,태양금속공업  2024  N  N,KCGS  D,환경  C,사회  C,지배구조 D
640,태영건설  2024  N  N,KCGS  A,환경  A,사회  A,지배구조 B+
641,태원물산  2024  N  N,KCGS  D,환경  D,사회  D,지배구조 D
642,테이팩스  2024  N  N,KCGS  A,환경  A,사회  A,지배구조 B+
643,텔코웨어  2024  N  N,KCGS  C,환경  D,사회  D,지배구조 B
644,토니모리  2024  N  N,KCGS  C,환경  D,사회  D,지배구조 B
645,티비에이치글로벌  2024  N  N,KCGS  D,환경  D,사회  D,지배구조 C
646,티에이치엔  2024  N  N,KCGS  C,환경  C,사회  B,지배구조 C
647,티와이홀딩스  2024  N  N,KCGS  B+,환경  A,사회  A,지배구조 B
648,티웨이항공  2024  N  N,KCGS  B,환경  B,사회  C,지배구조 B
649,티웨이홀딩스  2024  N  N,KCGS  D,환경  C,사회  C,지배구조 D
650,티케이지휴켐스  2024  N  N,KCGS  B+,환경  B+,사회  A,지배구조 B
651,파미셀  2024  N  N,KCGS  D,환경  C,사회  D,지배구조 D
652,팜스코  2024  N  N,KCGS  A,환경  B+,사회  A,지배구조 A
653,팜젠사이언스  2024  N  N,KCGS  D,환경  D,사회  C,지배구조 D
654,팬오션  2024  N  N,KCGS  A,환경  A+,사회  A,지배구조 A
655,퍼스텍  2024  N  N,KCGS  C,환경  C,사회  C,지배구조 C
656,퍼시스  2024  N  N,KCGS  D,환경  C,사회  C,지배구조 D
657,페이퍼코리아  2024  N  N,KCGS  D,환경  C,사회  C,지배구조 D
658,평화산업  2024  N  N,KCGS  D,환경  D,사회  C,지배구조 C
659,평화홀딩스  2024  N  N,KCGS  C,환경  D,사회  C,지배구조 B+
660,포스코DX  2024  N  N,KCGS  -,환경  -,사회  -,지배구조 -
661,포스코스틸리온  2024  N  N,KCGS  A,환경  A,사회  A+,지배구조 B+
662,포스코인터내셔널  2024  N  N,KCGS  A,환경  A,사회  A+,지배구조 A
663,포스코퓨처엠  2024  N  N,KCGS  A,환경  A,사회  A+,지배구조 A
664,풀무원  2024  N  N,KCGS  A,환경  A,사회  A+,지배구조 A
665,풍산  2024  N  N,KCGS  B+,환경  B+,사회  B+,지배구조 B+
666,풍산홀딩스  2024  N  N,KCGS  B+,환경  B+,사회  B+,지배구조 B+
667,플레이그램  2024  N  N,KCGS  D,환경  D,사회  D,지배구조 D
668,하나금융지주  2024  N  N,KCGS  A,환경  A+,사회  A+,지배구조 A
669,하나제약  2024  N  N,KCGS  C,환경  D,사회  C,지배구조 C
670,하나투어  2024  N  N,KCGS  B+,환경  B+,사회  A,지배구조 B+
671,하이브  2024  N  N,KCGS  C,환경  B,사회  B+,지배구조 C
672,하이스틸  2024  N  N,KCGS  C,환경  C,사회  C,지배구조 C
673,하이트진로  2024  N  N,KCGS  B,환경  A,사회  A,지배구조 C
674,하이트진로홀딩스  2024  N  N,KCGS  B+,환경  A,사회  A,지배구조 B
675,한국가스공사  2024  N  N,KCGS  A,환경  A,사회  A+,지배구조 B+
676,한국공항  2024  N  N,KCGS  B+,환경  A,사회  B,지배구조 B+
677,한국금융지주  2024  N  N,KCGS  B+,환경  C,사회  B+,지배구조 B+
678,한국내화  2024  N  N,KCGS  C,환경  B+,사회  B+,지배구조 D
679,한국단자공업  2024  N  N,KCGS  C,환경  C,사회  B,지배구조 C
680,한국무브넥스  2024  N  N,KCGS  C,환경  C,사회  C,지배구조 C
681,한국석유공업  2024  N  N,KCGS  B+,환경  B+,사회  B+,지배구조 B+
682,한국수출포장공업  2024  N  N,KCGS  D,환경  C,사회  D,지배구조 D
683,한국쉘석유  2024  N  N,KCGS  C,환경  C,사회  C,지배구조 B+
684,한국앤컴퍼니  2024  N  N,KCGS  B+,환경  B+,사회  A,지배구조 B+
685,한국자산신탁  2024  N  N,KCGS  C,환경  C,사회  C,지배구조 B
686,한국전력공사  2024  N  N,KCGS  B+,환경  B,사회  A,지배구조 A
687,한국전자홀딩스  2024  N  N,KCGS  D,환경  C,사회  C,지배구조 D
688,한국제지  2024  N  N,KCGS  C,환경  C,사회  C,지배구조 C
689,한국종합기술  2024  N  N,KCGS  C,환경  C,사회  C,지배구조 B
690,한국주강  2024  N  N,KCGS  D,환경  D,사회  D,지배구조 D
691,한국주철관공업  2024  N  N,KCGS  D,환경  C,사회  D,지배구조 D
692,한국철강  2024  N  N,KCGS  C,환경  C,사회  D,지배구조 B
693,한국카본  2024  N  N,KCGS  B,환경  B+,사회  B+,지배구조 C
