종목명,2024통합등급,2024환경,2024사회,2024지배구조,2023통합등급,2023환경,2023사회,2023지배구조,2022통합등급,2022환경,2022사회,2022지배구조,2021통합등급,2021환경,2021사회,2021지배구조,2020통합등급,2020환경,2020사회,2020지배구조,2021-2020통합등급,2021-2020환경,2021-2020사회,2021-2020지배구조,2022-2021통합등급,2022-2021환경,2022-2021사회,2022-2021지배구조,2023-2022통합등급,2023-2022환경,2023-2022사회,2023-2022지배구조,2024-2023통합등급,2024-2023환경,2024-2023사회,2024-2023지배구조
남양유업  ,5.0,6.0,7.0,3.0,5.0,6.0,7.0,3.0,3.0,5.0,6.0,1.0,6.0,6.0,6.0,6.0,5.0,3.0,5.0,6.0,1.0,3.0,1.0,0.0,-3.0,-1.0,0.0,-5.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0
남해화학  ,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,5.0,3.0,5.0,6.0,5.0,5.0,5.0,6.0,0.0,-2.0,0.0,0.0,-2.0,0.0,-2.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
넥센  ,6.0,6.0,7.0,5.0,6.0,6.0,7.0,5.0,6.0,6.0,7.0,5.0,6.0,6.0,7.0,5.0,6.0,5.0,6.0,6.0,0.0,1.0,1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
넥센타이어  ,6.0,7.0,7.0,5.0,6.0,7.0,7.0,5.0,6.0,6.0,7.0,5.0,6.0,6.0,7.0,6.0,6.0,6.0,6.0,5.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,-1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
넷마블  ,6.0,6.0,7.0,6.0,6.0,6.0,7.0,6.0,5.0,3.0,6.0,5.0,6.0,1.0,6.0,7.0,5.0,1.0,6.0,6.0,1.0,0.0,0.0,1.0,-1.0,2.0,0.0,-2.0,1.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0
노루페인트  ,6.0,7.0,8.0,5.0,6.0,7.0,8.0,5.0,7.0,6.0,8.0,6.0,7.0,7.0,8.0,6.0,5.0,5.0,5.0,5.0,2.0,2.0,3.0,1.0,0.0,-1.0,0.0,0.0,-1.0,1.0,0.0,-1.0,0.0,0.0,0.0,0.0
노루홀딩스  ,7.0,7.0,8.0,6.0,7.0,7.0,8.0,6.0,7.0,6.0,8.0,6.0,7.0,7.0,8.0,6.0,3.0,3.0,5.0,3.0,4.0,4.0,3.0,3.0,0.0,-1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
녹십자  ,6.0,6.0,7.0,5.0,6.0,6.0,7.0,5.0,6.0,5.0,7.0,5.0,6.0,6.0,6.0,6.0,6.0,5.0,7.0,5.0,0.0,1.0,-1.0,1.0,0.0,-1.0,1.0,-1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
녹십자홀딩스  ,6.0,6.0,7.0,6.0,6.0,6.0,7.0,6.0,6.0,5.0,7.0,6.0,6.0,6.0,6.0,6.0,5.0,3.0,6.0,5.0,1.0,3.0,0.0,1.0,0.0,-1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
농심  ,6.0,7.0,7.0,5.0,6.0,7.0,7.0,5.0,3.0,5.0,7.0,1.0,6.0,5.0,7.0,5.0,6.0,6.0,7.0,5.0,0.0,-1.0,0.0,0.0,-3.0,0.0,0.0,-4.0,3.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0
농심홀딩스  ,6.0,6.0,7.0,5.0,6.0,6.0,7.0,5.0,3.0,5.0,6.0,3.0,6.0,5.0,7.0,6.0,6.0,5.0,6.0,6.0,0.0,0.0,1.0,0.0,-3.0,0.0,-1.0,-3.0,3.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0
다스코  ,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,3.0,5.0,5.0,3.0,6.0,5.0,3.0,5.0,6.0,0.0,2.0,-2.0,0.0,-4.0,-4.0,-2.0,-3.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0
다올투자증권  ,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,6.0,6.0,3.0,7.0,6.0,3.0,1.0,5.0,3.0,3.0,2.0,2.0,3.0,0.0,2.0,-2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
다우기술  ,6.0,7.0,8.0,5.0,6.0,7.0,8.0,5.0,3.0,6.0,7.0,3.0,6.0,5.0,7.0,6.0,5.0,3.0,6.0,5.0,1.0,2.0,1.0,1.0,-3.0,1.0,0.0,-3.0,3.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0
다이나믹디자인  ,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0,3.0,0.0,2.0,0.0,0.0,-2.0,-2.0,-2.0,0.0,0.0,0.0,0.0,-2.0,0.0,0.0,0.0,0.0
대교  ,6.0,3.0,6.0,6.0,6.0,3.0,6.0,6.0,5.0,1.0,6.0,6.0,6.0,1.0,6.0,7.0,6.0,1.0,6.0,7.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,-1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
대구백화점  ,3.0,1.0,3.0,5.0,3.0,1.0,3.0,5.0,3.0,1.0,1.0,6.0,5.0,1.0,6.0,6.0,5.0,1.0,5.0,6.0,0.0,0.0,1.0,0.0,-2.0,0.0,-5.0,0.0,0.0,0.0,2.0,-1.0,0.0,0.0,0.0,0.0
대덕  ,6.0,7.0,7.0,5.0,6.0,7.0,7.0,5.0,6.0,5.0,7.0,5.0,7.0,6.0,7.0,7.0,7.0,6.0,7.0,7.0,0.0,0.0,0.0,0.0,-1.0,-1.0,0.0,-2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
대덕전자  ,7.0,7.0,7.0,6.0,7.0,7.0,7.0,6.0,6.0,5.0,7.0,6.0,,,,,,,,,-,-,-,-,-,-,-,-,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
대동  ,3.0,5.0,7.0,1.0,3.0,5.0,7.0,1.0,1.0,3.0,3.0,1.0,6.0,5.0,5.0,6.0,5.0,5.0,5.0,5.0,1.0,0.0,0.0,1.0,-5.0,-2.0,-2.0,-5.0,2.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0
대동전자  ,1.0,1.0,1.0,3.0,1.0,1.0,1.0,3.0,3.0,1.0,1.0,5.0,3.0,3.0,3.0,6.0,3.0,5.0,3.0,3.0,0.0,-2.0,0.0,3.0,0.0,-2.0,-2.0,-1.0,-2.0,0.0,0.0,-2.0,0.0,0.0,0.0,0.0
대림비앤코  ,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,6.0,5.0,3.0,5.0,6.0,-2.0,0.0,-2.0,0.0,-2.0,-2.0,-2.0,-3.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0
대림통상  ,1.0,3.0,3.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,5.0,5.0,5.0,5.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0
대상  ,7.0,7.0,8.0,6.0,7.0,7.0,8.0,6.0,6.0,7.0,8.0,5.0,7.0,7.0,8.0,6.0,5.0,5.0,6.0,5.0,2.0,2.0,2.0,1.0,-1.0,0.0,0.0,-1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
대상홀딩스  ,6.0,7.0,8.0,5.0,6.0,7.0,8.0,5.0,6.0,7.0,8.0,5.0,7.0,7.0,8.0,6.0,5.0,3.0,5.0,5.0,2.0,4.0,3.0,1.0,-1.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
대성산업  ,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,3.0,3.0,3.0,6.0,3.0,3.0,5.0,3.0,0.0,0.0,-2.0,3.0,-2.0,-2.0,0.0,-5.0,0.0,0.0,-2.0,0.0,0.0,0.0,0.0,0.0
대성에너지  ,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,5.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,6.0,5.0,0.0,0.0,-1.0,0.0,-2.0,-4.0,0.0,-2.0,0.0,2.0,-2.0,0.0,0.0,0.0,0.0,0.0
대성홀딩스  ,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,5.0,3.0,5.0,3.0,6.0,5.0,5.0,3.0,6.0,5.0,0.0,0.0,0.0,0.0,-2.0,-2.0,-1.0,-2.0,0.0,2.0,-2.0,0.0,0.0,0.0,0.0,0.0
대신증권  ,6.0,5.0,7.0,6.0,6.0,5.0,7.0,6.0,6.0,5.0,6.0,6.0,7.0,5.0,8.0,7.0,5.0,1.0,6.0,6.0,2.0,4.0,2.0,1.0,-1.0,0.0,-2.0,-1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
대양금속  ,1.0,3.0,3.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,5.0,5.0,5.0,3.0,5.0,-2.0,-2.0,0.0,0.0,-2.0,-2.0,-2.0,-4.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0
대영포장  ,1.0,1.0,3.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,5.0,3.0,1.0,0.0,-2.0,0.0,2.0,-2.0,-2.0,-2.0,-2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
대우건설  ,7.0,8.0,6.0,7.0,7.0,8.0,6.0,7.0,6.0,6.0,6.0,6.0,7.0,6.0,7.0,7.0,6.0,7.0,5.0,6.0,1.0,-1.0,2.0,1.0,-1.0,0.0,-1.0,-1.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0
대우부품  ,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,5.0,1.0,1.0,3.0,3.0,2.0,2.0,0.0,2.0,-2.0,-2.0,-2.0,-4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
대웅  ,6.0,7.0,7.0,6.0,6.0,7.0,7.0,6.0,6.0,5.0,7.0,5.0,5.0,1.0,6.0,5.0,3.0,3.0,6.0,3.0,2.0,-2.0,0.0,2.0,1.0,4.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0
대웅제약  ,6.0,7.0,7.0,5.0,6.0,7.0,7.0,5.0,6.0,5.0,7.0,5.0,3.0,1.0,5.0,5.0,6.0,5.0,6.0,6.0,-3.0,-4.0,-1.0,-1.0,3.0,4.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
대원강업  ,3.0,5.0,6.0,3.0,3.0,5.0,6.0,3.0,3.0,3.0,1.0,3.0,5.0,5.0,3.0,6.0,5.0,5.0,6.0,5.0,0.0,0.0,-3.0,1.0,-2.0,-2.0,-2.0,-3.0,0.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0
대원전선  ,1.0,3.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,5.0,3.0,3.0,3.0,3.0,0.0,0.0,0.0,2.0,-2.0,-2.0,-2.0,-4.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
대원제약  ,5.0,3.0,5.0,6.0,5.0,3.0,5.0,6.0,5.0,1.0,5.0,6.0,5.0,1.0,5.0,6.0,5.0,1.0,6.0,6.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
대원화성  ,1.0,3.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,3.0,3.0,1.0,5.0,5.0,5.0,6.0,6.0,6.0,5.0,6.0,-1.0,-1.0,0.0,0.0,-4.0,-2.0,-2.0,-5.0,0.0,0.0,-2.0,0.0,0.0,0.0,0.0,0.0
대유에이텍  ,3.0,3.0,5.0,1.0,3.0,3.0,5.0,1.0,1.0,1.0,3.0,1.0,3.0,3.0,3.0,5.0,3.0,3.0,3.0,3.0,0.0,0.0,0.0,2.0,-2.0,-2.0,0.0,-4.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0
대유플러스  ,1.0,3.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,-2.0,-2.0,-2.0,-2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
대창  ,1.0,3.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,3.0,1.0,3.0,5.0,5.0,3.0,3.0,6.0,5.0,3.0,0.0,-1.0,0.0,0.0,-2.0,-4.0,-2.0,-2.0,0.0,2.0,-2.0,0.0,0.0,0.0,0.0,0.0
대창단조  ,3.0,3.0,1.0,3.0,3.0,3.0,1.0,3.0,3.0,3.0,3.0,3.0,5.0,5.0,3.0,6.0,5.0,5.0,5.0,5.0,0.0,0.0,-2.0,1.0,-2.0,-2.0,0.0,-3.0,0.0,0.0,-2.0,0.0,0.0,0.0,0.0,0.0
대한방직  ,3.0,3.0,1.0,5.0,3.0,3.0,1.0,5.0,3.0,1.0,1.0,5.0,3.0,3.0,3.0,6.0,3.0,3.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,-2.0,-2.0,-1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
대한유화  ,6.0,6.0,6.0,5.0,6.0,6.0,6.0,5.0,3.0,5.0,5.0,1.0,5.0,5.0,5.0,6.0,5.0,6.0,6.0,3.0,0.0,-1.0,-1.0,3.0,-2.0,0.0,0.0,-5.0,3.0,1.0,1.0,4.0,0.0,0.0,0.0,0.0
대한전선  ,7.0,7.0,8.0,6.0,7.0,7.0,8.0,6.0,7.0,6.0,8.0,6.0,7.0,7.0,8.0,7.0,6.0,5.0,6.0,6.0,1.0,2.0,2.0,1.0,0.0,-1.0,0.0,-1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
대한제강  ,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,3.0,5.0,5.0,5.0,5.0,5.0,6.0,5.0,5.0,0.0,-1.0,0.0,0.0,-4.0,-4.0,-4.0,-2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0
대한제당  ,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,3.0,5.0,5.0,3.0,6.0,3.0,3.0,3.0,5.0,2.0,2.0,0.0,1.0,-4.0,-4.0,-2.0,-3.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0
대한제분  ,1.0,3.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,3.0,1.0,1.0,5.0,3.0,3.0,6.0,3.0,3.0,5.0,3.0,2.0,0.0,-2.0,3.0,-4.0,0.0,-2.0,-5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
대한항공  ,7.0,7.0,8.0,7.0,7.0,7.0,8.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,8.0,7.0,7.0,7.0,8.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,-1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
대한해운  ,3.0,5.0,6.0,1.0,3.0,5.0,6.0,1.0,3.0,3.0,6.0,3.0,5.0,1.0,5.0,6.0,5.0,3.0,5.0,5.0,0.0,-2.0,0.0,1.0,-2.0,2.0,1.0,-3.0,0.0,2.0,0.0,-2.0,0.0,0.0,0.0,0.0
대한화섬  ,3.0,3.0,1.0,5.0,3.0,3.0,1.0,5.0,3.0,3.0,3.0,5.0,6.0,5.0,6.0,6.0,3.0,5.0,6.0,3.0,3.0,0.0,0.0,3.0,-3.0,-2.0,-3.0,-1.0,0.0,0.0,-2.0,0.0,0.0,0.0,0.0,0.0
대현  ,3.0,1.0,1.0,6.0,3.0,1.0,1.0,6.0,3.0,1.0,1.0,6.0,5.0,1.0,5.0,6.0,3.0,1.0,3.0,5.0,2.0,0.0,2.0,1.0,-2.0,0.0,-4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
대호에이엘  ,3.0,3.0,1.0,5.0,3.0,3.0,1.0,5.0,1.0,3.0,1.0,1.0,5.0,5.0,3.0,5.0,5.0,5.0,3.0,5.0,0.0,0.0,0.0,0.0,-4.0,-2.0,-2.0,-4.0,2.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0
더블유게임즈  ,5.0,1.0,3.0,6.0,5.0,1.0,3.0,6.0,5.0,1.0,3.0,6.0,5.0,1.0,6.0,6.0,5.0,1.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
더존비즈온  ,3.0,1.0,5.0,1.0,3.0,1.0,5.0,1.0,1.0,1.0,3.0,1.0,5.0,3.0,5.0,5.0,5.0,3.0,6.0,5.0,0.0,0.0,-1.0,0.0,-4.0,-2.0,-2.0,-4.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
덕성  ,3.0,3.0,1.0,5.0,3.0,3.0,1.0,5.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,6.0,5.0,5.0,3.0,6.0,-2.0,-2.0,0.0,0.0,-2.0,-2.0,0.0,-3.0,2.0,2.0,-2.0,2.0,0.0,0.0,0.0,0.0
덕양산업  ,3.0,1.0,5.0,1.0,3.0,1.0,5.0,1.0,1.0,1.0,3.0,1.0,3.0,3.0,3.0,5.0,5.0,5.0,5.0,5.0,-2.0,-2.0,-2.0,0.0,-2.0,-2.0,0.0,-4.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
덴티움  ,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,5.0,1.0,5.0,6.0,3.0,1.0,3.0,6.0,2.0,0.0,2.0,0.0,-4.0,0.0,-2.0,-5.0,0.0,0.0,-2.0,0.0,0.0,0.0,0.0,0.0
도화엔지니어링  ,5.0,3.0,5.0,5.0,5.0,3.0,5.0,5.0,3.0,1.0,3.0,3.0,6.0,5.0,5.0,6.0,6.0,5.0,5.0,6.0,0.0,0.0,0.0,0.0,-3.0,-4.0,-2.0,-3.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0
동국홀딩스  ,7.0,7.0,7.0,6.0,7.0,7.0,7.0,6.0,5.0,6.0,5.0,5.0,6.0,6.0,5.0,6.0,6.0,6.0,6.0,5.0,0.0,0.0,-1.0,1.0,-1.0,0.0,0.0,-1.0,2.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0
동남합성  ,1.0,1.0,1.0,3.0,1.0,1.0,1.0,3.0,3.0,1.0,1.0,5.0,3.0,1.0,3.0,5.0,3.0,1.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,0.0,-2.0,0.0,0.0,-2.0,0.0,0.0,0.0,0.0
동방  ,3.0,3.0,5.0,1.0,3.0,3.0,5.0,1.0,1.0,3.0,3.0,1.0,3.0,5.0,1.0,5.0,3.0,5.0,3.0,3.0,0.0,0.0,-2.0,2.0,-2.0,-2.0,2.0,-4.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
동방아그로  ,3.0,1.0,3.0,5.0,3.0,1.0,3.0,5.0,1.0,1.0,1.0,3.0,3.0,1.0,3.0,6.0,3.0,1.0,3.0,5.0,0.0,0.0,0.0,1.0,-2.0,0.0,-2.0,-3.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0
동부건설  ,6.0,6.0,6.0,5.0,6.0,6.0,6.0,5.0,3.0,3.0,6.0,3.0,3.0,3.0,1.0,6.0,3.0,3.0,5.0,5.0,0.0,0.0,-4.0,1.0,0.0,0.0,5.0,-3.0,3.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0
동서  ,1.0,3.0,3.0,1.0,1.0,3.0,3.0,1.0,1.0,3.0,3.0,1.0,3.0,1.0,3.0,5.0,3.0,1.0,5.0,3.0,0.0,0.0,-2.0,2.0,-2.0,2.0,0.0,-4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
동성제약  ,3.0,1.0,3.0,5.0,3.0,1.0,3.0,5.0,3.0,1.0,1.0,5.0,3.0,1.0,3.0,6.0,3.0,1.0,5.0,5.0,0.0,0.0,-2.0,1.0,0.0,0.0,-2.0,-1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
동성케미컬  ,7.0,8.0,8.0,6.0,7.0,8.0,8.0,6.0,6.0,6.0,7.0,5.0,6.0,5.0,6.0,6.0,5.0,5.0,6.0,5.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,-1.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0
동아쏘시오홀딩스  ,7.0,6.0,8.0,7.0,7.0,6.0,8.0,7.0,7.0,5.0,7.0,7.0,7.0,6.0,8.0,7.0,6.0,3.0,7.0,7.0,1.0,3.0,1.0,0.0,0.0,-1.0,-1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
동아에스티  ,7.0,6.0,8.0,7.0,7.0,6.0,8.0,7.0,7.0,5.0,7.0,7.0,7.0,6.0,8.0,7.0,6.0,1.0,6.0,7.0,1.0,5.0,2.0,0.0,0.0,-1.0,-1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
동아지질  ,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,5.0,3.0,3.0,3.0,3.0,0.0,-2.0,-2.0,2.0,-2.0,0.0,0.0,-4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
동아타이어  ,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,1.0,3.0,6.0,5.0,3.0,5.0,5.0,-2.0,-2.0,-2.0,1.0,-2.0,0.0,-2.0,-3.0,0.0,0.0,0.0,-2.0,0.0,0.0,0.0,0.0
동양  ,1.0,1.0,1.0,3.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,6.0,3.0,3.0,3.0,5.0,0.0,0.0,0.0,1.0,-2.0,-2.0,-2.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
동양고속  ,3.0,3.0,1.0,3.0,3.0,3.0,1.0,3.0,1.0,1.0,1.0,1.0,5.0,3.0,3.0,6.0,5.0,3.0,5.0,6.0,0.0,0.0,-2.0,0.0,-4.0,-2.0,-2.0,-5.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0
동양생명  ,5.0,3.0,5.0,6.0,5.0,3.0,5.0,6.0,5.0,1.0,5.0,6.0,6.0,3.0,7.0,6.0,5.0,1.0,6.0,6.0,1.0,2.0,1.0,0.0,-1.0,-2.0,-2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
동양철관  ,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,5.0,3.0,3.0,3.0,3.0,0.0,-2.0,-2.0,2.0,-2.0,0.0,0.0,-4.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0
동양피스톤  ,3.0,3.0,5.0,1.0,3.0,3.0,5.0,1.0,3.0,1.0,5.0,1.0,5.0,5.0,3.0,6.0,5.0,5.0,5.0,6.0,0.0,0.0,-2.0,0.0,-2.0,-4.0,2.0,-5.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
동원F&B  ,5.0,6.0,7.0,3.0,5.0,6.0,7.0,3.0,5.0,5.0,7.0,3.0,6.0,5.0,7.0,5.0,5.0,5.0,6.0,5.0,1.0,0.0,1.0,0.0,-1.0,0.0,0.0,-2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
동원금속  ,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,3.0,3.0,1.0,3.0,6.0,5.0,3.0,5.0,6.0,-2.0,-2.0,-2.0,0.0,-2.0,0.0,-2.0,-3.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0
동원산업  ,6.0,6.0,6.0,5.0,6.0,6.0,6.0,5.0,3.0,5.0,6.0,3.0,5.0,3.0,6.0,6.0,5.0,3.0,5.0,6.0,0.0,0.0,1.0,0.0,-2.0,2.0,0.0,-3.0,3.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0
동원수산  ,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,3.0,6.0,3.0,1.0,5.0,5.0,0.0,0.0,-2.0,1.0,-2.0,0.0,-2.0,-5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
동원시스템즈  ,5.0,7.0,7.0,3.0,5.0,7.0,7.0,3.0,3.0,5.0,6.0,1.0,5.0,3.0,6.0,5.0,3.0,5.0,5.0,3.0,2.0,-2.0,1.0,2.0,-2.0,2.0,0.0,-4.0,2.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0
동일고무벨트  ,7.0,7.0,7.0,6.0,7.0,7.0,7.0,6.0,5.0,3.0,6.0,5.0,6.0,5.0,6.0,6.0,6.0,5.0,6.0,6.0,0.0,0.0,0.0,0.0,-1.0,-2.0,0.0,-1.0,2.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0
동일산업  ,3.0,3.0,1.0,5.0,3.0,3.0,1.0,5.0,3.0,3.0,1.0,6.0,5.0,5.0,3.0,6.0,5.0,6.0,3.0,6.0,0.0,-1.0,0.0,0.0,-2.0,-2.0,-2.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0
동일제강  ,3.0,3.0,1.0,3.0,3.0,3.0,1.0,3.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,5.0,3.0,3.0,3.0,5.0,0.0,0.0,0.0,0.0,-2.0,-2.0,-2.0,-2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
동화약품  ,3.0,3.0,5.0,3.0,3.0,3.0,5.0,3.0,3.0,3.0,6.0,3.0,5.0,1.0,6.0,5.0,5.0,1.0,6.0,5.0,0.0,0.0,0.0,0.0,-2.0,2.0,0.0,-2.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0
두산  ,6.0,7.0,8.0,5.0,6.0,7.0,8.0,5.0,6.0,6.0,7.0,5.0,7.0,7.0,8.0,6.0,8.0,8.0,8.0,7.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
두산밥캣  ,7.0,5.0,7.0,7.0,7.0,5.0,7.0,7.0,6.0,5.0,7.0,6.0,6.0,3.0,7.0,7.0,6.0,1.0,7.0,7.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,-1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
