종목명,2024통합등급,2024환경,2024사회,2024지배구조,2023통합등급,2023환경,2023사회,2023지배구조,2022통합등급,2022환경,2022사회,2022지배구조,2021통합등급,2021환경,2021사회,2021지배구조,2020통합등급,2020환경,2020사회,2020지배구조,2021-2020통합등급,2021-2020환경,2021-2020사회,2021-2020지배구조,2022-2021통합등급,2022-2021환경,2022-2021사회,2022-2021지배구조,2023-2022통합등급,2023-2022환경,2023-2022사회,2023-2022지배구조,2024-2023통합등급,2024-2023환경,2024-2023사회,2024-2023지배구조
코웨이  ,7.0,7.0,8.0,6.0,7.0,7.0,8.0,6.0,6.0,7.0,7.0,5.0,7.0,7.0,8.0,6.0,7.0,7.0,8.0,6.0,0.0,0.0,0.0,0.0,-1.0,0.0,-1.0,-1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
콘텐트리중앙  ,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,3.0,1.0,5.0,3.0,5.0,1.0,5.0,5.0,-2.0,0.0,0.0,-2.0,-2.0,0.0,-2.0,-2.0,0.0,0.0,-2.0,0.0,0.0,0.0,0.0,0.0
콜마홀딩스  ,7.0,7.0,8.0,7.0,7.0,7.0,8.0,7.0,6.0,6.0,6.0,6.0,6.0,5.0,6.0,7.0,5.0,5.0,5.0,5.0,1.0,0.0,1.0,2.0,0.0,1.0,0.0,-1.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0
콤텍시스템  ,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,5.0,3.0,3.0,1.0,5.0,3.0,0.0,0.0,0.0,0.0,-2.0,0.0,-4.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
쿠쿠홀딩스  ,1.0,1.0,3.0,1.0,1.0,1.0,3.0,1.0,3.0,1.0,1.0,5.0,5.0,1.0,3.0,6.0,5.0,1.0,5.0,6.0,0.0,0.0,-2.0,0.0,-2.0,0.0,-2.0,-1.0,-2.0,0.0,2.0,-4.0,0.0,0.0,0.0,0.0
쿠쿠홈시스  ,1.0,1.0,3.0,1.0,1.0,1.0,3.0,1.0,3.0,1.0,1.0,5.0,5.0,1.0,3.0,6.0,3.0,1.0,3.0,3.0,2.0,0.0,0.0,3.0,-2.0,0.0,-2.0,-1.0,-2.0,0.0,2.0,-4.0,0.0,0.0,0.0,0.0
크라운제과  ,3.0,3.0,5.0,3.0,3.0,3.0,5.0,3.0,3.0,3.0,5.0,3.0,5.0,3.0,6.0,6.0,5.0,1.0,6.0,5.0,0.0,2.0,0.0,1.0,-2.0,0.0,-1.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
크라운해태홀딩스  ,1.0,3.0,3.0,1.0,1.0,3.0,3.0,1.0,3.0,3.0,5.0,3.0,5.0,3.0,6.0,5.0,5.0,1.0,6.0,5.0,0.0,2.0,0.0,0.0,-2.0,0.0,-1.0,-2.0,-2.0,0.0,-2.0,-2.0,0.0,0.0,0.0,0.0
크래프톤  ,6.0,3.0,7.0,7.0,6.0,3.0,7.0,7.0,,,,,,,,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,0.0,0.0,0.0,0.0
키다리스튜디오  ,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,5.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,0.0,-4.0,0.0,0.0,-4.0,0.0,-4.0,-2.0,0.0,0.0,0.0,-2.0,0.0,0.0,0.0,0.0
키움증권  ,6.0,5.0,7.0,5.0,6.0,5.0,7.0,5.0,5.0,5.0,3.0,5.0,5.0,3.0,7.0,5.0,5.0,1.0,6.0,6.0,0.0,2.0,1.0,-1.0,0.0,2.0,-4.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0
태경비케이  ,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0,3.0,1.0,3.0,3.0,5.0,5.0,3.0,3.0,5.0,5.0,0.0,0.0,0.0,0.0,-2.0,0.0,-2.0,-4.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
태경산업  ,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,5.0,3.0,5.0,6.0,5.0,5.0,5.0,5.0,0.0,-2.0,0.0,1.0,-2.0,0.0,-2.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
태경케미컬  ,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,3.0,1.0,5.0,5.0,1.0,1.0,3.0,3.0,2.0,0.0,2.0,2.0,-2.0,0.0,-2.0,-4.0,0.0,0.0,-2.0,0.0,0.0,0.0,0.0,0.0
태광산업  ,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,3.0,3.0,6.0,5.0,7.0,6.0,3.0,5.0,6.0,1.0,3.0,0.0,1.0,5.0,-5.0,-4.0,-4.0,-3.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
태림포장  ,5.0,7.0,7.0,1.0,5.0,7.0,7.0,1.0,3.0,3.0,6.0,3.0,3.0,5.0,3.0,3.0,3.0,5.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,-2.0,3.0,0.0,2.0,4.0,1.0,-2.0,0.0,0.0,0.0,0.0
태양금속공업  ,1.0,3.0,3.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,5.0,5.0,3.0,5.0,5.0,6.0,5.0,5.0,0.0,-1.0,-2.0,0.0,-4.0,-4.0,-2.0,-4.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0
태영건설  ,7.0,7.0,7.0,6.0,7.0,7.0,7.0,6.0,6.0,6.0,5.0,6.0,6.0,7.0,5.0,6.0,5.0,5.0,5.0,6.0,1.0,2.0,0.0,0.0,0.0,-1.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0
태원물산  ,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,5.0,5.0,5.0,3.0,5.0,-2.0,-2.0,0.0,0.0,-2.0,-2.0,-2.0,-4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
테이팩스  ,7.0,7.0,7.0,6.0,7.0,7.0,7.0,6.0,6.0,5.0,7.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,0.0,0.0,0.0,1.0,0.0,-1.0,1.0,-1.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0
텔코웨어  ,3.0,1.0,1.0,5.0,3.0,1.0,1.0,5.0,1.0,1.0,1.0,3.0,3.0,1.0,3.0,5.0,5.0,1.0,5.0,5.0,-2.0,0.0,-2.0,0.0,-2.0,0.0,-2.0,-2.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
토니모리  ,3.0,1.0,1.0,5.0,3.0,1.0,1.0,5.0,3.0,1.0,1.0,6.0,3.0,1.0,3.0,6.0,3.0,1.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0
티비에이치글로벌  ,1.0,1.0,1.0,3.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,3.0,5.0,1.0,6.0,6.0,5.0,3.0,5.0,6.0,0.0,-2.0,1.0,0.0,-4.0,0.0,-5.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
티에이치엔  ,3.0,3.0,5.0,3.0,3.0,3.0,5.0,3.0,1.0,1.0,3.0,1.0,5.0,3.0,5.0,6.0,5.0,5.0,5.0,5.0,0.0,-2.0,0.0,1.0,-4.0,-2.0,-2.0,-5.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0
티와이홀딩스  ,6.0,7.0,7.0,5.0,6.0,7.0,7.0,5.0,6.0,6.0,5.0,6.0,,,,,,,,,-,-,-,-,-,-,-,-,0.0,1.0,2.0,-1.0,0.0,0.0,0.0,0.0
티웨이항공  ,5.0,5.0,3.0,5.0,5.0,5.0,3.0,5.0,3.0,1.0,3.0,5.0,5.0,3.0,6.0,5.0,5.0,3.0,5.0,5.0,0.0,0.0,1.0,0.0,-2.0,-2.0,-3.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
티웨이홀딩스  ,1.0,3.0,3.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,3.0,1.0,3.0,1.0,1.0,5.0,3.0,1.0,5.0,3.0,0.0,0.0,-4.0,2.0,-2.0,0.0,2.0,-4.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
티케이지휴켐스  ,6.0,6.0,7.0,5.0,6.0,6.0,7.0,5.0,5.0,5.0,6.0,5.0,6.0,5.0,7.0,6.0,3.0,5.0,6.0,3.0,3.0,0.0,1.0,3.0,-1.0,0.0,-1.0,-1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
파미셀  ,1.0,3.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,3.0,5.0,6.0,5.0,5.0,3.0,5.0,0.0,-2.0,2.0,1.0,-4.0,-2.0,-4.0,-5.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
팜스코  ,7.0,6.0,7.0,7.0,7.0,6.0,7.0,7.0,5.0,5.0,7.0,3.0,6.0,6.0,7.0,6.0,5.0,1.0,6.0,6.0,1.0,5.0,1.0,0.0,-1.0,-1.0,0.0,-3.0,2.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0
팜젠사이언스  ,1.0,1.0,3.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,3.0,3.0,3.0,1.0,5.0,3.0,0.0,0.0,-2.0,0.0,-2.0,0.0,-2.0,-2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
팬오션  ,7.0,8.0,7.0,7.0,7.0,8.0,7.0,7.0,5.0,7.0,6.0,3.0,6.0,6.0,1.0,7.0,6.0,5.0,5.0,7.0,0.0,1.0,-4.0,0.0,-1.0,1.0,5.0,-4.0,2.0,1.0,1.0,4.0,0.0,0.0,0.0,0.0
퍼스텍  ,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,5.0,3.0,5.0,5.0,3.0,0.0,-2.0,-2.0,2.0,-2.0,-2.0,-2.0,-2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0
퍼시스  ,1.0,3.0,3.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,3.0,1.0,5.0,3.0,6.0,5.0,5.0,5.0,5.0,5.0,0.0,-2.0,1.0,0.0,-4.0,-2.0,-3.0,-4.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
페이퍼코리아  ,1.0,3.0,3.0,1.0,1.0,3.0,3.0,1.0,1.0,3.0,1.0,1.0,5.0,5.0,3.0,5.0,3.0,3.0,5.0,3.0,2.0,2.0,-2.0,2.0,-4.0,-2.0,-2.0,-4.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
평화산업  ,1.0,1.0,3.0,3.0,1.0,1.0,3.0,3.0,3.0,1.0,3.0,5.0,5.0,6.0,3.0,6.0,5.0,5.0,5.0,5.0,0.0,1.0,-2.0,1.0,-2.0,-5.0,0.0,-1.0,-2.0,0.0,0.0,-2.0,0.0,0.0,0.0,0.0
평화홀딩스  ,3.0,1.0,3.0,6.0,3.0,1.0,3.0,6.0,3.0,1.0,1.0,6.0,5.0,6.0,3.0,6.0,5.0,3.0,5.0,6.0,0.0,3.0,-2.0,0.0,-2.0,-5.0,-2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
포스코DX  ,,,,,,,,,,,,,7.0,7.0,8.0,7.0,6.0,5.0,7.0,6.0,1.0,2.0,1.0,1.0,-,-,-,-,-,-,-,-,-,-,-,-
포스코스틸리온  ,7.0,7.0,8.0,6.0,7.0,7.0,8.0,6.0,7.0,6.0,8.0,6.0,7.0,7.0,8.0,7.0,7.0,6.0,8.0,6.0,0.0,1.0,0.0,1.0,0.0,-1.0,0.0,-1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
포스코인터내셔널  ,7.0,7.0,8.0,7.0,7.0,7.0,8.0,7.0,7.0,6.0,8.0,7.0,8.0,7.0,8.0,8.0,8.0,7.0,8.0,8.0,0.0,0.0,0.0,0.0,-1.0,-1.0,0.0,-1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
포스코퓨처엠  ,7.0,7.0,8.0,7.0,7.0,7.0,8.0,7.0,6.0,6.0,7.0,5.0,7.0,7.0,8.0,6.0,7.0,7.0,8.0,6.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0
풀무원  ,7.0,7.0,8.0,7.0,7.0,7.0,8.0,7.0,7.0,6.0,8.0,7.0,8.0,7.0,8.0,8.0,8.0,7.0,8.0,8.0,0.0,0.0,0.0,0.0,-1.0,-1.0,0.0,-1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
풍산  ,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,3.0,6.0,6.0,6.0,5.0,7.0,7.0,6.0,6.0,7.0,6.0,0.0,-1.0,0.0,1.0,-1.0,-2.0,-1.0,-1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
풍산홀딩스  ,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,3.0,6.0,6.0,5.0,1.0,7.0,6.0,5.0,5.0,6.0,5.0,0.0,-4.0,1.0,1.0,0.0,2.0,-1.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
플레이그램  ,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,3.0,3.0,3.0,1.0,3.0,3.0,0.0,0.0,0.0,0.0,-2.0,0.0,-2.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
하나금융지주  ,7.0,8.0,8.0,7.0,7.0,8.0,8.0,7.0,7.0,8.0,8.0,7.0,7.0,7.0,8.0,7.0,7.0,7.0,7.0,7.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
하나제약  ,3.0,1.0,3.0,3.0,3.0,1.0,3.0,3.0,3.0,1.0,3.0,5.0,5.0,1.0,5.0,6.0,5.0,1.0,5.0,6.0,0.0,0.0,0.0,0.0,-2.0,0.0,-2.0,-1.0,0.0,0.0,0.0,-2.0,0.0,0.0,0.0,0.0
하나투어  ,6.0,6.0,7.0,6.0,6.0,6.0,7.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,7.0,6.0,5.0,1.0,5.0,5.0,1.0,4.0,2.0,1.0,0.0,1.0,-1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
하이브  ,3.0,5.0,6.0,3.0,3.0,5.0,6.0,3.0,3.0,1.0,1.0,5.0,,,,,,,,,-,-,-,-,-,-,-,-,0.0,4.0,5.0,-2.0,0.0,0.0,0.0,0.0
하이스틸  ,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0,5.0,5.0,3.0,5.0,6.0,5.0,5.0,3.0,5.0,0.0,-2.0,2.0,1.0,-2.0,-2.0,-2.0,-1.0,0.0,2.0,0.0,-2.0,0.0,0.0,0.0,0.0
하이트진로  ,5.0,7.0,7.0,3.0,5.0,7.0,7.0,3.0,5.0,5.0,6.0,5.0,6.0,6.0,7.0,5.0,5.0,5.0,5.0,5.0,1.0,1.0,2.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,2.0,1.0,-2.0,0.0,0.0,0.0,0.0
하이트진로홀딩스  ,6.0,7.0,7.0,5.0,6.0,7.0,7.0,5.0,5.0,5.0,6.0,5.0,6.0,6.0,7.0,5.0,5.0,3.0,5.0,5.0,1.0,3.0,2.0,0.0,-1.0,-1.0,-1.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0
한국가스공사  ,7.0,7.0,8.0,6.0,7.0,7.0,8.0,6.0,6.0,6.0,7.0,6.0,6.0,6.0,7.0,6.0,7.0,6.0,8.0,6.0,-1.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
한국공항  ,6.0,7.0,5.0,6.0,6.0,7.0,5.0,6.0,3.0,3.0,6.0,3.0,5.0,1.0,5.0,6.0,3.0,1.0,5.0,5.0,2.0,0.0,0.0,1.0,-2.0,2.0,1.0,-3.0,3.0,4.0,-1.0,3.0,0.0,0.0,0.0,0.0
한국금융지주  ,6.0,3.0,6.0,6.0,6.0,3.0,6.0,6.0,5.0,1.0,6.0,6.0,6.0,3.0,7.0,6.0,5.0,1.0,6.0,6.0,1.0,2.0,1.0,0.0,-1.0,-2.0,-1.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
한국내화  ,3.0,6.0,6.0,1.0,3.0,6.0,6.0,1.0,3.0,3.0,6.0,1.0,5.0,5.0,5.0,5.0,3.0,3.0,5.0,1.0,2.0,2.0,0.0,4.0,-2.0,-2.0,1.0,-4.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
한국단자공업  ,3.0,3.0,5.0,3.0,3.0,3.0,5.0,3.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,6.0,3.0,3.0,5.0,5.0,0.0,0.0,-2.0,1.0,-2.0,-2.0,0.0,-3.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0
한국무브넥스  ,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,3.0,3.0,5.0,5.0,6.0,5.0,3.0,5.0,6.0,3.0,2.0,0.0,0.0,2.0,-4.0,-4.0,-3.0,-2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
한국석유공업  ,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,1.0,5.0,6.0,6.0,5.0,6.0,6.0,3.0,3.0,3.0,5.0,3.0,2.0,3.0,1.0,-1.0,-4.0,-1.0,0.0,1.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0
한국수출포장공업  ,1.0,3.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,3.0,1.0,1.0,5.0,5.0,3.0,6.0,5.0,5.0,3.0,5.0,0.0,0.0,0.0,1.0,-4.0,-2.0,-2.0,-5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
한국쉘석유  ,3.0,3.0,3.0,6.0,3.0,3.0,3.0,6.0,3.0,3.0,3.0,5.0,5.0,3.0,6.0,6.0,5.0,3.0,6.0,5.0,0.0,0.0,0.0,1.0,-2.0,0.0,-3.0,-1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
한국앤컴퍼니  ,6.0,6.0,7.0,6.0,6.0,6.0,7.0,6.0,5.0,3.0,5.0,6.0,7.0,6.0,8.0,6.0,5.0,6.0,6.0,5.0,2.0,0.0,2.0,1.0,-2.0,-3.0,-3.0,0.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0
한국자산신탁  ,3.0,3.0,3.0,5.0,3.0,3.0,3.0,5.0,3.0,3.0,1.0,5.0,3.0,3.0,6.0,3.0,3.0,1.0,5.0,3.0,0.0,2.0,1.0,0.0,0.0,0.0,-5.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
한국전력공사  ,6.0,5.0,7.0,7.0,6.0,5.0,7.0,7.0,5.0,5.0,5.0,6.0,6.0,6.0,6.0,6.0,7.0,6.0,7.0,7.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0
한국전자홀딩스  ,1.0,3.0,3.0,1.0,1.0,3.0,3.0,1.0,1.0,3.0,1.0,1.0,5.0,5.0,6.0,5.0,3.0,3.0,5.0,3.0,2.0,2.0,1.0,2.0,-4.0,-2.0,-5.0,-4.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
한국제지  ,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,3.0,1.0,5.0,5.0,5.0,5.0,5.0,6.0,5.0,5.0,0.0,-1.0,0.0,0.0,-4.0,-4.0,-2.0,-4.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0
한국종합기술  ,3.0,3.0,3.0,5.0,3.0,3.0,3.0,5.0,3.0,1.0,3.0,5.0,5.0,5.0,3.0,6.0,5.0,5.0,3.0,5.0,0.0,0.0,0.0,1.0,-2.0,-4.0,0.0,-1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
한국주강  ,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,1.0,3.0,3.0,-2.0,0.0,-2.0,0.0,0.0,0.0,0.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
한국주철관공업  ,1.0,3.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,3.0,3.0,1.0,3.0,3.0,3.0,5.0,3.0,3.0,3.0,5.0,0.0,0.0,0.0,0.0,-2.0,0.0,0.0,-4.0,0.0,0.0,-2.0,0.0,0.0,0.0,0.0,0.0
한국철강  ,3.0,3.0,1.0,5.0,3.0,3.0,1.0,5.0,3.0,3.0,1.0,5.0,5.0,5.0,5.0,6.0,3.0,6.0,5.0,3.0,2.0,-1.0,0.0,3.0,-2.0,-2.0,-4.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
한국카본  ,5.0,6.0,6.0,3.0,5.0,6.0,6.0,3.0,3.0,6.0,7.0,1.0,5.0,5.0,6.0,5.0,6.0,5.0,5.0,6.0,-1.0,0.0,1.0,-1.0,-2.0,1.0,1.0,-4.0,2.0,0.0,-1.0,2.0,0.0,0.0,0.0,0.0
한국콜마  ,7.0,7.0,8.0,7.0,7.0,7.0,8.0,7.0,6.0,6.0,6.0,6.0,6.0,6.0,7.0,6.0,6.0,5.0,6.0,6.0,0.0,1.0,1.0,0.0,0.0,0.0,-1.0,0.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0
한국타이어앤테크놀로지  ,5.0,6.0,8.0,1.0,5.0,6.0,8.0,1.0,5.0,5.0,7.0,3.0,6.0,6.0,7.0,5.0,6.0,7.0,7.0,5.0,0.0,-1.0,0.0,0.0,-1.0,-1.0,0.0,-2.0,0.0,1.0,1.0,-2.0,0.0,0.0,0.0,0.0
한국토지신탁  ,3.0,1.0,3.0,5.0,3.0,1.0,3.0,5.0,3.0,1.0,3.0,3.0,3.0,1.0,3.0,3.0,3.0,1.0,5.0,3.0,0.0,0.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
한국특강  ,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0,3.0,1.0,3.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,-2.0,-2.0,0.0,0.0,-2.0,0.0,-2.0,-4.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
한국항공우주  ,6.0,6.0,7.0,6.0,6.0,6.0,7.0,6.0,3.0,5.0,7.0,1.0,7.0,7.0,8.0,6.0,7.0,7.0,8.0,6.0,0.0,0.0,0.0,0.0,-4.0,-2.0,-1.0,-5.0,3.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0
한국화장품  ,1.0,1.0,3.0,1.0,1.0,1.0,3.0,1.0,3.0,1.0,3.0,3.0,5.0,1.0,5.0,5.0,5.0,1.0,6.0,5.0,0.0,0.0,-1.0,0.0,-2.0,0.0,-2.0,-2.0,-2.0,0.0,0.0,-2.0,0.0,0.0,0.0,0.0
한국화장품제조  ,1.0,1.0,3.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,5.0,5.0,3.0,1.0,5.0,5.0,0.0,2.0,0.0,0.0,-2.0,-2.0,-2.0,-2.0,0.0,0.0,0.0,-2.0,0.0,0.0,0.0,0.0
한농화성  ,1.0,3.0,3.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,5.0,5.0,3.0,3.0,3.0,5.0,0.0,0.0,2.0,0.0,-2.0,-2.0,-4.0,-4.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0
한독  ,7.0,7.0,8.0,6.0,7.0,7.0,8.0,6.0,6.0,5.0,7.0,6.0,7.0,6.0,7.0,7.0,6.0,6.0,6.0,5.0,1.0,0.0,1.0,2.0,-1.0,-1.0,0.0,-1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0
한미글로벌  ,6.0,7.0,8.0,5.0,6.0,7.0,8.0,5.0,6.0,6.0,7.0,6.0,7.0,7.0,7.0,7.0,6.0,5.0,6.0,6.0,1.0,2.0,1.0,1.0,-1.0,-1.0,0.0,-1.0,0.0,1.0,1.0,-1.0,0.0,0.0,0.0,0.0
한미반도체  ,1.0,1.0,1.0,3.0,1.0,1.0,1.0,3.0,3.0,1.0,1.0,5.0,3.0,1.0,1.0,5.0,3.0,1.0,3.0,5.0,0.0,0.0,-2.0,0.0,0.0,0.0,0.0,0.0,-2.0,0.0,0.0,-2.0,0.0,0.0,0.0,0.0
한미사이언스  ,6.0,7.0,7.0,5.0,6.0,7.0,7.0,5.0,6.0,5.0,8.0,5.0,7.0,6.0,8.0,7.0,5.0,5.0,5.0,5.0,2.0,1.0,3.0,2.0,-1.0,-1.0,0.0,-2.0,0.0,2.0,-1.0,0.0,0.0,0.0,0.0,0.0
한미약품  ,6.0,7.0,7.0,5.0,6.0,7.0,7.0,5.0,6.0,5.0,8.0,5.0,7.0,6.0,8.0,7.0,7.0,6.0,8.0,6.0,0.0,0.0,0.0,1.0,-1.0,-1.0,0.0,-2.0,0.0,2.0,-1.0,0.0,0.0,0.0,0.0,0.0
한샘  ,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,6.0,7.0,7.0,7.0,6.0,8.0,7.0,6.0,6.0,8.0,5.0,1.0,0.0,0.0,2.0,0.0,0.0,-1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
한섬  ,7.0,7.0,8.0,7.0,7.0,7.0,8.0,7.0,6.0,7.0,7.0,5.0,7.0,7.0,8.0,7.0,7.0,6.0,7.0,7.0,0.0,1.0,1.0,0.0,-1.0,0.0,-1.0,-2.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0
한성기업  ,3.0,5.0,5.0,1.0,3.0,5.0,5.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,5.0,5.0,3.0,1.0,5.0,3.0,0.0,0.0,0.0,2.0,-2.0,0.0,-4.0,-4.0,2.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0
한세실업  ,6.0,6.0,7.0,6.0,6.0,6.0,7.0,6.0,3.0,3.0,6.0,3.0,5.0,5.0,5.0,6.0,5.0,3.0,5.0,6.0,0.0,2.0,0.0,0.0,-2.0,-2.0,1.0,-3.0,3.0,3.0,1.0,3.0,0.0,0.0,0.0,0.0
한세엠케이  ,3.0,5.0,6.0,3.0,3.0,5.0,6.0,3.0,3.0,3.0,5.0,3.0,3.0,1.0,3.0,6.0,3.0,3.0,3.0,5.0,0.0,-2.0,0.0,1.0,0.0,2.0,2.0,-3.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0
